,year,hc,country
11736,1996,1.8818238973617554,TUR
11737,1997,1.9098602533340454,TUR
11738,1998,1.938314437866211,TUR
11739,1999,1.9671924114227295,TUR
11740,2000,1.9965006113052368,TUR
11741,2001,2.017451047897339,TUR
11742,2002,2.038621425628662,TUR
11743,2003,2.060014009475708,TUR
11744,2004,2.0816311836242676,TUR
11745,2005,2.1034748554229736,TUR
11746,2006,2.125199794769287,TUR
11747,2007,2.147148847579956,TUR
11748,2008,2.1693246364593506,TUR
11749,2009,2.1917295455932617,TUR
11750,2010,2.2143657207489014,TUR
11751,2011,2.2458407878875732,TUR
11752,2012,2.2777628898620605,TUR
11753,2013,2.3101391792297363,TUR
11754,2014,2.342975378036499,TUR
11755,2015,2.3762784004211426,TUR
11756,2016,2.4100546836853027,TUR
11757,2017,2.4443113803863525,TUR
11758,2018,2.4790546894073486,TUR
11759,2019,2.514292001724243,TUR
11760,1950,,TWN
11761,1951,1.4511829614639282,TWN
11762,1952,1.4647926092147827,TWN
11763,1953,1.478529930114746,TWN
11764,1954,1.4923959970474243,TWN
11765,1955,1.506392240524292,TWN
11766,1956,1.5220234394073486,TWN
11767,1957,1.5378168821334839,TWN
11768,1958,1.5537742376327515,TWN
11769,1959,1.569897174835205,TWN
11770,1960,1.5861873626708984,TWN
11771,1961,1.5921032428741455,TWN
11772,1962,1.59804105758667,TWN
11773,1963,1.6040010452270508,TWN
11774,1964,1.609983205795288,TWN
11775,1965,1.6159876585006714,TWN
11776,1966,1.6239012479782104,TWN
11777,1967,1.6318535804748535,TWN
11778,1968,1.6398448944091797,TWN
11779,1969,1.6478753089904785,TWN
11780,1970,1.655945062637329,TWN
11781,1971,1.6716153621673584,TWN
11782,1972,1.6874339580535889,TWN
11783,1973,1.7034021615982056,TWN
11784,1974,1.7169630527496338,TWN
11785,1975,1.7291953563690186,TWN
11786,1976,1.7674241065979004,TWN
11787,1977,1.8064981698989868,TWN
11788,1978,1.8464360237121582,TWN
11789,1979,1.8872567415237427,TWN
11790,1980,1.9289801120758057,TWN
11791,1981,1.9686375856399536,TWN
11792,1982,2.009110450744629,TWN
11793,1983,2.050415515899658,TWN
11794,1984,2.092569589614868,TWN
11795,1985,2.1355903148651123,TWN
11796,1986,2.177501678466797,TWN
11797,1987,2.220235824584961,TWN
11798,1988,2.263808488845825,TWN
11799,1989,2.3082363605499268,TWN
11800,1990,2.3535361289978027,TWN
11801,1991,2.396707773208618,TWN
11802,1992,2.440671443939209,TWN
11803,1993,2.4854414463043213,TWN
11804,1994,2.5310328006744385,TWN
11805,1995,2.5717363357543945,TWN
11806,1996,2.6029670238494873,TWN
11807,1997,2.6345767974853516,TWN
11808,1998,2.6665704250335693,TWN
11809,1999,2.6989526748657227,TWN
11810,2000,2.7317280769348145,TWN
11811,2001,2.773245096206665,TWN
11812,2002,2.8153929710388184,TWN
11813,2003,2.8581814765930176,TWN
11814,2004,2.901620388031006,TWN
11815,2005,2.9457192420959473,TWN
11816,2006,2.971839189529419,TWN
11817,2007,2.998190402984619,TWN
11818,2008,3.024775266647339,TWN
11819,2009,3.051596164703369,TWN
11820,2010,3.0786547660827637,TWN
11821,2011,3.106996774673462,TWN
11822,2012,3.1359610557556152,TWN
11823,2013,3.165565013885498,TWN
11824,2014,3.1958260536193848,TWN
11825,2015,3.226762533187866,TWN
11826,2016,3.2583935260772705,TWN
11827,2017,3.290738105773926,TWN
11828,2018,3.3238167762756348,TWN
11829,2019,3.3576505184173584,TWN
11830,1950,,TZA
11831,1951,,TZA
11832,1952,,TZA
11833,1953,,TZA
11834,1954,,TZA
11835,1955,,TZA
11836,1956,,TZA
11837,1957,,TZA
11838,1958,,TZA
11839,1959,,TZA
11840,1960,1.3049002885818481,TZA
11841,1961,1.3049002885818481,TZA
11842,1962,1.3049002885818481,TZA
11843,1963,1.3049002885818481,TZA
11844,1964,1.3049002885818481,TZA
11845,1965,1.3049002885818481,TZA
11846,1966,1.3049002885818481,TZA
11847,1967,1.3049002885818481,TZA
11848,1968,1.3049002885818481,TZA
11849,1969,1.3049002885818481,TZA
11850,1970,1.3049002885818481,TZA
11851,1971,1.3052507638931274,TZA
11852,1972,1.3056013584136963,TZA
11853,1973,1.3059519529342651,TZA
11854,1974,1.306302785873413,TZA
11855,1975,1.306653618812561,TZA
11856,1976,1.307004451751709,TZA
11857,1977,1.307355523109436,TZA
11858,1978,1.307706594467163,TZA
11859,1979,1.3080579042434692,TZA
11860,1980,1.3084092140197754,TZA
11861,1981,1.308744192123413,TZA
11862,1982,1.3090794086456299,TZA
11863,1983,1.3094147443771362,TZA
11864,1984,1.3097500801086426,TZA
11865,1985,1.3100855350494385,TZA
11866,1986,1.3104209899902344,TZA
11867,1987,1.3107566833496094,TZA
11868,1988,1.3110923767089844,TZA
11869,1989,1.311428189277649,TZA
11870,1990,1.3117640018463135,TZA
11871,1991,1.32936429977417,TZA
11872,1992,1.347200632095337,TZA
11873,1993,1.3652764558792114,TZA
11874,1994,1.3835946321487427,TZA
11875,1995,1.4021587371826172,TZA
11876,1996,1.4209718704223633,TZA
11877,1997,1.4400373697280884,TZA
11878,1998,1.4593586921691895,TZA
11879,1999,1.4789392948150635,TZA
11880,2000,1.4987826347351074,TZA
11881,2001,1.5082474946975708,TZA
11882,2002,1.5177720785140991,TZA
11883,2003,1.5273569822311401,TZA
11884,2004,1.5370023250579834,TZA
11885,2005,1.5467084646224976,TZA
11886,2006,1.5564759969711304,TZA
11887,2007,1.566305160522461,TZA
11888,2008,1.576196551322937,TZA
11889,2009,1.5861502885818481,TZA
11890,2010,1.5961668491363525,TZA
11891,2011,1.6092346906661987,TZA
11892,2012,1.6224093437194824,TZA
11893,2013,1.6356920003890991,TZA
11894,2014,1.6490833759307861,TZA
11895,2015,1.6625843048095703,TZA
11896,2016,1.6761958599090576,TZA
11897,2017,1.689918875694275,TZA
11898,2018,1.703754186630249,TZA
11899,2019,1.7155940532684326,TZA
11900,1950,1.1111268997192383,UGA
11901,1951,1.1150814294815063,UGA
11902,1952,1.119050145149231,UGA
11903,1953,1.123033046722412,UGA
11904,1954,1.1270300149917603,UGA
11905,1955,1.1310412883758545,UGA
11906,1956,1.1342617273330688,UGA
11907,1957,1.1374913454055786,UGA
11908,1958,1.1407301425933838,UGA
11909,1959,1.1439781188964844,UGA
11910,1960,1.14723539352417,UGA
11911,1961,1.1458923816680908,UGA
11912,1962,1.1445509195327759,UGA
11913,1963,1.1432108879089355,UGA
11914,1964,1.141872525215149,UGA
11915,1965,1.140535831451416,UGA
11916,1966,1.1425931453704834,UGA
11917,1967,1.1446541547775269,UGA
11918,1968,1.146718978881836,UGA
11919,1969,1.1487873792648315,UGA
11920,1970,1.1508595943450928,UGA
11921,1971,1.1626098155975342,UGA
11922,1972,1.1744799613952637,UGA
11923,1973,1.1864712238311768,UGA
11924,1974,1.198585033416748,UGA
11925,1975,1.2108224630355835,UGA
11926,1976,1.22371506690979,UGA
11927,1977,1.236744999885559,UGA
11928,1978,1.2499136924743652,UGA
11929,1979,1.263222575187683,UGA
11930,1980,1.2766731977462769,UGA
11931,1981,1.291949987411499,UGA
11932,1982,1.307409644126892,UGA
11933,1983,1.323054313659668,UGA
11934,1984,1.3388861417770386,UGA
11935,1985,1.3549073934555054,UGA
11936,1986,1.3732218742370605,UGA
11937,1987,1.3917838335037231,UGA
11938,1988,1.4105967283248901,UGA
11939,1989,1.429663896560669,UGA
11940,1990,1.4489887952804565,UGA
11941,1991,1.473056674003601,UGA
11942,1992,1.4975242614746094,UGA
11943,1993,1.5223982334136963,UGA
11944,1994,1.5476853847503662,UGA
11945,1995,1.573392629623413,UGA
11946,1996,1.5937992334365845,UGA
11947,1997,1.6144706010818481,UGA
11948,1998,1.6354100704193115,UGA
11949,1999,1.6566210985183716,UGA
11950,2000,1.6781072616577148,UGA
11951,2001,1.7038201093673706,UGA
11952,2002,1.7247885465621948,UGA
11953,2003,1.7446708679199219,UGA
11954,2004,1.7647823095321655,UGA
11955,2005,1.785125732421875,UGA
11956,2006,1.821036458015442,UGA
11957,2007,1.8576695919036865,UGA
11958,2008,1.895039677619934,UGA
11959,2009,1.9331614971160889,UGA
11960,2010,1.9720501899719238,UGA
11961,2011,2.0189833641052246,UGA
11962,2012,2.067033290863037,UGA
11963,2013,2.1162266731262207,UGA
11964,2014,2.166590929031372,UGA
11965,2015,2.218153953552246,UGA
11966,2016,2.2709438800811768,UGA
11967,2017,2.3249902725219727,UGA
11968,2018,2.3803229331970215,UGA
11969,2019,2.4369723796844482,UGA
11970,1950,,UKR
11971,1951,,UKR
11972,1952,,UKR
11973,1953,,UKR
11974,1954,,UKR
11975,1955,,UKR
11976,1956,,UKR
11977,1957,,UKR
11978,1958,,UKR
11979,1959,,UKR
11980,1960,,UKR
11981,1961,,UKR
11982,1962,,UKR
11983,1963,,UKR
11984,1964,,UKR
11985,1965,,UKR
11986,1966,,UKR
11987,1967,,UKR
11988,1968,,UKR
11989,1969,,UKR
11990,1970,,UKR
11991,1971,,UKR
11992,1972,,UKR
11993,1973,,UKR
11994,1974,,UKR
11995,1975,,UKR
11996,1976,,UKR
11997,1977,,UKR
11998,1978,,UKR
11999,1979,,UKR
12000,1980,,UKR
12001,1981,,UKR
12002,1982,,UKR
12003,1983,,UKR
12004,1984,,UKR
12005,1985,,UKR
12006,1986,,UKR
12007,1987,,UKR
12008,1988,,UKR
12009,1989,,UKR
12010,1990,2.765498161315918,UKR
12011,1991,2.7998762130737305,UKR
12012,1992,2.834681749343872,UKR
12013,1993,2.869920015335083,UKR
12014,1994,2.9055960178375244,UKR
12015,1995,2.941715717315674,UKR
12016,1996,2.96716570854187,UKR
12017,1997,2.9928359985351562,UKR
12018,1998,3.018728256225586,UKR
12019,1999,3.044844627380371,UKR
12020,2000,3.0711867809295654,UKR
12021,2001,3.0913338661193848,UKR
12022,2002,3.1116127967834473,UKR
12023,2003,3.1320250034332275,UKR
12024,2004,3.152570962905884,UKR
12025,2005,3.1732516288757324,UKR
12026,2006,3.181306838989258,UKR
12027,2007,3.189382791519165,UKR
12028,2008,3.197478771209717,UKR
12029,2009,3.2055957317352295,UKR
12030,2010,3.213732957839966,UKR
12031,2011,3.2219724655151367,UKR
12032,2012,3.2302608489990234,UKR
12033,2013,3.238597869873047,UKR
12034,2014,3.2469842433929443,UKR
12035,2015,3.255420207977295,UKR
12036,2016,3.263906478881836,UKR
12037,2017,3.2724430561065674,UKR
12038,2018,3.2810301780700684,UKR
12039,2019,3.289668560028076,UKR
12040,1950,1.7216863632202148,URY
12041,1951,1.7289447784423828,URY
12042,1952,1.7362337112426758,URY
12043,1953,1.743553638458252,URY
12044,1954,1.7509042024612427,URY
12045,1955,1.7582857608795166,URY
12046,1956,1.7680593729019165,URY
12047,1957,1.777887225151062,URY
12048,1958,1.7877697944641113,URY
12049,1959,1.797707200050354,URY
12050,1960,1.8076999187469482,URY
12051,1961,1.8141664266586304,URY
12052,1962,1.8206560611724854,URY
12053,1963,1.8271689414978027,URY
12054,1964,1.8337050676345825,URY
12055,1965,1.8402645587921143,URY
12056,1966,1.8593552112579346,URY
12057,1967,1.8786438703536987,URY
12058,1968,1.8981326818466187,URY
12059,1969,1.9178236722946167,URY
12060,1970,1.9377188682556152,URY
12061,1971,1.9523110389709473,URY
12062,1972,1.9670130014419556,URY
12063,1973,1.9818257093429565,URY
12064,1974,1.996749997138977,URY
12065,1975,2.011786699295044,URY
12066,1976,2.0377519130706787,URY
12067,1977,2.064052104949951,URY
12068,1978,2.0906920433044434,URY
12069,1979,2.117675542831421,URY
12070,1980,2.145007610321045,URY
12071,1981,2.171497344970703,URY
12072,1982,2.1983141899108887,URY
12073,1983,2.2254621982574463,URY
12074,1984,2.2529456615448,URY
12075,1985,2.280768394470215,URY
12076,1986,2.29354190826416,URY
12077,1987,2.306386947631836,URY
12078,1988,2.3193039894104004,URY
12079,1989,2.3322932720184326,URY
12080,1990,2.345355272293091,URY
12081,1991,2.354188919067383,URY
12082,1992,2.36305570602417,URY
12083,1993,2.3719558715820312,URY
12084,1994,2.380889415740967,URY
12085,1995,2.3898568153381348,URY
12086,1996,2.420107126235962,URY
12087,1997,2.450740098953247,URY
12088,1998,2.4817609786987305,URY
12089,1999,2.513174533843994,URY
12090,2000,2.54498553276062,URY
12091,2001,2.5419676303863525,URY
12092,2002,2.5389533042907715,URY
12093,2003,2.535942554473877,URY
12094,2004,2.532935380935669,URY
12095,2005,2.5299317836761475,URY
12096,2006,2.5415289402008057,URY
12097,2007,2.5531792640686035,URY
12098,2008,2.5632803440093994,URY
12099,2009,2.571185350418091,URY
12100,2010,2.5791146755218506,URY
12101,2011,2.6003246307373047,URY
12102,2012,2.621709108352661,URY
12103,2013,2.6432693004608154,URY
12104,2014,2.6650068759918213,URY
12105,2015,2.6869232654571533,URY
12106,2016,2.709019899368286,URY
12107,2017,2.7312982082366943,URY
12108,2018,2.7537596225738525,URY
12109,2019,2.7764058113098145,URY
12110,1950,2.5832128524780273,USA
12111,1951,2.5959999561309814,USA
12112,1952,2.6088502407073975,USA
12113,1953,2.6217644214630127,USA
12114,1954,2.634742498397827,USA
12115,1955,2.647784471511841,USA
12116,1956,2.6623172760009766,USA
12117,1957,2.6769299507141113,USA
12118,1958,2.691622734069824,USA
12119,1959,2.7063961029052734,USA
12120,1960,2.721250534057617,USA
12121,1961,2.7555551528930664,USA
12122,1962,2.7902920246124268,USA
12123,1963,2.8254668712615967,USA
12124,1964,2.8610851764678955,USA
12125,1965,2.8971524238586426,USA
12126,1966,2.928370714187622,USA
12127,1967,2.959925413131714,USA
12128,1968,2.9918198585510254,USA
12129,1969,3.0240583419799805,USA
12130,1970,3.0566439628601074,USA
12131,1971,3.0898852348327637,USA
12132,1972,3.123487710952759,USA
12133,1973,3.1574559211730957,USA
12134,1974,3.191793441772461,USA
12135,1975,3.226504325866699,USA
12136,1976,3.249995708465576,USA
12137,1977,3.273658037185669,USA
12138,1978,3.297492504119873,USA
12139,1979,3.321500778198242,USA
12140,1980,3.3456838130950928,USA
12141,1981,3.354768991470337,USA
12142,1982,3.3638789653778076,USA
12143,1983,3.373013734817505,USA
12144,1984,3.3821732997894287,USA
12145,1985,3.391357660293579,USA
12146,1986,3.4000606536865234,USA
12147,1987,3.4087860584259033,USA
12148,1988,3.4175336360931396,USA
12149,1989,3.4263038635253906,USA
12150,1990,3.435096502304077,USA
12151,1991,3.4523024559020996,USA
12152,1992,3.469594955444336,USA
12153,1993,3.486973524093628,USA
12154,1994,3.50443959236145,USA
12155,1995,3.5219931602478027,USA
12156,1996,3.5332388877868652,USA
12157,1997,3.544520616531372,USA
12158,1998,3.5558385848999023,USA
12159,1999,3.567192554473877,USA
12160,2000,3.578582525253296,USA
12161,2001,3.5883371829986572,USA
12162,2002,3.598118543624878,USA
12163,2003,3.6079261302948,USA
12164,2004,3.6177608966827393,USA
12165,2005,3.627622365951538,USA
12166,2006,3.642328977584839,USA
12167,2007,3.657094717025757,USA
12168,2008,3.6719207763671875,USA
12169,2009,3.6868066787719727,USA
12170,2010,3.7017533779144287,USA
12171,2011,3.7070109844207764,USA
12172,2012,3.712275981903076,USA
12173,2013,3.7175486087799072,USA
12174,2014,3.7228286266326904,USA
12175,2015,3.728116273880005,USA
12176,2016,3.7334113121032715,USA
12177,2017,3.7387139797210693,USA
12178,2018,3.7440237998962402,USA
12179,2019,3.7493414878845215,USA
12180,1950,,UZB
12181,1951,,UZB
12182,1952,,UZB
12183,1953,,UZB
12184,1954,,UZB
12185,1955,,UZB
12186,1956,,UZB
12187,1957,,UZB
12188,1958,,UZB
12189,1959,,UZB
12190,1960,,UZB
12191,1961,,UZB
12192,1962,,UZB
12193,1963,,UZB
12194,1964,,UZB
12195,1965,,UZB
12196,1966,,UZB
12197,1967,,UZB
12198,1968,,UZB
12199,1969,,UZB
12200,1970,,UZB
12201,1971,,UZB
12202,1972,,UZB
12203,1973,,UZB
12204,1974,,UZB
12205,1975,,UZB
12206,1976,,UZB
12207,1977,,UZB
12208,1978,,UZB
12209,1979,,UZB
12210,1980,,UZB
12211,1981,,UZB
12212,1982,,UZB
12213,1983,,UZB
12214,1984,,UZB
12215,1985,,UZB
12216,1986,,UZB
12217,1987,,UZB
12218,1988,,UZB
12219,1989,,UZB
12220,1990,,UZB
12221,1991,,UZB
12222,1992,,UZB
12223,1993,,UZB
12224,1994,,UZB
12225,1995,,UZB
12226,1996,,UZB
12227,1997,,UZB
12228,1998,,UZB
12229,1999,,UZB
12230,2000,,UZB
12231,2001,,UZB
12232,2002,,UZB
12233,2003,,UZB
12234,2004,,UZB
12235,2005,,UZB
12236,2006,,UZB
12237,2007,,UZB
12238,2008,,UZB
12239,2009,,UZB
12240,2010,,UZB
12241,2011,,UZB
12242,2012,,UZB
12243,2013,,UZB
12244,2014,,UZB
12245,2015,,UZB
12246,2016,,UZB
12247,2017,,UZB
12248,2018,,UZB
12249,2019,,UZB
12250,1950,,VCT
12251,1951,,VCT
12252,1952,,VCT
12253,1953,,VCT
12254,1954,,VCT
12255,1955,,VCT
12256,1956,,VCT
12257,1957,,VCT
12258,1958,,VCT
12259,1959,,VCT
12260,1960,,VCT
12261,1961,,VCT
12262,1962,,VCT
12263,1963,,VCT
12264,1964,,VCT
12265,1965,,VCT
12266,1966,,VCT
12267,1967,,VCT
12268,1968,,VCT
12269,1969,,VCT
12270,1970,,VCT
12271,1971,,VCT
12272,1972,,VCT
12273,1973,,VCT
12274,1974,,VCT
12275,1975,,VCT
12276,1976,,VCT
12277,1977,,VCT
12278,1978,,VCT
12279,1979,,VCT
12280,1980,,VCT
12281,1981,,VCT
12282,1982,,VCT
12283,1983,,VCT
12284,1984,,VCT
12285,1985,,VCT
12286,1986,,VCT
12287,1987,,VCT
12288,1988,,VCT
12289,1989,,VCT
12290,1990,,VCT
12291,1991,,VCT
12292,1992,,VCT
12293,1993,,VCT
12294,1994,,VCT
12295,1995,,VCT
12296,1996,,VCT
12297,1997,,VCT
12298,1998,,VCT
12299,1999,,VCT
12300,2000,,VCT
12301,2001,,VCT
12302,2002,,VCT
12303,2003,,VCT
12304,2004,,VCT
12305,2005,,VCT
12306,2006,,VCT
12307,2007,,VCT
12308,2008,,VCT
12309,2009,,VCT
12310,2010,,VCT
12311,2011,,VCT
12312,2012,,VCT
12313,2013,,VCT
12314,2014,,VCT
12315,2015,,VCT
12316,2016,,VCT
12317,2017,,VCT
12318,2018,,VCT
12319,2019,,VCT
12320,1950,1.2224303483963013,VEN
12321,1951,1.2320725917816162,VEN
12322,1952,1.241791009902954,VEN
12323,1953,1.2515859603881836,VEN
12324,1954,1.2614582777023315,VEN
12325,1955,1.2714083194732666,VEN
12326,1956,1.27605140209198,VEN
12327,1957,1.2807114124298096,VEN
12328,1958,1.285388469696045,VEN
12329,1959,1.290082573890686,VEN
12330,1960,1.294793725013733,VEN
12331,1961,1.3017104864120483,VEN
12332,1962,1.3086642026901245,VEN
12333,1963,1.315654993057251,VEN
12334,1964,1.3226832151412964,VEN
12335,1965,1.3297489881515503,VEN
12336,1966,1.3397347927093506,VEN
12337,1967,1.3497955799102783,VEN
12338,1968,1.3599319458007812,VEN
12339,1969,1.3701444864273071,VEN
12340,1970,1.3804336786270142,VEN
12341,1971,1.4120705127716064,VEN
12342,1972,1.4444324970245361,VEN
12343,1973,1.4775359630584717,VEN
12344,1974,1.5113983154296875,VEN
12345,1975,1.5460366010665894,VEN
12346,1976,1.5954325199127197,VEN
12347,1977,1.646406650543213,VEN
12348,1978,1.6990092992782593,VEN
12349,1979,1.7423187494277954,VEN
12350,1980,1.784113883972168,VEN
12351,1981,1.7916241884231567,VEN
12352,1982,1.7991660833358765,VEN
12353,1983,1.8067396879196167,VEN
12354,1984,1.8143452405929565,VEN
12355,1985,1.8219828605651855,VEN
12356,1986,1.8204506635665894,VEN
12357,1987,1.8189197778701782,VEN
12358,1988,1.8173900842666626,VEN
12359,1989,1.8158618211746216,VEN
12360,1990,1.814334750175476,VEN
12361,1991,1.8480435609817505,VEN
12362,1992,1.8823784589767456,VEN
12363,1993,1.917351484298706,VEN
12364,1994,1.9529740810394287,VEN
12365,1995,1.9892586469650269,VEN
12366,1996,2.020650863647461,VEN
12367,1997,2.0525386333465576,VEN
12368,1998,2.0849292278289795,VEN
12369,1999,2.1178314685821533,VEN
12370,2000,2.151252508163452,VEN
12371,2001,2.1893362998962402,VEN
12372,2002,2.2280945777893066,VEN
12373,2003,2.267538547515869,VEN
12374,2004,2.307681083679199,VEN
12375,2005,2.348534345626831,VEN
12376,2006,2.397188186645508,VEN
12377,2007,2.446850299835205,VEN
12378,2008,2.4975409507751465,VEN
12379,2009,2.5492818355560303,VEN
12380,2010,2.588259220123291,VEN
12381,2011,2.6205151081085205,VEN
12382,2012,2.6531729698181152,VEN
12383,2013,2.6862375736236572,VEN
12384,2014,2.719714403152466,VEN
12385,2015,2.753608465194702,VEN
12386,2016,2.7879250049591064,VEN
12387,2017,2.822669267654419,VEN
12388,2018,2.857846260070801,VEN
12389,2019,2.8934617042541504,VEN
12390,1950,,VGB
12391,1951,,VGB
12392,1952,,VGB
12393,1953,,VGB
12394,1954,,VGB
12395,1955,,VGB
12396,1956,,VGB
12397,1957,,VGB
12398,1958,,VGB
12399,1959,,VGB
12400,1960,,VGB
12401,1961,,VGB
12402,1962,,VGB
12403,1963,,VGB
12404,1964,,VGB
12405,1965,,VGB
12406,1966,,VGB
12407,1967,,VGB
12408,1968,,VGB
12409,1969,,VGB
12410,1970,,VGB
12411,1971,,VGB
12412,1972,,VGB
12413,1973,,VGB
12414,1974,,VGB
12415,1975,,VGB
12416,1976,,VGB
12417,1977,,VGB
12418,1978,,VGB
12419,1979,,VGB
12420,1980,,VGB
12421,1981,,VGB
12422,1982,,VGB
12423,1983,,VGB
12424,1984,,VGB
12425,1985,,VGB
12426,1986,,VGB
12427,1987,,VGB
12428,1988,,VGB
12429,1989,,VGB
12430,1990,,VGB
12431,1991,,VGB
12432,1992,,VGB
12433,1993,,VGB
12434,1994,,VGB
12435,1995,,VGB
12436,1996,,VGB
12437,1997,,VGB
12438,1998,,VGB
12439,1999,,VGB
12440,2000,,VGB
12441,2001,,VGB
12442,2002,,VGB
12443,2003,,VGB
12444,2004,,VGB
12445,2005,,VGB
12446,2006,,VGB
12447,2007,,VGB
12448,2008,,VGB
12449,2009,,VGB
12450,2010,,VGB
12451,2011,,VGB
12452,2012,,VGB
12453,2013,,VGB
12454,2014,,VGB
12455,2015,,VGB
12456,2016,,VGB
12457,2017,,VGB
12458,2018,,VGB
12459,2019,,VGB
12460,1950,,VNM
12461,1951,,VNM
12462,1952,,VNM
12463,1953,,VNM
12464,1954,,VNM
12465,1955,,VNM
12466,1956,,VNM
12467,1957,,VNM
12468,1958,,VNM
12469,1959,,VNM
12470,1960,,VNM
12471,1961,,VNM
12472,1962,,VNM
12473,1963,,VNM
12474,1964,,VNM
12475,1965,,VNM
12476,1966,,VNM
12477,1967,,VNM
12478,1968,,VNM
12479,1969,,VNM
12480,1970,1.4941600561141968,VNM
12481,1971,1.5167136192321777,VNM
12482,1972,1.5396077632904053,VNM
12483,1973,1.562847375869751,VNM
12484,1974,1.5864378213882446,VNM
12485,1975,1.610384225845337,VNM
12486,1976,1.637448787689209,VNM
12487,1977,1.6649682521820068,VNM
12488,1978,1.6929501295089722,VNM
12489,1979,1.7183784246444702,VNM
12490,1980,1.7401010990142822,VNM
12491,1981,1.7447092533111572,VNM
12492,1982,1.7493295669555664,VNM
12493,1983,1.7539620399475098,VNM
12494,1984,1.7586067914962769,VNM
12495,1985,1.7632639408111572,VNM
12496,1986,1.7502788305282593,VNM
12497,1987,1.7373894453048706,VNM
12498,1988,1.7245948314666748,VNM
12499,1989,1.7118945121765137,VNM
12500,1990,1.696075677871704,VNM
12501,1991,1.7219350337982178,VNM
12502,1992,1.7448840141296387,VNM
12503,1993,1.7681390047073364,VNM
12504,1994,1.7917038202285767,VNM
12505,1995,1.8155827522277832,VNM
12506,1996,1.8458486795425415,VNM
12507,1997,1.8766192197799683,VNM
12508,1998,1.907902717590332,VNM
12509,1999,1.939707636833191,VNM
12510,2000,1.9720427989959717,VNM
12511,2001,2.013080596923828,VNM
12512,2002,2.0549724102020264,VNM
12513,2003,2.09773588180542,VNM
12514,2004,2.1413893699645996,VNM
12515,2005,2.1859514713287354,VNM
12516,2006,2.231018543243408,VNM
12517,2007,2.2770144939422607,VNM
12518,2008,2.3239588737487793,VNM
12519,2009,2.37187123298645,VNM
12520,2010,2.4207711219787598,VNM
12521,2011,2.4752461910247803,VNM
12522,2012,2.532614231109619,VNM
