,year,hc,country
6033,1963,1.2451530694961548,JOR
6034,1964,1.257308840751648,JOR
6035,1965,1.2695832252502441,JOR
6036,1966,1.2855775356292725,JOR
6037,1967,1.3017734289169312,JOR
6038,1968,1.3181734085083008,JOR
6039,1969,1.3347798585891724,JOR
6040,1970,1.3515955209732056,JOR
6041,1971,1.3706616163253784,JOR
6042,1972,1.3899967670440674,JOR
6043,1973,1.409604549407959,JOR
6044,1974,1.429489016532898,JOR
6045,1975,1.4496538639068604,JOR
6046,1976,1.4608936309814453,JOR
6047,1977,1.4722204208374023,JOR
6048,1978,1.4836351871490479,JOR
6049,1979,1.49513840675354,JOR
6050,1980,1.5067307949066162,JOR
6051,1981,1.5481081008911133,JOR
6052,1982,1.5906215906143188,JOR
6053,1983,1.6343027353286743,JOR
6054,1984,1.6791833639144897,JOR
6055,1985,1.721307635307312,JOR
6056,1986,1.7628988027572632,JOR
6057,1987,1.8054951429367065,JOR
6058,1988,1.8491206169128418,JOR
6059,1989,1.8938002586364746,JOR
6060,1990,1.9395594596862793,JOR
6061,1991,1.9974863529205322,JOR
6062,1992,2.057143449783325,JOR
6063,1993,2.118582248687744,JOR
6064,1994,2.1818559169769287,JOR
6065,1995,2.2470192909240723,JOR
6066,1996,2.293416738510132,JOR
6067,1997,2.3407719135284424,JOR
6068,1998,2.3891050815582275,JOR
6069,1999,2.4384360313415527,JOR
6070,2000,2.488785743713379,JOR
6071,2001,2.5280001163482666,JOR
6072,2002,2.5652647018432617,JOR
6073,2003,2.5924079418182373,JOR
6074,2004,2.6198387145996094,JOR
6075,2005,2.647559642791748,JOR
6076,2006,2.6735527515411377,JOR
6077,2007,2.699801206588745,JOR
6078,2008,2.7263073921203613,JOR
6079,2009,2.7530736923217773,JOR
6080,2010,2.7801027297973633,JOR
6081,2011,2.793409824371338,JOR
6082,2012,2.8067805767059326,JOR
6083,2013,2.8202154636383057,JOR
6084,2014,2.833714723587036,JOR
6085,2015,2.847278356552124,JOR
6086,2016,2.8609070777893066,JOR
6087,2017,2.874601125717163,JOR
6088,2018,2.8883605003356934,JOR
6089,2019,2.9021859169006348,JOR
6090,1950,2.2900006771087646,JPN
6091,1951,2.322519302368164,JPN
6092,1952,2.355499744415283,JPN
6093,1953,2.388948440551758,JPN
6094,1954,2.4228720664978027,JPN
6095,1955,2.457277297973633,JPN
6096,1956,2.484121084213257,JPN
6097,1957,2.5112578868865967,JPN
6098,1958,2.538691282272339,JPN
6099,1959,2.564317226409912,JPN
6100,1960,2.583143949508667,JPN
6101,1961,2.6040079593658447,JPN
6102,1962,2.625040054321289,JPN
6103,1963,2.646242380142212,JPN
6104,1964,2.6676158905029297,JPN
6105,1965,2.689162015914917,JPN
6106,1966,2.7108821868896484,JPN
6107,1967,2.7327775955200195,JPN
6108,1968,2.754850149154663,JPN
6109,1969,2.7771005630493164,JPN
6110,1970,2.7995312213897705,JPN
6111,1971,2.8194501399993896,JPN
6112,1972,2.839510440826416,JPN
6113,1973,2.8597140312194824,JPN
6114,1974,2.880061149597168,JPN
6115,1975,2.900552749633789,JPN
6116,1976,2.9211905002593994,JPN
6117,1977,2.9419751167297363,JPN
6118,1978,2.962907552719116,JPN
6119,1979,2.9839887619018555,JPN
6120,1980,3.0052201747894287,JPN
6121,1981,3.0220630168914795,JPN
6122,1982,3.0390002727508545,JPN
6123,1983,3.056032657623291,JPN
6124,1984,3.073160409927368,JPN
6125,1985,3.0903842449188232,JPN
6126,1986,3.1077044010162354,JPN
6127,1987,3.125121593475342,JPN
6128,1988,3.142636775970459,JPN
6129,1989,3.160249948501587,JPN
6130,1990,3.177961826324463,JPN
6131,1991,3.194382429122925,JPN
6132,1992,3.2108876705169678,JPN
6133,1993,3.227478265762329,JPN
6134,1994,3.244154930114746,JPN
6135,1995,3.2609176635742188,JPN
6136,1996,3.277766704559326,JPN
6137,1997,3.2947030067443848,JPN
6138,1998,3.3117268085479736,JPN
6139,1999,3.328838586807251,JPN
6140,2000,3.346038818359375,JPN
6141,2001,3.360867738723755,JPN
6142,2002,3.375762701034546,JPN
6143,2003,3.390723466873169,JPN
6144,2004,3.4057505130767822,JPN
6145,2005,3.420844316482544,JPN
6146,2006,3.436004638671875,JPN
6147,2007,3.451232671737671,JPN
6148,2008,3.4665279388427734,JPN
6149,2009,3.481890916824341,JPN
6150,2010,3.4973220825195312,JPN
6151,2011,3.5079329013824463,JPN
6152,2012,3.51857590675354,JPN
6153,2013,3.5292513370513916,JPN
6154,2014,3.539958953857422,JPN
6155,2015,3.550699234008789,JPN
6156,2016,3.561472177505493,JPN
6157,2017,3.572277784347534,JPN
6158,2018,3.583116054534912,JPN
6159,2019,3.593987226486206,JPN
6160,1950,,KAZ
6161,1951,,KAZ
6162,1952,,KAZ
6163,1953,,KAZ
6164,1954,,KAZ
6165,1955,,KAZ
6166,1956,,KAZ
6167,1957,,KAZ
6168,1958,,KAZ
6169,1959,,KAZ
6170,1960,,KAZ
6171,1961,,KAZ
6172,1962,,KAZ
6173,1963,,KAZ
6174,1964,,KAZ
6175,1965,,KAZ
6176,1966,,KAZ
6177,1967,,KAZ
6178,1968,,KAZ
6179,1969,,KAZ
6180,1970,,KAZ
6181,1971,,KAZ
6182,1972,,KAZ
6183,1973,,KAZ
6184,1974,,KAZ
6185,1975,,KAZ
6186,1976,,KAZ
6187,1977,,KAZ
6188,1978,,KAZ
6189,1979,,KAZ
6190,1980,,KAZ
6191,1981,,KAZ
6192,1982,,KAZ
6193,1983,,KAZ
6194,1984,,KAZ
6195,1985,,KAZ
6196,1986,,KAZ
6197,1987,,KAZ
6198,1988,,KAZ
6199,1989,,KAZ
6200,1990,2.5693304538726807,KAZ
6201,1991,2.6121561527252197,KAZ
6202,1992,2.655695915222168,KAZ
6203,1993,2.699960947036743,KAZ
6204,1994,2.744964122772217,KAZ
6205,1995,2.790717363357544,KAZ
6206,1996,2.837068796157837,KAZ
6207,1997,2.884190082550049,KAZ
6208,1998,2.932094097137451,KAZ
6209,1999,2.9807937145233154,KAZ
6210,2000,3.0303022861480713,KAZ
6211,2001,3.082714796066284,KAZ
6212,2002,3.1360342502593994,KAZ
6213,2003,3.1902756690979004,KAZ
6214,2004,3.245455503463745,KAZ
6215,2005,3.3015894889831543,KAZ
6216,2006,3.2871696949005127,KAZ
6217,2007,3.272813081741333,KAZ
6218,2008,3.258518934249878,KAZ
6219,2009,3.2442874908447266,KAZ
6220,2010,3.2301177978515625,KAZ
6221,2011,3.2162435054779053,KAZ
6222,2012,3.202505111694336,KAZ
6223,2013,3.18890118598938,KAZ
6224,2014,3.1754298210144043,KAZ
6225,2015,3.1620895862579346,KAZ
6226,2016,3.148879289627075,KAZ
6227,2017,3.135796546936035,KAZ
6228,2018,3.122840404510498,KAZ
6229,2019,3.110008716583252,KAZ
6230,1950,1.1436940431594849,KEN
6231,1951,1.1492664813995361,KEN
6232,1952,1.1548659801483154,KEN
6233,1953,1.1604928970336914,KEN
6234,1954,1.1661471128463745,KEN
6235,1955,1.1718289852142334,KEN
6236,1956,1.176810383796692,KEN
6237,1957,1.1818130016326904,KEN
6238,1958,1.1868369579315186,KEN
6239,1959,1.1918821334838867,KEN
6240,1960,1.1969488859176636,KEN
6241,1961,1.205653190612793,KEN
6242,1962,1.2144207954406738,KEN
6243,1963,1.223252296447754,KEN
6244,1964,1.2321478128433228,KEN
6245,1965,1.2411081790924072,KEN
6246,1966,1.2501336336135864,KEN
6247,1967,1.2592246532440186,KEN
6248,1968,1.268381953239441,KEN
6249,1969,1.277605652809143,KEN
6250,1970,1.2868965864181519,KEN
6251,1971,1.3042500019073486,KEN
6252,1972,1.3218375444412231,KEN
6253,1973,1.3396621942520142,KEN
6254,1974,1.3577271699905396,KEN
6255,1975,1.3760358095169067,KEN
6256,1976,1.3945913314819336,KEN
6257,1977,1.413396954536438,KEN
6258,1978,1.4324562549591064,KEN
6259,1979,1.4517725706100464,KEN
6260,1980,1.4713493585586548,KEN
6261,1981,1.4932560920715332,KEN
6262,1982,1.515489101409912,KEN
6263,1983,1.538053035736084,KEN
6264,1984,1.56095290184021,KEN
6265,1985,1.5841937065124512,KEN
6266,1986,1.6077805757522583,KEN
6267,1987,1.631718635559082,KEN
6268,1988,1.6560131311416626,KEN
6269,1989,1.6806693077087402,KEN
6270,1990,1.7056925296783447,KEN
6271,1991,1.728196620941162,KEN
6272,1992,1.750123143196106,KEN
6273,1993,1.7723276615142822,KEN
6274,1994,1.7948139905929565,KEN
6275,1995,1.8175855875015259,KEN
6276,1996,1.8406460285186768,KEN
6277,1997,1.8639991283416748,KEN
6278,1998,1.8876484632492065,KEN
6279,1999,1.9115979671478271,KEN
6280,2000,1.9358512163162231,KEN
6281,2001,1.9577125310897827,KEN
6282,2002,1.979820728302002,KEN
6283,2003,2.00217866897583,KEN
6284,2004,2.0247888565063477,KEN
6285,2005,2.047654628753662,KEN
6286,2006,2.0707786083221436,KEN
6287,2007,2.094163656234741,KEN
6288,2008,2.1178126335144043,KEN
6289,2009,2.1417288780212402,KEN
6290,2010,2.165915012359619,KEN
6291,2011,2.1852948665618896,KEN
6292,2012,2.204848051071167,KEN
6293,2013,2.224575996398926,KEN
6294,2014,2.244480609893799,KEN
6295,2015,2.2645633220672607,KEN
6296,2016,2.2848258018493652,KEN
6297,2017,2.305269479751587,KEN
6298,2018,2.3258960247039795,KEN
6299,2019,2.346707344055176,KEN
6300,1950,,KGZ
6301,1951,,KGZ
6302,1952,,KGZ
6303,1953,,KGZ
6304,1954,,KGZ
6305,1955,,KGZ
6306,1956,,KGZ
6307,1957,,KGZ
6308,1958,,KGZ
6309,1959,,KGZ
6310,1960,,KGZ
6311,1961,,KGZ
6312,1962,,KGZ
6313,1963,,KGZ
6314,1964,,KGZ
6315,1965,,KGZ
6316,1966,,KGZ
6317,1967,,KGZ
6318,1968,,KGZ
6319,1969,,KGZ
6320,1970,,KGZ
6321,1971,,KGZ
6322,1972,,KGZ
6323,1973,,KGZ
6324,1974,,KGZ
6325,1975,,KGZ
6326,1976,,KGZ
6327,1977,,KGZ
6328,1978,,KGZ
6329,1979,,KGZ
6330,1980,,KGZ
6331,1981,,KGZ
6332,1982,,KGZ
6333,1983,,KGZ
6334,1984,,KGZ
6335,1985,,KGZ
6336,1986,,KGZ
6337,1987,,KGZ
6338,1988,,KGZ
6339,1989,,KGZ
6340,1990,2.6595280170440674,KGZ
6341,1991,2.6789259910583496,KGZ
6342,1992,2.698465585708618,KGZ
6343,1993,2.7181477546691895,KGZ
6344,1994,2.737973213195801,KGZ
6345,1995,2.757943630218506,KGZ
6346,1996,2.7819035053253174,KGZ
6347,1997,2.8060712814331055,KGZ
6348,1998,2.830449104309082,KGZ
6349,1999,2.85503888130188,KGZ
6350,2000,2.8798422813415527,KGZ
6351,2001,2.899284839630127,KGZ
6352,2002,2.918858766555786,KGZ
6353,2003,2.938565254211426,KGZ
6354,2004,2.958404302597046,KGZ
6355,2005,2.9783775806427,KGZ
6356,2006,3.0132510662078857,KGZ
6357,2007,3.048532724380493,KGZ
6358,2008,3.0842275619506836,KGZ
6359,2009,3.120340347290039,KGZ
6360,2010,3.1568760871887207,KGZ
6361,2011,3.195667028427124,KGZ
6362,2012,3.235574960708618,KGZ
6363,2013,3.2766401767730713,KGZ
6364,2014,3.3189046382904053,KGZ
6365,2015,3.362412929534912,KGZ
6366,2016,3.4072105884552,KGZ
6367,2017,3.453345775604248,KGZ
6368,2018,3.500868320465088,KGZ
6369,2019,3.5498313903808594,KGZ
6370,1950,,KHM
6371,1951,,KHM
6372,1952,,KHM
6373,1953,,KHM
6374,1954,,KHM
6375,1955,,KHM
6376,1956,,KHM
6377,1957,,KHM
6378,1958,,KHM
6379,1959,,KHM
6380,1960,,KHM
6381,1961,,KHM
6382,1962,,KHM
6383,1963,,KHM
6384,1964,,KHM
6385,1965,,KHM
6386,1966,,KHM
6387,1967,,KHM
6388,1968,,KHM
6389,1969,,KHM
6390,1970,1.1805115938186646,KHM
6391,1971,1.193359613418579,KHM
6392,1972,1.2063473463058472,KHM
6393,1973,1.2194764614105225,KHM
6394,1974,1.2327485084533691,KHM
6395,1975,1.2461650371551514,KHM
6396,1976,1.2620437145233154,KHM
6397,1977,1.2781245708465576,KHM
6398,1978,1.2944103479385376,KHM
6399,1979,1.310903787612915,KHM
6400,1980,1.327607274055481,KHM
6401,1981,1.3421577215194702,KHM
6402,1982,1.3568675518035889,KHM
6403,1983,1.3717386722564697,KHM
6404,1984,1.3867727518081665,KHM
6405,1985,1.401971697807312,KHM
6406,1986,1.4081878662109375,KHM
6407,1987,1.4144315719604492,KHM
6408,1988,1.4207030534744263,KHM
6409,1989,1.4270023107528687,KHM
6410,1990,1.433329463005066,KHM
6411,1991,1.4434120655059814,KHM
6412,1992,1.4535655975341797,KHM
6413,1993,1.4637905359268188,KHM
6414,1994,1.4740874767303467,KHM
6415,1995,1.4844567775726318,KHM
6416,1996,1.4954994916915894,KHM
6417,1997,1.506624460220337,KHM
6418,1998,1.5178320407867432,KHM
6419,1999,1.5291231870651245,KHM
6420,2000,1.54049813747406,KHM
6421,2001,1.55278742313385,KHM
6422,2002,1.5651746988296509,KHM
6423,2003,1.5776607990264893,KHM
6424,2004,1.590246558189392,KHM
6425,2005,1.6029326915740967,KHM
6426,2006,1.627782940864563,KHM
6427,2007,1.6530183553695679,KHM
6428,2008,1.6786450147628784,KHM
6429,2009,1.7046691179275513,KHM
6430,2010,1.7256673574447632,KHM
6431,2011,1.747694492340088,KHM
6432,2012,1.7706913948059082,KHM
6433,2013,1.7947101593017578,KHM
6434,2014,1.819806456565857,KHM
6435,2015,1.8460396528244019,KHM
6436,2016,1.873473048210144,KHM
6437,2017,1.9021745920181274,KHM
6438,2018,1.9322162866592407,KHM
6439,2019,1.9636757373809814,KHM
6440,1950,,KNA
6441,1951,,KNA
6442,1952,,KNA
6443,1953,,KNA
6444,1954,,KNA
6445,1955,,KNA
6446,1956,,KNA
6447,1957,,KNA
6448,1958,,KNA
6449,1959,,KNA
6450,1960,,KNA
6451,1961,,KNA
6452,1962,,KNA
6453,1963,,KNA
6454,1964,,KNA
6455,1965,,KNA
6456,1966,,KNA
6457,1967,,KNA
6458,1968,,KNA
6459,1969,,KNA
6460,1970,,KNA
6461,1971,,KNA
6462,1972,,KNA
6463,1973,,KNA
6464,1974,,KNA
6465,1975,,KNA
6466,1976,,KNA
6467,1977,,KNA
6468,1978,,KNA
6469,1979,,KNA
6470,1980,,KNA
6471,1981,,KNA
6472,1982,,KNA
6473,1983,,KNA
6474,1984,,KNA
6475,1985,,KNA
6476,1986,,KNA
6477,1987,,KNA
6478,1988,,KNA
6479,1989,,KNA
6480,1990,,KNA
6481,1991,,KNA
6482,1992,,KNA
6483,1993,,KNA
6484,1994,,KNA
6485,1995,,KNA
6486,1996,,KNA
6487,1997,,KNA
6488,1998,,KNA
6489,1999,,KNA
6490,2000,,KNA
6491,2001,,KNA
6492,2002,,KNA
6493,2003,,KNA
6494,2004,,KNA
6495,2005,,KNA
6496,2006,,KNA
6497,2007,,KNA
6498,2008,,KNA
6499,2009,,KNA
6500,2010,,KNA
6501,2011,,KNA
6502,2012,,KNA
6503,2013,,KNA
6504,2014,,KNA
6505,2015,,KNA
6506,2016,,KNA
6507,2017,,KNA
6508,2018,,KNA
6509,2019,,KNA
6510,1950,,KOR
6511,1951,,KOR
6512,1952,,KOR
6513,1953,1.8266019821166992,KOR
6514,1954,1.8419846296310425,KOR
6515,1955,1.857496738433838,KOR
6516,1956,1.8069208860397339,KOR
6517,1957,1.75772225856781,KOR
6518,1958,1.7098631858825684,KOR
6519,1959,1.648594856262207,KOR
6520,1960,1.5893073081970215,KOR
6521,1961,1.6320868730545044,KOR
6522,1962,1.6760179996490479,KOR
6523,1963,1.718174695968628,KOR
6524,1964,1.7529191970825195,KOR
6525,1965,1.7883663177490234,KOR
6526,1966,1.8245302438735962,KOR
6527,1967,1.861425518989563,KOR
6528,1968,1.899066686630249,KOR
6529,1969,1.937469244003296,KOR
6530,1970,1.9766483306884766,KOR
6531,1971,2.014972686767578,KOR
6532,1972,2.0540401935577393,KOR
6533,1973,2.093865156173706,KOR
6534,1974,2.134462356567383,KOR
6535,1975,2.175846576690674,KOR
6536,1976,2.2180330753326416,KOR
6537,1977,2.261037588119507,KOR
6538,1978,2.3048758506774902,KOR
6539,1979,2.34956431388855,KOR
6540,1980,2.3951189517974854,KOR
6541,1981,2.4494237899780273,KOR
6542,1982,2.50495982170105,KOR
6543,1983,2.5611753463745117,KOR
6544,1984,2.600128412246704,KOR
6545,1985,2.639673948287964,KOR
6546,1986,2.679821014404297,KOR
6547,1987,2.72057843208313,KOR
6548,1988,2.761955976486206,KOR
6549,1989,2.8039627075195312,KOR
6550,1990,2.8466084003448486,KOR
6551,1991,2.8794102668762207,KOR
6552,1992,2.912590265274048,KOR
6553,1993,2.946152448654175,KOR
6554,1994,2.9801013469696045,KOR
6555,1995,3.0144412517547607,KOR
6556,1996,3.0491771697998047,KOR
6557,1997,3.08431339263916,KOR
6558,1998,3.119854211807251,KOR
6559,1999,3.1558046340942383,KOR
6560,2000,3.192169427871704,KOR
6561,2001,3.218729019165039,KOR
6562,2002,3.245509624481201,KOR
6563,2003,3.272512912750244,KOR
6564,2004,3.29974102973938,KOR
6565,2005,3.327195644378662,KOR
6566,2006,3.3548786640167236,KOR
6567,2007,3.3827919960021973,KOR
6568,2008,3.410937547683716,KOR
6569,2009,3.439317226409912,KOR
6570,2010,3.467933177947998,KOR
6571,2011,3.4984607696533203,KOR
6572,2012,3.5295772552490234,KOR
6573,2013,3.5612964630126953,KOR
6574,2014,3.5936331748962402,KOR
6575,2015,3.6266024112701416,KOR
6576,2016,3.66021990776062,KOR
6577,2017,3.6945011615753174,KOR
6578,2018,3.7294631004333496,KOR
6579,2019,3.765122890472412,KOR
6580,1950,,KWT
6581,1951,,KWT
6582,1952,,KWT
6583,1953,,KWT
6584,1954,,KWT
6585,1955,,KWT
6586,1956,,KWT
6587,1957,,KWT
6588,1958,,KWT
6589,1959,,KWT
6590,1960,,KWT
6591,1961,,KWT
6592,1962,,KWT
6593,1963,,KWT
6594,1964,,KWT
6595,1965,,KWT
6596,1966,,KWT
6597,1967,,KWT
6598,1968,,KWT
6599,1969,,KWT
6600,1970,1.4753113985061646,KWT
6601,1971,1.480122685432434,KWT
6602,1972,1.4849497079849243,KWT
6603,1973,1.4897924661636353,KWT
6604,1974,1.494650959968567,KWT
6605,1975,1.4995253086090088,KWT
6606,1976,1.550978183746338,KWT
6607,1977,1.604196548461914,KWT
6608,1978,1.6592410802841187,KWT
6609,1979,1.7144432067871094,KWT
6610,1980,1.7585985660552979,KWT
6611,1981,1.793933629989624,KWT
6612,1982,1.829978585243225,KWT
6613,1983,1.8667478561401367,KWT
6614,1984,1.904255986213684,KWT
6615,1985,1.942517638206482,KWT
6616,1986,1.9519033432006836,KWT
6617,1987,1.961334466934204,KWT
6618,1988,1.9708112478256226,KWT
6619,1989,1.980333685874939,KWT
6620,1990,1.989902138710022,KWT
6621,1991,1.9971489906311035,KWT
6622,1992,2.004422187805176,KWT
6623,1993,2.0117220878601074,KWT
6624,1994,2.0190484523773193,KWT
6625,1995,2.0264015197753906,KWT
6626,1996,2.042160749435425,KWT
6627,1997,2.0580427646636963,KWT
6628,1998,2.0740482807159424,KWT
6629,1999,2.0901780128479004,KWT
6630,2000,2.106433391571045,KWT
6631,2001,2.1022276878356934,KWT
6632,2002,2.0980303287506104,KWT
6633,2003,2.093841314315796,KWT
6634,2004,2.08966064453125,KWT
6635,2005,2.0854883193969727,KWT
6636,2006,2.0977721214294434,KWT
6637,2007,2.110128402709961,KWT
6638,2008,2.1225574016571045,KWT
6639,2009,2.1350598335266113,KWT
6640,2010,2.1476356983184814,KWT
6641,2011,2.160651683807373,KWT
6642,2012,2.1738719940185547,KWT
6643,2013,2.18730092048645,KWT
6644,2014,2.200942039489746,KWT
6645,2015,2.2147998809814453,KWT
6646,2016,2.2288787364959717,KWT
6647,2017,2.243182897567749,KWT
6648,2018,2.2577168941497803,KWT
6649,2019,2.2724850177764893,KWT
6650,1950,,LAO
6651,1951,,LAO
6652,1952,,LAO
6653,1953,,LAO
6654,1954,,LAO
6655,1955,,LAO
6656,1956,,LAO
6657,1957,,LAO
6658,1958,,LAO
6659,1959,,LAO
6660,1960,,LAO
6661,1961,,LAO
6662,1962,,LAO
6663,1963,,LAO
6664,1964,,LAO
6665,1965,,LAO
6666,1966,,LAO
6667,1967,,LAO
6668,1968,,LAO
6669,1969,,LAO
6670,1970,1.205937147140503,LAO
6671,1971,1.2164055109024048,LAO
6672,1972,1.2269648313522339,LAO
6673,1973,1.237615704536438,LAO
6674,1974,1.2483590841293335,LAO
6675,1975,1.2591958045959473,LAO
6676,1976,1.2733385562896729,LAO
6677,1977,1.2876402139663696,LAO
6678,1978,1.3021025657653809,LAO
6679,1979,1.3167271614074707,LAO
6680,1980,1.3315162658691406,LAO
6681,1981,1.3451234102249146,LAO
6682,1982,1.3588696718215942,LAO
6683,1983,1.3727564811706543,LAO
6684,1984,1.3867851495742798,LAO
6685,1985,1.4009572267532349,LAO
6686,1986,1.4226515293121338,LAO
6687,1987,1.4446817636489868,LAO
6688,1988,1.4670531749725342,LAO
6689,1989,1.4897710084915161,LAO
6690,1990,1.5128406286239624,LAO
6691,1991,1.5323187112808228,LAO
6692,1992,1.5520474910736084,LAO
6693,1993,1.5720303058624268,LAO
6694,1994,1.5922704935073853,LAO
6695,1995,1.6127711534500122,LAO
6696,1996,1.6273976564407349,LAO
6697,1997,1.642156720161438,LAO
6698,1998,1.6570496559143066,LAO
6699,1999,1.6720776557922363,LAO
6700,2000,1.687242031097412,LAO
6701,2001,1.701891541481018,LAO
6702,2002,1.714815378189087,LAO
6703,2003,1.7260257005691528,LAO
6704,2004,1.7373093366622925,LAO
6705,2005,1.748666763305664,LAO
6706,2006,1.7609496116638184,LAO
6707,2007,1.773318886756897,LAO
6708,2008,1.7857749462127686,LAO
6709,2009,1.7983185052871704,LAO
6710,2010,1.8109501600265503,LAO
6711,2011,1.8242853879928589,LAO
6712,2012,1.83793306350708,LAO
6713,2013,1.851901888847351,LAO
6714,2014,1.8662015199661255,LAO
6715,2015,1.8808412551879883,LAO
6716,2016,1.8958312273025513,LAO
6717,2017,1.9111815690994263,LAO
6718,2018,1.9269031286239624,LAO
6719,2019,1.9430067539215088,LAO
6720,1950,,LBN
6721,1951,,LBN
6722,1952,,LBN
6723,1953,,LBN
6724,1954,,LBN
6725,1955,,LBN
6726,1956,,LBN
6727,1957,,LBN
6728,1958,,LBN
6729,1959,,LBN
6730,1960,,LBN
6731,1961,,LBN
6732,1962,,LBN
6733,1963,,LBN
6734,1964,,LBN
6735,1965,,LBN
6736,1966,,LBN
6737,1967,,LBN
6738,1968,,LBN
6739,1969,,LBN
6740,1970,,LBN
6741,1971,,LBN
6742,1972,,LBN
6743,1973,,LBN
6744,1974,,LBN
6745,1975,,LBN
6746,1976,,LBN
6747,1977,,LBN
6748,1978,,LBN
6749,1979,,LBN
6750,1980,,LBN
6751,1981,,LBN
6752,1982,,LBN
6753,1983,,LBN
6754,1984,,LBN
6755,1985,,LBN
6756,1986,,LBN
6757,1987,,LBN
6758,1988,,LBN
6759,1989,,LBN
6760,1990,,LBN
6761,1991,,LBN
6762,1992,,LBN
6763,1993,,LBN
6764,1994,,LBN
6765,1995,,LBN
6766,1996,,LBN
6767,1997,,LBN
6768,1998,,LBN
6769,1999,,LBN
6770,2000,,LBN
6771,2001,,LBN
6772,2002,,LBN
6773,2003,,LBN
6774,2004,,LBN
6775,2005,,LBN
6776,2006,,LBN
6777,2007,,LBN
6778,2008,,LBN
6779,2009,,LBN
6780,2010,,LBN
6781,2011,,LBN
6782,2012,,LBN
6783,2013,,LBN
6784,2014,,LBN
6785,2015,,LBN
6786,2016,,LBN
6787,2017,,LBN
6788,2018,,LBN
6789,2019,,LBN
6790,1950,,LBR
6791,1951,,LBR
6792,1952,,LBR
6793,1953,,LBR
6794,1954,,LBR
6795,1955,,LBR
6796,1956,,LBR
6797,1957,,LBR
6798,1958,,LBR
6799,1959,,LBR
6800,1960,,LBR
6801,1961,,LBR
6802,1962,,LBR
6803,1963,,LBR
6804,1964,1.1033202409744263,LBR
6805,1965,1.1093205213546753,LBR
6806,1966,1.1158064603805542,LBR
6807,1967,1.1223303079605103,LBR
6808,1968,1.128892183303833,LBR
6809,1969,1.1354925632476807,LBR
6810,1970,1.1421314477920532,LBR
6811,1971,1.147728681564331,LBR
6812,1972,1.1533533334732056,LBR
6813,1973,1.1590056419372559,LBR
6814,1974,1.164685606956482,LBR
6815,1975,1.1703933477401733,LBR
6816,1976,1.1818265914916992,LBR
6817,1977,1.1933715343475342,LBR
6818,1978,1.2050292491912842,LBR
6819,1979,1.2168009281158447,LBR
6820,1980,1.2286875247955322,LBR
6821,1981,1.24495267868042,LBR
6822,1982,1.2614331245422363,LBR
6823,1983,1.2781318426132202,LBR
6824,1984,1.2950514554977417,LBR
6825,1985,1.3121951818466187,LBR
6826,1986,1.3326137065887451,LBR
6827,1987,1.3533499240875244,LBR
6828,1988,1.3744088411331177,LBR
6829,1989,1.395795464515686,LBR
6830,1990,1.4175149202346802,LBR
6831,1991,1.4363226890563965,LBR
6832,1992,1.4553799629211426,LBR
6833,1993,1.4746901988983154,LBR
6834,1994,1.4942564964294434,LBR
6835,1995,1.5140825510025024,LBR
6836,1996,1.528951644897461,LBR
6837,1997,1.5439667701721191,LBR
6838,1998,1.5591293573379517,LBR
6839,1999,1.574440836906433,LBR
6840,2000,1.589902639389038,LBR
6841,2001,1.6033787727355957,LBR
6842,2002,1.616969108581543,LBR
6843,2003,1.6306746006011963,LBR
6844,2004,1.6444963216781616,LBR
6845,2005,1.6584351062774658,LBR
6846,2006,1.6724451780319214,LBR
6847,2007,1.6865735054016113,LBR
6848,2008,1.7008212804794312,LBR
6849,2009,1.713701605796814,LBR
6850,2010,1.7246019840240479,LBR
6851,2011,1.7361090183258057,LBR
6852,2012,1.7478798627853394,LBR
6853,2013,1.7599221467971802,LBR
6854,2014,1.7722432613372803,LBR
6855,2015,1.78485107421875,LBR
6856,2016,1.7977538108825684,LBR
6857,2017,1.810959815979004,LBR
6858,2018,1.8244779109954834,LBR
6859,2019,1.8383169174194336,LBR
6860,1950,,LCA
6861,1951,,LCA
6862,1952,,LCA
6863,1953,,LCA
6864,1954,,LCA
6865,1955,,LCA
6866,1956,,LCA
6867,1957,,LCA
6868,1958,,LCA
6869,1959,,LCA
6870,1960,,LCA
6871,1961,,LCA
6872,1962,,LCA
6873,1963,,LCA
6874,1964,,LCA
6875,1965,,LCA
6876,1966,,LCA
6877,1967,,LCA
6878,1968,,LCA
6879,1969,,LCA
6880,1970,,LCA
6881,1971,,LCA
6882,1972,,LCA
6883,1973,,LCA
6884,1974,,LCA
6885,1975,,LCA
6886,1976,,LCA
6887,1977,,LCA
6888,1978,,LCA
6889,1979,,LCA
6890,1980,,LCA
6891,1981,,LCA
6892,1982,,LCA
6893,1983,,LCA
6894,1984,,LCA
6895,1985,,LCA
6896,1986,,LCA
6897,1987,,LCA
6898,1988,,LCA
6899,1989,,LCA
6900,1990,,LCA
6901,1991,,LCA
6902,1992,,LCA
6903,1993,,LCA
6904,1994,,LCA
6905,1995,,LCA
6906,1996,,LCA
6907,1997,,LCA
6908,1998,,LCA
6909,1999,,LCA
6910,2000,,LCA
6911,2001,,LCA
6912,2002,,LCA
6913,2003,,LCA
6914,2004,,LCA
6915,2005,,LCA
6916,2006,,LCA
6917,2007,,LCA
6918,2008,,LCA
6919,2009,,LCA
6920,2010,,LCA
6921,2011,,LCA
6922,2012,,LCA
6923,2013,,LCA
6924,2014,,LCA
