,country,year,rtfpna
3564,DOM,2014,0.9719497561454772
3565,DOM,2015,0.9918034672737122
3566,DOM,2016,1.0046895742416382
3567,DOM,2017,1.0
3568,DOM,2018,1.0108072757720947
3569,DOM,2019,1.006134867668152
3570,DZA,1950,
3571,DZA,1951,
3572,DZA,1952,
3573,DZA,1953,
3574,DZA,1954,
3575,DZA,1955,
3576,DZA,1956,
3577,DZA,1957,
3578,DZA,1958,
3579,DZA,1959,
3580,DZA,1960,
3581,DZA,1961,
3582,DZA,1962,
3583,DZA,1963,
3584,DZA,1964,
3585,DZA,1965,
3586,DZA,1966,
3587,DZA,1967,
3588,DZA,1968,
3589,DZA,1969,
3590,DZA,1970,
3591,DZA,1971,
3592,DZA,1972,
3593,DZA,1973,
3594,DZA,1974,
3595,DZA,1975,
3596,DZA,1976,
3597,DZA,1977,
3598,DZA,1978,
3599,DZA,1979,
3600,DZA,1980,
3601,DZA,1981,
3602,DZA,1982,
3603,DZA,1983,
3604,DZA,1984,
3605,DZA,1985,
3606,DZA,1986,
3607,DZA,1987,
3608,DZA,1988,
3609,DZA,1989,
3610,DZA,1990,
3611,DZA,1991,
3612,DZA,1992,
3613,DZA,1993,
3614,DZA,1994,
3615,DZA,1995,
3616,DZA,1996,
3617,DZA,1997,
3618,DZA,1998,
3619,DZA,1999,
3620,DZA,2000,
3621,DZA,2001,
3622,DZA,2002,
3623,DZA,2003,
3624,DZA,2004,
3625,DZA,2005,
3626,DZA,2006,
3627,DZA,2007,
3628,DZA,2008,
3629,DZA,2009,
3630,DZA,2010,
3631,DZA,2011,
3632,DZA,2012,
3633,DZA,2013,
3634,DZA,2014,
3635,DZA,2015,
3636,DZA,2016,
3637,DZA,2017,
3638,DZA,2018,
3639,DZA,2019,
3640,ECU,1950,
3641,ECU,1951,
3642,ECU,1952,
3643,ECU,1953,
3644,ECU,1954,0.7665601968765259
3645,ECU,1955,0.7587066292762756
3646,ECU,1956,0.7492087483406067
3647,ECU,1957,0.7492358088493347
3648,ECU,1958,0.7467889785766602
3649,ECU,1959,0.7445565462112427
3650,ECU,1960,0.756431519985199
3651,ECU,1961,0.7660945653915405
3652,ECU,1962,0.7699483633041382
3653,ECU,1963,0.7604275941848755
3654,ECU,1964,0.785101056098938
3655,ECU,1965,0.7781376838684082
3656,ECU,1966,0.7668107748031616
3657,ECU,1967,0.7909576296806335
3658,ECU,1968,0.7900627851486206
3659,ECU,1969,0.7799688577651978
3660,ECU,1970,0.812082827091217
3661,ECU,1971,0.8206303119659424
3662,ECU,1972,0.8197625875473022
3663,ECU,1973,0.8887966275215149
3664,ECU,1974,0.9463390707969666
3665,ECU,1975,1.0006345510482788
3666,ECU,1976,1.022048830986023
3667,ECU,1977,0.9845592379570008
3668,ECU,1978,0.983307421207428
3669,ECU,1979,0.9697784185409546
3670,ECU,1980,0.9606236815452576
3671,ECU,1981,0.9750983119010924
3672,ECU,1982,0.9490729570388794
3673,ECU,1983,0.9197956323623656
3674,ECU,1984,0.9161653518676758
3675,ECU,1985,0.9238154888153076
3676,ECU,1986,0.9315611124038696
3677,ECU,1987,0.8963010907173157
3678,ECU,1988,0.9242851734161376
3679,ECU,1989,0.900361955165863
3680,ECU,1990,0.9070839881896972
3681,ECU,1991,0.92266845703125
3682,ECU,1992,0.9221581220626832
3683,ECU,1993,0.9151092171669006
3684,ECU,1994,0.9242982268333436
3685,ECU,1995,0.9229766726493835
3686,ECU,1996,0.9183743596076964
3687,ECU,1997,0.9304322004318236
3688,ECU,1998,0.9313876628875732
3689,ECU,1999,0.9323561191558838
3690,ECU,2000,0.9074473977088928
3691,ECU,2001,0.9072154760360718
3692,ECU,2002,0.9111343622207642
3693,ECU,2003,0.9031063318252563
3694,ECU,2004,0.9334189891815186
3695,ECU,2005,0.939671277999878
3696,ECU,2006,0.9530935287475586
3697,ECU,2007,0.9454598426818848
3698,ECU,2008,0.9568973779678344
3699,ECU,2009,0.9396153688430786
3700,ECU,2010,0.935356080532074
3701,ECU,2011,0.973641574382782
3702,ECU,2012,1.0029237270355225
3703,ECU,2013,1.0138179063796997
3704,ECU,2014,1.024040937423706
3705,ECU,2015,1.0099289417266846
3706,ECU,2016,1.0040881633758545
3707,ECU,2017,1.0
3708,ECU,2018,0.9848021268844604
3709,ECU,2019,0.9785467982292176
3710,EGY,1950,
3711,EGY,1951,
3712,EGY,1952,
3713,EGY,1953,
3714,EGY,1954,1.1139116287231443
3715,EGY,1955,1.0708280801773071
3716,EGY,1956,1.0688726902008057
3717,EGY,1957,1.0976707935333252
3718,EGY,1958,1.1785038709640503
3719,EGY,1959,1.17922043800354
3720,EGY,1960,1.2344424724578855
3721,EGY,1961,1.2764438390731812
3722,EGY,1962,1.2397361993789673
3723,EGY,1963,1.209446907043457
3724,EGY,1964,1.3445810079574585
3725,EGY,1965,1.325697422027588
3726,EGY,1966,1.2558388710021973
3727,EGY,1967,1.23697030544281
3728,EGY,1968,1.2725203037261963
3729,EGY,1969,1.324463963508606
3730,EGY,1970,1.5162211656570437
3731,EGY,1971,1.5285133123397827
3732,EGY,1972,1.547082543373108
3733,EGY,1973,1.468563199043274
3734,EGY,1974,1.438831448554993
3735,EGY,1975,1.414659857749939
3736,EGY,1976,1.4461431503295898
3737,EGY,1977,1.425773024559021
3738,EGY,1978,1.4075261354446411
3739,EGY,1979,1.3882973194122314
3740,EGY,1980,1.3597147464752195
3741,EGY,1981,1.250459909439087
3742,EGY,1982,1.2277902364730835
3743,EGY,1983,1.3011715412139893
3744,EGY,1984,1.3378469944000244
3745,EGY,1985,1.3597002029418943
3746,EGY,1986,1.3358795642852783
3747,EGY,1987,1.3142783641815186
3748,EGY,1988,1.282653570175171
3749,EGY,1989,1.2559585571289062
3750,EGY,1990,1.24560809135437
3751,EGY,1991,1.2333611249923706
3752,EGY,1992,1.2569338083267212
3753,EGY,1993,1.2171289920806885
3754,EGY,1994,1.176369309425354
3755,EGY,1995,1.148631930351257
3756,EGY,1996,1.142446517944336
3757,EGY,1997,1.1240557432174685
3758,EGY,1998,1.084355354309082
3759,EGY,1999,1.07793927192688
3760,EGY,2000,1.0745019912719729
3761,EGY,2001,1.0643550157546997
3762,EGY,2002,1.0528126955032349
3763,EGY,2003,1.042070746421814
3764,EGY,2004,1.0355603694915771
3765,EGY,2005,1.0234670639038086
3766,EGY,2006,1.0315345525741575
3767,EGY,2007,1.0198460817337036
3768,EGY,2008,1.0133442878723145
3769,EGY,2009,1.0046857595443726
3770,EGY,2010,1.0013002157211304
3771,EGY,2011,0.9788388013839722
3772,EGY,2012,0.9667789340019226
3773,EGY,2013,0.9581097960472108
3774,EGY,2014,0.9579271674156188
3775,EGY,2015,0.9774007797241212
3776,EGY,2016,0.9862248301506042
3777,EGY,2017,1.0
3778,EGY,2018,1.0065655708312988
3779,EGY,2019,1.013954758644104
3780,ESP,1950,
3781,ESP,1951,
3782,ESP,1952,
3783,ESP,1953,
3784,ESP,1954,0.4800968170166015
3785,ESP,1955,0.4958264231681824
3786,ESP,1956,0.5161393284797668
3787,ESP,1957,0.5206950306892395
3788,ESP,1958,0.5234335064888
3789,ESP,1959,0.5058812499046326
3790,ESP,1960,0.5582786798477173
3791,ESP,1961,0.6089468598365784
3792,ESP,1962,0.6504395008087158
3793,ESP,1963,0.6901711821556091
3794,ESP,1964,0.7106704711914062
3795,ESP,1965,0.7315840125083923
3796,ESP,1966,0.7530422210693359
3797,ESP,1967,0.7535342574119568
3798,ESP,1968,0.782509982585907
3799,ESP,1969,0.82429039478302
3800,ESP,1970,0.8229203820228577
3801,ESP,1971,0.8332276344299316
3802,ESP,1972,0.8672290444374084
3803,ESP,1973,0.8917158246040344
3804,ESP,1974,0.904634416103363
3805,ESP,1975,0.8914148211479187
3806,ESP,1976,0.902335524559021
3807,ESP,1977,0.914897918701172
3808,ESP,1978,0.9341488480567932
3809,ESP,1979,0.9446227550506592
3810,ESP,1980,0.9667091965675354
3811,ESP,1981,0.9746422171592712
3812,ESP,1982,0.982761025428772
3813,ESP,1983,0.9972860813140868
3814,ESP,1984,1.030925989151001
3815,ESP,1985,1.0490026473999023
3816,ESP,1986,1.0522390604019165
3817,ESP,1987,1.0600441694259644
3818,ESP,1988,1.0674234628677368
3819,ESP,1989,1.0720603466033936
3820,ESP,1990,1.0597903728485107
3821,ESP,1991,1.0509047508239746
3822,ESP,1992,1.0538560152053833
3823,ESP,1993,1.0511372089385986
3824,ESP,1994,1.064859390258789
3825,ESP,1995,1.0636202096939087
3826,ESP,1996,1.06403648853302
3827,ESP,1997,1.0595686435699463
3828,ESP,1998,1.0524206161499023
3829,ESP,1999,1.043442964553833
3830,ESP,2000,1.041427493095398
3831,ESP,2001,1.0338598489761353
3832,ESP,2002,1.026520609855652
3833,ESP,2003,1.0218263864517212
3834,ESP,2004,1.0168721675872805
3835,ESP,2005,1.013100266456604
3836,ESP,2006,1.0115231275558472
3837,ESP,2007,1.0122926235198977
3838,ESP,2008,0.999730110168457
3839,ESP,2009,0.9860907793045044
3840,ESP,2010,0.989485800266266
3841,ESP,2011,0.9857448935508728
3842,ESP,2012,0.9768282771110536
3843,ESP,2013,0.971213698387146
3844,ESP,2014,0.970960259437561
3845,ESP,2015,0.9833865761756896
3846,ESP,2016,0.9907132983207704
3847,ESP,2017,1.0
3848,ESP,2018,1.000651717185974
3849,ESP,2019,1.002305030822754
3850,EST,1950,
3851,EST,1951,
3852,EST,1952,
3853,EST,1953,
3854,EST,1954,
3855,EST,1955,
3856,EST,1956,
3857,EST,1957,
3858,EST,1958,
3859,EST,1959,
3860,EST,1960,
3861,EST,1961,
3862,EST,1962,
3863,EST,1963,
3864,EST,1964,
3865,EST,1965,
3866,EST,1966,
3867,EST,1967,
3868,EST,1968,
3869,EST,1969,
3870,EST,1970,
3871,EST,1971,
3872,EST,1972,
3873,EST,1973,
3874,EST,1974,
3875,EST,1975,
3876,EST,1976,
3877,EST,1977,
3878,EST,1978,
3879,EST,1979,
3880,EST,1980,
3881,EST,1981,
3882,EST,1982,
3883,EST,1983,
3884,EST,1984,
3885,EST,1985,
3886,EST,1986,
3887,EST,1987,
3888,EST,1988,
3889,EST,1989,
3890,EST,1990,
3891,EST,1991,
3892,EST,1992,
3893,EST,1993,
3894,EST,1994,0.5798354148864746
3895,EST,1995,0.6236436367034912
3896,EST,1996,0.6552980542182922
3897,EST,1997,0.7222132086753845
3898,EST,1998,0.7356729507446289
3899,EST,1999,0.7348918318748474
3900,EST,2000,0.7838008403778076
3901,EST,2001,0.8130514621734619
3902,EST,2002,0.8470959663391113
3903,EST,2003,0.8727812170982361
3904,EST,2004,0.9078685641288756
3905,EST,2005,0.9497174620628356
3906,EST,2006,0.9785109162330629
3907,EST,2007,1.0129072666168213
3908,EST,2008,0.9497745037078856
3909,EST,2009,0.9071810841560364
3910,EST,2010,0.9441547393798828
3911,EST,2011,0.950879156589508
3912,EST,2012,0.9622655510902404
3913,EST,2013,0.956941306591034
3914,EST,2014,0.9690790772438048
3915,EST,2015,0.9622128009796144
3916,EST,2016,0.9777942299842834
3917,EST,2017,1.0
3918,EST,2018,1.0354512929916382
3919,EST,2019,1.0644550323486328
3920,ETH,1950,
3921,ETH,1951,
3922,ETH,1952,
3923,ETH,1953,
3924,ETH,1954,
3925,ETH,1955,
3926,ETH,1956,
3927,ETH,1957,
3928,ETH,1958,
3929,ETH,1959,
3930,ETH,1960,
3931,ETH,1961,
3932,ETH,1962,
3933,ETH,1963,
3934,ETH,1964,
3935,ETH,1965,
3936,ETH,1966,
3937,ETH,1967,
3938,ETH,1968,
3939,ETH,1969,
3940,ETH,1970,
3941,ETH,1971,
3942,ETH,1972,
3943,ETH,1973,
3944,ETH,1974,
3945,ETH,1975,
3946,ETH,1976,
3947,ETH,1977,
3948,ETH,1978,
3949,ETH,1979,
3950,ETH,1980,
3951,ETH,1981,
3952,ETH,1982,
3953,ETH,1983,
3954,ETH,1984,
3955,ETH,1985,
3956,ETH,1986,
3957,ETH,1987,
3958,ETH,1988,
3959,ETH,1989,
3960,ETH,1990,
3961,ETH,1991,
3962,ETH,1992,
3963,ETH,1993,
3964,ETH,1994,
3965,ETH,1995,
3966,ETH,1996,
3967,ETH,1997,
3968,ETH,1998,
3969,ETH,1999,
3970,ETH,2000,
3971,ETH,2001,
3972,ETH,2002,
3973,ETH,2003,
3974,ETH,2004,
3975,ETH,2005,
3976,ETH,2006,
3977,ETH,2007,
3978,ETH,2008,
3979,ETH,2009,
3980,ETH,2010,
3981,ETH,2011,
3982,ETH,2012,
3983,ETH,2013,
3984,ETH,2014,
3985,ETH,2015,
3986,ETH,2016,
3987,ETH,2017,
3988,ETH,2018,
3989,ETH,2019,
3990,FIN,1950,
3991,FIN,1951,
3992,FIN,1952,
3993,FIN,1953,
3994,FIN,1954,0.4285568296909332
3995,FIN,1955,0.4500444531440735
3996,FIN,1956,0.4504874050617218
3997,FIN,1957,0.442495197057724
3998,FIN,1958,0.4340793192386627
3999,FIN,1959,0.4561806321144104
4000,FIN,1960,0.4816759824752807
4001,FIN,1961,0.4959881603717804
4002,FIN,1962,0.4999108016490936
4003,FIN,1963,0.5052585601806641
4004,FIN,1964,0.518159031867981
4005,FIN,1965,0.5251151919364929
4006,FIN,1966,0.5305749177932739
4007,FIN,1967,0.5401201248168945
4008,FIN,1968,0.5476129651069641
4009,FIN,1969,0.5852798223495483
4010,FIN,1970,0.6038089394569397
4011,FIN,1971,0.6090899705886841
4012,FIN,1972,0.6369417905807495
4013,FIN,1973,0.6569364666938782
4014,FIN,1974,0.6590633988380432
4015,FIN,1975,0.6577525734901428
4016,FIN,1976,0.6504361629486084
4017,FIN,1977,0.6507587432861328
4018,FIN,1978,0.6634506583213806
4019,FIN,1979,0.6952266693115234
4020,FIN,1980,0.7254947423934937
4021,FIN,1981,0.7154036164283752
4022,FIN,1982,0.7230688333511353
4023,FIN,1983,0.7362974286079407
4024,FIN,1984,0.7464103102684021
4025,FIN,1985,0.7576696276664734
4026,FIN,1986,0.7707165479660034
4027,FIN,1987,0.7752310037612915
4028,FIN,1988,0.7953031659126282
4029,FIN,1989,0.8097730875015259
4030,FIN,1990,0.8088239431381226
4031,FIN,1991,0.7911102771759033
4032,FIN,1992,0.7977666258811951
4033,FIN,1993,0.8200283646583557
4034,FIN,1994,0.8501283526420593
4035,FIN,1995,0.8646913170814514
4036,FIN,1996,0.8787593841552734
4037,FIN,1997,0.9058831334114076
4038,FIN,1998,0.9325605034828186
4039,FIN,1999,0.9471885561943054
4040,FIN,2000,0.9785938262939452
4041,FIN,2001,0.9849557280540466
4042,FIN,2002,0.9845519065856934
4043,FIN,2003,0.991247534751892
4044,FIN,2004,1.013003945350647
4045,FIN,2005,1.021363377571106
4046,FIN,2006,1.0392370223999023
4047,FIN,2007,1.0648318529129028
4048,FIN,2008,1.045435905456543
4049,FIN,2009,0.973738968372345
4050,FIN,2010,0.997309386730194
4051,FIN,2011,1.0064375400543213
4052,FIN,2012,0.982331931591034
4053,FIN,2013,0.9738198518753052
4054,FIN,2014,0.9669535756111144
4055,FIN,2015,0.9665092825889589
4056,FIN,2016,0.9821798205375672
4057,FIN,2017,1.0
4058,FIN,2018,0.9900570511817932
4059,FIN,2019,0.984099268913269
4060,FJI,1950,
4061,FJI,1951,
4062,FJI,1952,
4063,FJI,1953,
4064,FJI,1954,
4065,FJI,1955,
4066,FJI,1956,
4067,FJI,1957,
4068,FJI,1958,
4069,FJI,1959,
4070,FJI,1960,
4071,FJI,1961,
4072,FJI,1962,
4073,FJI,1963,
4074,FJI,1964,
4075,FJI,1965,
4076,FJI,1966,
4077,FJI,1967,
4078,FJI,1968,
4079,FJI,1969,
4080,FJI,1970,
4081,FJI,1971,
4082,FJI,1972,
4083,FJI,1973,
4084,FJI,1974,
4085,FJI,1975,
4086,FJI,1976,
4087,FJI,1977,
4088,FJI,1978,
4089,FJI,1979,
4090,FJI,1980,0.8875530362129211
4091,FJI,1981,0.9007736444473268
4092,FJI,1982,0.8464797735214233
4093,FJI,1983,0.7893185615539551
4094,FJI,1984,0.8302035927772522
4095,FJI,1985,0.7738430500030518
4096,FJI,1986,0.8228131532669067
4097,FJI,1987,0.7602779865264893
4098,FJI,1988,0.7656750082969666
4099,FJI,1989,0.8480328917503357
4100,FJI,1990,0.8855416774749756
4101,FJI,1991,0.8418127298355103
4102,FJI,1992,0.866595983505249
4103,FJI,1993,0.8533077239990234
4104,FJI,1994,0.8750027418136597
4105,FJI,1995,0.8757204413414001
4106,FJI,1996,0.909375548362732
4107,FJI,1997,0.8805791735649109
4108,FJI,1998,0.864418625831604
4109,FJI,1999,0.9190596342086792
4110,FJI,2000,0.8774450421333313
4111,FJI,2001,0.8774042725563049
4112,FJI,2002,0.8886338472366333
4113,FJI,2003,0.8857395648956299
4114,FJI,2004,0.9272355437278748
4115,FJI,2005,0.9220951199531556
4116,FJI,2006,0.9374285340309144
4117,FJI,2007,0.9404700398445128
4118,FJI,2008,0.9370489120483398
4119,FJI,2009,0.9248208999633788
4120,FJI,2010,0.9391663074493408
4121,FJI,2011,0.9430136680603028
4122,FJI,2012,0.9494032859802246
4123,FJI,2013,0.9455926418304444
4124,FJI,2014,0.9385015368461608
4125,FJI,2015,0.9610625505447388
4126,FJI,2016,0.9937543272972108
4127,FJI,2017,1.0
4128,FJI,2018,1.0235756635665894
4129,FJI,2019,1.002928614616394
4130,FRA,1950,
4131,FRA,1951,
4132,FRA,1952,
4133,FRA,1953,
4134,FRA,1954,0.3948276937007904
4135,FRA,1955,0.4117509722709656
4136,FRA,1956,0.4341444671154022
4137,FRA,1957,0.4575620591640472
4138,FRA,1958,0.4700075685977936
4139,FRA,1959,0.4815143942832947
4140,FRA,1960,0.5129194855690002
4141,FRA,1961,0.530737578868866
4142,FRA,1962,0.5504110455513
4143,FRA,1963,0.5719087719917297
4144,FRA,1964,0.5874069929122925
4145,FRA,1965,0.601505696773529
4146,FRA,1966,0.6141760945320129
4147,FRA,1967,0.633042573928833
4148,FRA,1968,0.6490924954414368
4149,FRA,1969,0.6847859025001526
4150,FRA,1970,0.7048496007919312
4151,FRA,1971,0.7188720107078552
4152,FRA,1972,0.7396225929260254
4153,FRA,1973,0.7607420086860657
4154,FRA,1974,0.7750763297080994
4155,FRA,1975,0.7596141695976257
4156,FRA,1976,0.7612103223800659
4157,FRA,1977,0.7763178944587708
4158,FRA,1978,0.7962004542350769
4159,FRA,1979,0.8055397868156433
4160,FRA,1980,0.8042936325073242
4161,FRA,1981,0.8068564534187317
4162,FRA,1982,0.8364242315292358
4163,FRA,1983,0.8413091897964478
4164,FRA,1984,0.8481298089027405
4165,FRA,1985,0.8628241419792175
4166,FRA,1986,0.8690850138664246
4167,FRA,1987,0.8690221309661865
4168,FRA,1988,0.8865799903869629
4169,FRA,1989,0.9068934917449952
4170,FRA,1990,0.9140642881393432
4171,FRA,1991,0.9132577180862428
4172,FRA,1992,0.9215386509895324
4173,FRA,1993,0.9163010716438292
4174,FRA,1994,0.927471160888672
4175,FRA,1995,0.9402886629104614
4176,FRA,1996,0.9426429867744446
4177,FRA,1997,0.9515702724456788
4178,FRA,1998,0.9681211709976196
4179,FRA,1999,0.9773219227790833
4180,FRA,2000,0.9960123896598816
4181,FRA,2001,1.0017712116241455
4182,FRA,2002,1.0126360654830933
4183,FRA,2003,1.008007526397705
4184,FRA,2004,1.014281153678894
4185,FRA,2005,1.0150940418243408
4186,FRA,2006,1.028626561164856
4187,FRA,2007,1.0226099491119385
4188,FRA,2008,1.0072021484375
4189,FRA,2009,0.9818613529205322
4190,FRA,2010,0.9881465435028076
4191,FRA,2011,0.9928569197654724
4192,FRA,2012,0.986448347568512
4193,FRA,2013,0.9894192218780518
4194,FRA,2014,0.9914871454238892
4195,FRA,2015,0.991390585899353
4196,FRA,2016,0.9874169826507568
4197,FRA,2017,1.0
4198,FRA,2018,1.0047194957733154
4199,FRA,2019,0.9971337914466858
4200,GAB,1950,
4201,GAB,1951,
4202,GAB,1952,
4203,GAB,1953,
4204,GAB,1954,
4205,GAB,1955,
4206,GAB,1956,
4207,GAB,1957,
4208,GAB,1958,
4209,GAB,1959,
4210,GAB,1960,
4211,GAB,1961,
4212,GAB,1962,
4213,GAB,1963,
4214,GAB,1964,1.239090085029602
4215,GAB,1965,1.311396241188049
4216,GAB,1966,1.2256661653518677
4217,GAB,1967,1.3699246644973757
4218,GAB,1968,1.380084991455078
4219,GAB,1969,1.4858323335647583
4220,GAB,1970,1.5937047004699707
4221,GAB,1971,1.697437763214111
4222,GAB,1972,1.8066542148590088
4223,GAB,1973,1.8931493759155271
4224,GAB,1974,2.256053924560547
4225,GAB,1975,2.2927064895629883
4226,GAB,1976,2.5702171325683594
4227,GAB,1977,1.9861035346984863
4228,GAB,1978,1.4556227922439575
4229,GAB,1979,1.3966766595840454
4230,GAB,1980,1.3810783624649048
4231,GAB,1981,1.3752540349960327
4232,GAB,1982,1.2757501602172852
4233,GAB,1983,1.280427098274231
4234,GAB,1984,1.313792109489441
4235,GAB,1985,1.2225160598754885
4236,GAB,1986,1.1798982620239258
4237,GAB,1987,0.9669234156608582
4238,GAB,1988,1.0470967292785645
4239,GAB,1989,1.121064305305481
4240,GAB,1990,1.1731458902359009
4241,GAB,1991,1.227748990058899
4242,GAB,1992,1.179438591003418
4243,GAB,1993,1.188826084136963
4244,GAB,1994,1.2297353744506836
4245,GAB,1995,1.27218496799469
4246,GAB,1996,1.2847810983657837
4247,GAB,1997,1.3076837062835691
4248,GAB,1998,1.287548303604126
4249,GAB,1999,1.133414626121521
4250,GAB,2000,1.1005010604858398
4251,GAB,2001,1.1116559505462646
4252,GAB,2002,1.0740283727645874
4253,GAB,2003,1.093575358390808
4254,GAB,2004,1.0952835083007812
4255,GAB,2005,1.0943002700805664
4256,GAB,2006,1.0464863777160645
4257,GAB,2007,1.0950710773468018
4258,GAB,2008,1.0394566059112549
4259,GAB,2009,1.0239638090133667
4260,GAB,2010,1.050662875175476
4261,GAB,2011,1.0654782056808472
4262,GAB,2012,1.0581791400909424
4263,GAB,2013,1.0564947128295898
4264,GAB,2014,1.0392457246780396
4265,GAB,2015,1.035017013549805
4266,GAB,2016,1.0174256563186646
4267,GAB,2017,1.0
4268,GAB,2018,0.9873747229576112
4269,GAB,2019,1.0014804601669312
4270,GBR,1950,
4271,GBR,1951,
4272,GBR,1952,
4273,GBR,1953,
4274,GBR,1954,0.7171754240989685
4275,GBR,1955,0.7137839794158936
4276,GBR,1956,0.701403021812439
4277,GBR,1957,0.6953980326652527
4278,GBR,1958,0.6923976540565491
4279,GBR,1959,0.7042544484138489
4280,GBR,1960,0.7074328064918518
4281,GBR,1961,0.7045204043388367
4282,GBR,1962,0.7053055763244629
4283,GBR,1963,0.7172306776046753
4284,GBR,1964,0.7283978462219238
4285,GBR,1965,0.7245236039161682
4286,GBR,1966,0.7285557985305786
4287,GBR,1967,0.7333526015281677
4288,GBR,1968,0.7683951258659363
4289,GBR,1969,0.7447587847709656
4290,GBR,1970,0.753248929977417
4291,GBR,1971,0.7759742736816406
4292,GBR,1972,0.7867470979690552
4293,GBR,1973,0.8108716011047363
4294,GBR,1974,0.77821946144104
4295,GBR,1975,0.7628800868988037
4296,GBR,1976,0.776256263256073
4297,GBR,1977,0.7797962427139282
4298,GBR,1978,0.7962679266929626
4299,GBR,1979,0.8090816736221313
4300,GBR,1980,0.7932472825050354
4301,GBR,1981,0.802046000957489
4302,GBR,1982,0.8192300200462341
4303,GBR,1983,0.8489474654197693
4304,GBR,1984,0.8437489867210388
4305,GBR,1985,0.8583894371986389
4306,GBR,1986,0.8707867860794067
4307,GBR,1987,0.8908661603927612
4308,GBR,1988,0.9026140570640564
4309,GBR,1989,0.8899530172348022
4310,GBR,1990,0.8767999410629272
4311,GBR,1991,0.8722106218338013
4312,GBR,1992,0.8761125802993774
4313,GBR,1993,0.8906081318855286
4314,GBR,1994,0.9025105237960817
4315,GBR,1995,0.9028207063674928
4316,GBR,1996,0.9040375351905824
4317,GBR,1997,0.9255656003952026
4318,GBR,1998,0.9381669163703918
4319,GBR,1999,0.9481091499328612
4320,GBR,2000,0.9633025527000428
4321,GBR,2001,0.9710602164268494
4322,GBR,2002,0.9814197421073914
4323,GBR,2003,0.9996228218078612
4324,GBR,2004,1.005789875984192
4325,GBR,2005,1.0150316953659058
4326,GBR,2006,1.024064064025879
4327,GBR,2007,1.0271382331848145
4328,GBR,2008,1.0079445838928225
4329,GBR,2009,0.9747437834739684
4330,GBR,2010,0.9821059107780457
4331,GBR,2011,0.9869022965431212
4332,GBR,2012,0.9829663634300232
4333,GBR,2013,0.9873098134994508
4334,GBR,2014,0.9917224049568176
4335,GBR,2015,0.9979753494262696
4336,GBR,2016,0.9981236457824708
4337,GBR,2017,1.0
4338,GBR,2018,0.9988980889320374
4339,GBR,2019,0.9952441453933716
4340,GEO,1950,
4341,GEO,1951,
4342,GEO,1952,
4343,GEO,1953,
4344,GEO,1954,
4345,GEO,1955,
4346,GEO,1956,
4347,GEO,1957,
4348,GEO,1958,
4349,GEO,1959,
4350,GEO,1960,
4351,GEO,1961,
4352,GEO,1962,
4353,GEO,1963,
4354,GEO,1964,
4355,GEO,1965,
4356,GEO,1966,
4357,GEO,1967,
4358,GEO,1968,
4359,GEO,1969,
4360,GEO,1970,
4361,GEO,1971,
4362,GEO,1972,
4363,GEO,1973,
4364,GEO,1974,
4365,GEO,1975,
4366,GEO,1976,
4367,GEO,1977,
4368,GEO,1978,
4369,GEO,1979,
4370,GEO,1980,
4371,GEO,1981,
4372,GEO,1982,
4373,GEO,1983,
4374,GEO,1984,
4375,GEO,1985,
4376,GEO,1986,
4377,GEO,1987,
4378,GEO,1988,
4379,GEO,1989,
4380,GEO,1990,
4381,GEO,1991,
4382,GEO,1992,
4383,GEO,1993,
4384,GEO,1994,
4385,GEO,1995,
4386,GEO,1996,
4387,GEO,1997,
4388,GEO,1998,
4389,GEO,1999,
4390,GEO,2000,
4391,GEO,2001,
4392,GEO,2002,
4393,GEO,2003,
4394,GEO,2004,
4395,GEO,2005,
4396,GEO,2006,
4397,GEO,2007,
4398,GEO,2008,
4399,GEO,2009,
4400,GEO,2010,
4401,GEO,2011,
4402,GEO,2012,
4403,GEO,2013,
4404,GEO,2014,
4405,GEO,2015,
4406,GEO,2016,
4407,GEO,2017,
4408,GEO,2018,
4409,GEO,2019,
4410,GHA,1950,
4411,GHA,1951,
4412,GHA,1952,
4413,GHA,1953,
4414,GHA,1954,
4415,GHA,1955,
4416,GHA,1956,
4417,GHA,1957,
4418,GHA,1958,
4419,GHA,1959,
4420,GHA,1960,
4421,GHA,1961,
4422,GHA,1962,
4423,GHA,1963,
4424,GHA,1964,
4425,GHA,1965,
4426,GHA,1966,
4427,GHA,1967,
4428,GHA,1968,
4429,GHA,1969,
4430,GHA,1970,
4431,GHA,1971,
4432,GHA,1972,
4433,GHA,1973,
4434,GHA,1974,
4435,GHA,1975,
4436,GHA,1976,
4437,GHA,1977,
4438,GHA,1978,
4439,GHA,1979,
4440,GHA,1980,
4441,GHA,1981,
4442,GHA,1982,
4443,GHA,1983,
4444,GHA,1984,
4445,GHA,1985,
4446,GHA,1986,
4447,GHA,1987,
4448,GHA,1988,
4449,GHA,1989,
4450,GHA,1990,
4451,GHA,1991,
4452,GHA,1992,
4453,GHA,1993,
4454,GHA,1994,
4455,GHA,1995,
4456,GHA,1996,
4457,GHA,1997,
4458,GHA,1998,
4459,GHA,1999,
4460,GHA,2000,
4461,GHA,2001,
4462,GHA,2002,
4463,GHA,2003,
4464,GHA,2004,
4465,GHA,2005,
4466,GHA,2006,
4467,GHA,2007,
4468,GHA,2008,
4469,GHA,2009,
4470,GHA,2010,
4471,GHA,2011,
4472,GHA,2012,
4473,GHA,2013,
