,country,year,General government final consumption expenditure (% of GDP),gdp_pc_lag1,rtfpna,"Mortality rate, infant (per 1,000 live births)",fe_etfra,gdppc,pop,v2x_regime,v2x_polyarchy,v2x_liberal,hc,Tax revenue (% of GDP),Population growth rate - Sex: all - Age: all - Variant: estimates,v2x_corr,v2x_execorr,v2x_pubcorr
19248,UGA,2007,12.8930348105775,1501.385499557381,,58.7,0.9296979904174804,1569.829840705876,29846.46,1.0,0.331,0.66,1.8576695919036863,..,2.951,0.809,0.741,0.738
19249,UGA,2008,11.2108868131021,1569.829840705876,,55.1,0.9296979904174804,1679.3994778834551,30647.21,1.0,0.329,0.654,1.895039677619934,..,2.938,0.809,0.741,0.738
19250,UGA,2009,6.58533254689826,1679.3994778834551,,52.4,0.9296979904174804,1757.38624301723,31469.29,1.0,0.327,0.648,1.9331614971160889,..,2.945,0.809,0.741,0.738
19251,UGA,2010,8.27345406223707,1757.38624301723,,49.5,0.9296979904174804,1831.2907004674328,32342.51,1.0,0.328,0.645,1.972050189971924,..,2.943,0.793,0.737,0.741
19252,UGA,2011,15.3978037954044,1831.2907004674328,,46.7,0.9296979904174804,1890.0,33257.06,1.0,0.327,0.638,2.0189833641052246,..,2.921,0.802,0.737,0.741
19253,UGA,2012,7.59446464218355,1890.0,,44.1,0.9296979904174804,1878.895928781196,34234.08,1.0,0.327,0.628,2.067033290863037,..,2.888,0.797,0.737,0.741
19254,UGA,2013,7.09808347224892,1878.895928781196,,42.2,0.9296979904174804,1895.464405554264,35271.19,1.0,0.321,0.63,2.1162266731262207,..,2.852,0.789,0.768,0.741
19255,UGA,2014,7.42890180380585,1895.464405554264,,40.3,0.9296979904174804,1941.190439361355,36418.95,1.0,0.317,0.631,2.166590929031372,..,3.048,0.793,0.768,0.741
19256,UGA,2015,8.95453398978222,1941.190439361355,,38.4,0.9296979904174804,2026.8051534141848,37673.11,1.0,0.313,0.623,2.218153953552246,10.8017708078475,3.098,0.808,0.768,0.741
19257,UGA,2016,7.3519468435187,2026.8051534141848,,36.4,0.9296979904174804,1953.096521664952,39157.03,1.0,0.3,0.594,2.2709438800811768,11.1195629663514,3.539,0.807,0.754,0.774
19258,UGA,2017,8.00943502980076,1953.096521664952,,34.6,0.9296979904174804,1998.5994438647892,40879.06,1.0,0.302,0.566,2.3249902725219727,11.6047236723344,3.444,0.818,0.74,0.799
19259,UGA,2018,8.63607272997988,1998.5994438647892,,32.9,0.9296979904174804,2036.3312449662733,42329.09,1.0,0.298,0.566,2.3803229331970215,11.6828686475731,3.352,0.805,0.72,0.812
19260,UGA,2019,8.77456131212774,2036.3312449662733,,31.7,0.9296979904174804,2128.9085948515294,43639.18,1.0,0.3,0.569,2.436972379684448,12.2363794693037,3.429,0.824,0.737,0.807
19261,UGA,2020,9.51141446504173,2128.9085948515294,,30.6,0.9296979904174804,2032.2618824050696,45119.75,1.0,0.3,0.593,,11.3911633065296,3.241,0.768,0.737,0.807
19262,UGA,2021,9.93159612659213,2032.2618824050696,,29.5,0.9296979904174804,2083.828189664253,46645.17,1.0,0.287,0.551,,12.4588666784696,3.195,0.759,0.737,0.838
19263,UGA,2022,9.78726680444974,2083.828189664253,,28.7,0.9296979904174804,2122.027929667799,48065.07,1.0,0.279,0.576,,12.5499042669422,2.826,0.716,0.727,0.832
19264,UGA,2023,,,,,,,,1.0,0.275,0.579,,,,,,
19265,UKR,1950,,,,,,,,,,,,,1.328,,,
19266,UKR,1951,,,,,,,,,,,,,1.317,,,
19267,UKR,1952,,,,,,,,,,,,,1.305,,,
19268,UKR,1953,,,,,,,,,,,,,1.286,,,
19269,UKR,1954,,,,,,,,,,,,,1.345,,,
19270,UKR,1955,,,,,,,,,,,,,1.381,,,
19271,UKR,1956,,,,,,,,,,,,,1.407,,,
19272,UKR,1957,,,,,,,,,,,,,1.441,,,
19273,UKR,1958,,,,,,,,,,,,,1.6,,,
19274,UKR,1959,,,,,,,,,,,,,1.346,,,
19275,UKR,1960,..,,,..,,,,,,,,..,1.38,,,
19276,UKR,1961,..,,,..,,,,,,,,..,1.291,,,
19277,UKR,1962,..,,,..,,,,,,,,..,1.201,,,
19278,UKR,1963,..,,,..,,,,,,,,..,1.147,,,
19279,UKR,1964,..,,,..,,,,,,,,..,1.041,,,
