,indicator,year,Gross capital formation (% of GDP),country
3520,Gross capital formation (% of GDP),1983,24.6214285546741,Early-demographic dividend
3521,Gross capital formation (% of GDP),1983,30.6326882150782,East Asia & Pacific
3522,Gross capital formation (% of GDP),1983,,Europe & Central Asia (
3523,Gross capital formation (% of GDP),1983,23.089553243969,Europe & Central Asia
3524,Gross capital formation (% of GDP),1983,17.6933377297511,ECU
3525,Gross capital formation (% of GDP),1983,30.8270676691729,EGY
3526,Gross capital formation (% of GDP),1983,22.9730713781679,Euro area
3527,Gross capital formation (% of GDP),1983,,ERI
3528,Gross capital formation (% of GDP),1983,21.7288645163574,ESP
3529,Gross capital formation (% of GDP),1983,,EST
3530,Gross capital formation (% of GDP),1983,0.0,ETH
3531,Gross capital formation (% of GDP),1983,22.9373199426029,European Union
3532,Gross capital formation (% of GDP),1983,,Fragile and conflict affected situations
3533,Gross capital formation (% of GDP),1983,28.4041394335512,FIN
3534,Gross capital formation (% of GDP),1983,20.7805813534774,FJI
3535,Gross capital formation (% of GDP),1983,22.0241491997679,FRA
3536,Gross capital formation (% of GDP),1983,,FRO
3537,Gross capital formation (% of GDP),1983,47.7943541623229,FSM
3538,Gross capital formation (% of GDP),1983,35.1853284840981,GAB
3539,Gross capital formation (% of GDP),1983,21.0927334590295,GBR
3540,Gross capital formation (% of GDP),1983,31.1526479750779,GEO
3541,Gross capital formation (% of GDP),1983,,GHA
3542,Gross capital formation (% of GDP),1983,,GIB
3543,Gross capital formation (% of GDP),1983,,GIN
3544,Gross capital formation (% of GDP),1983,18.8831642608018,GMB
3545,Gross capital formation (% of GDP),1983,22.6619262339664,GNB
3546,Gross capital formation (% of GDP),1983,,GNQ
3547,Gross capital formation (% of GDP),1983,26.4365379394967,GRC
3548,Gross capital formation (% of GDP),1983,,GRD
3549,Gross capital formation (% of GDP),1983,,GRL
3550,Gross capital formation (% of GDP),1983,11.0718227150576,GTM
3551,Gross capital formation (% of GDP),1983,,GUM
3552,Gross capital formation (% of GDP),1983,21.3896457765668,GUY
3553,Gross capital formation (% of GDP),1983,24.1063098460453,High income
3554,Gross capital formation (% of GDP),1983,26.6696121612106,HKG
3555,Gross capital formation (% of GDP),1983,12.6907032243236,HND
3556,Gross capital formation (% of GDP),1983,,Heavily indebted poor countries (HIPC)
3557,Gross capital formation (% of GDP),1983,,HRV
3558,Gross capital formation (% of GDP),1983,,HTI
3559,Gross capital formation (% of GDP),1983,,HUN
3560,Gross capital formation (% of GDP),1983,24.520207523266,IBRD only
3561,Gross capital formation (% of GDP),1983,23.2054131983152,IDA & IBRD total
3562,Gross capital formation (% of GDP),1983,,IDA total
3563,Gross capital formation (% of GDP),1983,,IDA blend
3564,Gross capital formation (% of GDP),1983,29.4017715637958,IDN
3565,Gross capital formation (% of GDP),1983,,IDA only
3566,Gross capital formation (% of GDP),1983,,IMN
3567,Gross capital formation (% of GDP),1983,21.0395721185203,IND
3568,Gross capital formation (% of GDP),1983,,Not classified
3569,Gross capital formation (% of GDP),1983,23.3754437724938,IRL
3570,Gross capital formation (% of GDP),1983,36.2682504282611,IRN
3571,Gross capital formation (% of GDP),1983,15.6952697884478,IRQ
3572,Gross capital formation (% of GDP),1983,23.399827496457,ISL
3573,Gross capital formation (% of GDP),1983,27.5323026908876,ISR
3574,Gross capital formation (% of GDP),1983,22.8433121062117,ITA
3575,Gross capital formation (% of GDP),1983,22.2587667697368,JAM
3576,Gross capital formation (% of GDP),1983,33.012425836785,JOR
3577,Gross capital formation (% of GDP),1983,31.4605122313141,JPN
3578,Gross capital formation (% of GDP),1983,,KAZ
3579,Gross capital formation (% of GDP),1983,20.9250655214958,KEN
3580,Gross capital formation (% of GDP),1983,,KGZ
3581,Gross capital formation (% of GDP),1983,,KHM
3582,Gross capital formation (% of GDP),1983,,KIR
3583,Gross capital formation (% of GDP),1983,,KNA
3584,Gross capital formation (% of GDP),1983,32.4767443056047,KOR
3585,Gross capital formation (% of GDP),1983,24.7859759480495,KWT
3586,Gross capital formation (% of GDP),1983,19.4562052460569,Latin America & Caribbean (
3587,Gross capital formation (% of GDP),1983,,LAO
3588,Gross capital formation (% of GDP),1983,,LBN
3589,Gross capital formation (% of GDP),1983,,LBR
3590,Gross capital formation (% of GDP),1983,,LBY
3591,Gross capital formation (% of GDP),1983,,LCA
3592,Gross capital formation (% of GDP),1983,18.3707429853799,Latin America & Caribbean
3593,Gross capital formation (% of GDP),1983,,Least developed countries: UN classification
3594,Gross capital formation (% of GDP),1983,,Low income
3595,Gross capital formation (% of GDP),1983,,LIE
3596,Gross capital formation (% of GDP),1983,28.8912097762354,LKA
3597,Gross capital formation (% of GDP),1983,20.7164269411286,Lower middle income
3598,Gross capital formation (% of GDP),1983,23.1880445686848,Low & middle income
3599,Gross capital formation (% of GDP),1983,,LSO
3600,Gross capital formation (% of GDP),1983,23.70397529404,Late-demographic dividend
3601,Gross capital formation (% of GDP),1983,,LTU
3602,Gross capital formation (% of GDP),1983,20.7452646689846,LUX
3603,Gross capital formation (% of GDP),1983,,LVA
3604,Gross capital formation (% of GDP),1983,24.393993141776,MAC
3605,Gross capital formation (% of GDP),1983,,MAF
3606,Gross capital formation (% of GDP),1983,26.3485595036546,MAR
3607,Gross capital formation (% of GDP),1983,,MCO
3608,Gross capital formation (% of GDP),1983,,MDA
3609,Gross capital formation (% of GDP),1983,25.9991421358961,MDG
3610,Gross capital formation (% of GDP),1983,,MDV
3611,Gross capital formation (% of GDP),1983,30.4449616148158,AFG
3612,Gross capital formation (% of GDP),1983,19.7815112646511,MEX
3613,Gross capital formation (% of GDP),1983,,MHL
3614,Gross capital formation (% of GDP),1983,23.658568075312,Middle income
3615,Gross capital formation (% of GDP),1983,,MKD
3616,Gross capital formation (% of GDP),1983,,MLI
3617,Gross capital formation (% of GDP),1983,27.4876509593313,MLT
3618,Gross capital formation (% of GDP),1983,,MMR
3619,Gross capital formation (% of GDP),1983,28.3409954189093,AFG
3620,Gross capital formation (% of GDP),1983,,MNE
3621,Gross capital formation (% of GDP),1983,58.0062974780677,MNG
3622,Gross capital formation (% of GDP),1983,,MNP
3623,Gross capital formation (% of GDP),1983,,MOZ
3624,Gross capital formation (% of GDP),1983,18.4431861988831,MRT
3625,Gross capital formation (% of GDP),1983,17.2325250698937,MUS
3626,Gross capital formation (% of GDP),1983,,MWI
3627,Gross capital formation (% of GDP),1983,37.5702685821362,MYS
3628,Gross capital formation (% of GDP),1983,22.0793524510138,North America
3629,Gross capital formation (% of GDP),1983,17.0827079809188,NAM
3630,Gross capital formation (% of GDP),1983,16.7307575973508,NCL
3631,Gross capital formation (% of GDP),1983,12.5454803684258,NER
3632,Gross capital formation (% of GDP),1983,,NGA
3633,Gross capital formation (% of GDP),1983,22.4817060294502,NIC
3634,Gross capital formation (% of GDP),1983,20.2550548603248,NLD
3635,Gross capital formation (% of GDP),1983,26.5755898384769,NOR
3636,Gross capital formation (% of GDP),1983,19.6327005331754,NPL
3637,Gross capital formation (% of GDP),1983,,NRU
3638,Gross capital formation (% of GDP),1983,26.8512260401741,NZL
3639,Gross capital formation (% of GDP),1983,23.8036757205605,OECD members
3640,Gross capital formation (% of GDP),1983,26.4827193139428,OMN
3641,Gross capital formation (% of GDP),1983,,Other small states
3642,Gross capital formation (% of GDP),1983,18.7882663212464,PAK
3643,Gross capital formation (% of GDP),1983,22.4710153907591,PAN
3644,Gross capital formation (% of GDP),1983,26.5259065004688,PER
3645,Gross capital formation (% of GDP),1983,28.2326345302981,PHL
3646,Gross capital formation (% of GDP),1983,,PLW
3647,Gross capital formation (% of GDP),1983,29.4375682613769,PNG
3648,Gross capital formation (% of GDP),1983,,POL
3649,Gross capital formation (% of GDP),1983,,Pre-demographic dividend
3650,Gross capital formation (% of GDP),1983,10.1073127814501,PRI
3651,Gross capital formation (% of GDP),1983,,PRK
3652,Gross capital formation (% of GDP),1983,29.3203360927402,PRT
3653,Gross capital formation (% of GDP),1983,21.226731362755,PRY
3654,Gross capital formation (% of GDP),1983,,PSE
3655,Gross capital formation (% of GDP),1983,22.9292060428985,Pacific island small states
3656,Gross capital formation (% of GDP),1983,23.96992258161,Post-demographic dividend
3657,Gross capital formation (% of GDP),1983,,PYF
3658,Gross capital formation (% of GDP),1983,,QAT
3659,Gross capital formation (% of GDP),1983,,ROU
3660,Gross capital formation (% of GDP),1983,,RUS
3661,Gross capital formation (% of GDP),1983,13.5305823383973,RWA
3662,Gross capital formation (% of GDP),1983,21.3333698701513,South Asia
3663,Gross capital formation (% of GDP),1983,34.3504642741907,SAU
3664,Gross capital formation (% of GDP),1983,16.0759682966951,SDN
3665,Gross capital formation (% of GDP),1983,16.9800999555589,SEN
3666,Gross capital formation (% of GDP),1983,46.4506805402281,SGP
3667,Gross capital formation (% of GDP),1983,3.84352733109945,SLB
3668,Gross capital formation (% of GDP),1983,14.2796226213954,SLE
3669,Gross capital formation (% of GDP),1983,12.055138968245,SLV
3670,Gross capital formation (% of GDP),1983,,SMR
3671,Gross capital formation (% of GDP),1983,22.3746740072305,SOM
3672,Gross capital formation (% of GDP),1983,,SRB
3673,Gross capital formation (% of GDP),1983,,Sub-Saharan Africa (
3674,Gross capital formation (% of GDP),1983,,SSD
3675,Gross capital formation (% of GDP),1983,,Sub-Saharan Africa
3676,Gross capital formation (% of GDP),1983,,Small states
3677,Gross capital formation (% of GDP),1983,,STP
3678,Gross capital formation (% of GDP),1983,,SUR
3679,Gross capital formation (% of GDP),1983,,SVK
3680,Gross capital formation (% of GDP),1983,,SVN
3681,Gross capital formation (% of GDP),1983,22.9786869327758,SWE
3682,Gross capital formation (% of GDP),1983,,SWZ
3683,Gross capital formation (% of GDP),1983,,SXM
3684,Gross capital formation (% of GDP),1983,21.1436858902832,SYC
3685,Gross capital formation (% of GDP),1983,,SYR
3686,Gross capital formation (% of GDP),1983,,TCA
3687,Gross capital formation (% of GDP),1983,2.73289727485606,TCD
3688,Gross capital formation (% of GDP),1983,30.8524138715989,East Asia & Pacific (IDA & IBRD countries)
3689,Gross capital formation (% of GDP),1983,,Europe & Central Asia (IDA & IBRD countries)
3690,Gross capital formation (% of GDP),1983,21.8120805369217,TGO
3691,Gross capital formation (% of GDP),1983,29.975276320559,THA
3692,Gross capital formation (% of GDP),1983,,TJK
3693,Gross capital formation (% of GDP),1983,,TKM
3694,Gross capital formation (% of GDP),1983,18.3441845978835,Latin America & the Caribbean (IDA & IBRD countries)
3695,Gross capital formation (% of GDP),1983,,TLS
3696,Gross capital formation (% of GDP),1983,28.150520017487,AFG
3697,Gross capital formation (% of GDP),1983,29.3462010982993,TON
3698,Gross capital formation (% of GDP),1983,21.3333698701513,South Asia (IDA & IBRD)
3699,Gross capital formation (% of GDP),1983,,Sub-Saharan Africa (IDA & IBRD countries)
3700,Gross capital formation (% of GDP),1983,,TTO
3701,Gross capital formation (% of GDP),1983,33.4962333056933,TUN
3702,Gross capital formation (% of GDP),1983,16.2852910296423,TUR
3703,Gross capital formation (% of GDP),1983,,TUV
3704,Gross capital formation (% of GDP),1983,,TZA
3705,Gross capital formation (% of GDP),1983,7.40961166493081,UGA
3706,Gross capital formation (% of GDP),1983,,UKR
3707,Gross capital formation (% of GDP),1983,25.1224282224361,Upper middle income
3708,Gross capital formation (% of GDP),1983,14.2535420051883,URY
3709,Gross capital formation (% of GDP),1983,22.2529868977705,USA
3710,Gross capital formation (% of GDP),1983,,UZB
3711,Gross capital formation (% of GDP),1983,,VCT
3712,Gross capital formation (% of GDP),1983,14.1909243628052,VEN
3713,Gross capital formation (% of GDP),1983,,VGB
3714,Gross capital formation (% of GDP),1983,,VIR
3715,Gross capital formation (% of GDP),1983,,VNM
3716,Gross capital formation (% of GDP),1983,22.3317625375054,VUT
3717,Gross capital formation (% of GDP),1983,23.9709855234545,World
3718,Gross capital formation (% of GDP),1983,,WSM
3719,Gross capital formation (% of GDP),1983,,XKX
3720,Gross capital formation (% of GDP),1983,,YEM
3721,Gross capital formation (% of GDP),1983,25.2647390862186,ZAF
3722,Gross capital formation (% of GDP),1983,,ZMB
3723,Gross capital formation (% of GDP),1983,14.3051573357108,ZWE
3724,Gross capital formation (% of GDP),1984,,ABW
3725,Gross capital formation (% of GDP),1984,,Africa Eastern and Southern
3726,Gross capital formation (% of GDP),1984,,AFG
3727,Gross capital formation (% of GDP),1984,,Africa Western and Central
3728,Gross capital formation (% of GDP),1984,,AGO
3729,Gross capital formation (% of GDP),1984,32.9255350791543,ALB
3730,Gross capital formation (% of GDP),1984,,AND
3731,Gross capital formation (% of GDP),1984,28.229866178365,Arab World
3732,Gross capital formation (% of GDP),1984,,ARE
3733,Gross capital formation (% of GDP),1984,19.9640924492995,ARG
3734,Gross capital formation (% of GDP),1984,,ARM
3735,Gross capital formation (% of GDP),1984,,ASM
3736,Gross capital formation (% of GDP),1984,,ATG
3737,Gross capital formation (% of GDP),1984,26.6297913361692,AUS
3738,Gross capital formation (% of GDP),1984,24.0777118139373,AUT
3739,Gross capital formation (% of GDP),1984,,AZE
3740,Gross capital formation (% of GDP),1984,18.3708354841712,BDI
3741,Gross capital formation (% of GDP),1984,19.8182689993281,BEL
3742,Gross capital formation (% of GDP),1984,12.7803178241589,BEN
3743,Gross capital formation (% of GDP),1984,14.1666284842185,BFA
3744,Gross capital formation (% of GDP),1984,16.4842575699599,BGD
3745,Gross capital formation (% of GDP),1984,33.2033507099577,BGR
3746,Gross capital formation (% of GDP),1984,37.44829740166,BHR
3747,Gross capital formation (% of GDP),1984,16.3490274851796,BHS
3748,Gross capital formation (% of GDP),1984,,BIH
3749,Gross capital formation (% of GDP),1984,,BLR
3750,Gross capital formation (% of GDP),1984,17.1608660237644,BLZ
3751,Gross capital formation (% of GDP),1984,,BMU
3752,Gross capital formation (% of GDP),1984,19.6716028308147,BOL
3753,Gross capital formation (% of GDP),1984,17.4692254111657,BRA
3754,Gross capital formation (% of GDP),1984,,BRB
3755,Gross capital formation (% of GDP),1984,,BRN
3756,Gross capital formation (% of GDP),1984,39.5063538907005,BTN
3757,Gross capital formation (% of GDP),1984,29.4435306166786,BWA
3758,Gross capital formation (% of GDP),1984,12.307141868553,CAF
3759,Gross capital formation (% of GDP),1984,20.9603754226319,CAN
3760,Gross capital formation (% of GDP),1984,,Central Europe and the Baltics
3761,Gross capital formation (% of GDP),1984,29.0639454078162,CHE
3762,Gross capital formation (% of GDP),1984,,Channel Islands
3763,Gross capital formation (% of GDP),1984,19.0154594051283,CHL
3764,Gross capital formation (% of GDP),1984,34.3128885510943,CHN
3765,Gross capital formation (% of GDP),1984,11.6507777029108,CIV
3766,Gross capital formation (% of GDP),1984,25.9436609488241,CMR
3767,Gross capital formation (% of GDP),1984,,COD
3768,Gross capital formation (% of GDP),1984,30.3912363067293,COG
3769,Gross capital formation (% of GDP),1984,18.9649700356585,COL
3770,Gross capital formation (% of GDP),1984,18.0422894255551,COM
3771,Gross capital formation (% of GDP),1984,,CPV
3772,Gross capital formation (% of GDP),1984,22.6994636554979,CRI
3773,Gross capital formation (% of GDP),1984,,Caribbean small states
3774,Gross capital formation (% of GDP),1984,25.5013911079374,CUB
3775,Gross capital formation (% of GDP),1984,,CUW
3776,Gross capital formation (% of GDP),1984,,CYM
3777,Gross capital formation (% of GDP),1984,33.595031989419,CYP
3778,Gross capital formation (% of GDP),1984,,CZE
3779,Gross capital formation (% of GDP),1984,24.1181342897383,DEU
3780,Gross capital formation (% of GDP),1984,,DJI
3781,Gross capital formation (% of GDP),1984,,DMA
3782,Gross capital formation (% of GDP),1984,20.6727305316566,DNK
3783,Gross capital formation (% of GDP),1984,17.877772459893,DOM
3784,Gross capital formation (% of GDP),1984,35.164423994732,DZA
3785,Gross capital formation (% of GDP),1984,30.4479431489303,East Asia & Pacific (
3786,Gross capital formation (% of GDP),1984,23.6485571751466,Early-demographic dividend
3787,Gross capital formation (% of GDP),1984,30.5377716013507,East Asia & Pacific
3788,Gross capital formation (% of GDP),1984,,Europe & Central Asia (
3789,Gross capital formation (% of GDP),1984,23.2202070220771,Europe & Central Asia
3790,Gross capital formation (% of GDP),1984,15.6377851268143,ECU
3791,Gross capital formation (% of GDP),1984,30.379746835443,EGY
3792,Gross capital formation (% of GDP),1984,22.8998944760107,Euro area
3793,Gross capital formation (% of GDP),1984,,ERI
3794,Gross capital formation (% of GDP),1984,20.5964637249933,ESP
3795,Gross capital formation (% of GDP),1984,,EST
3796,Gross capital formation (% of GDP),1984,0.0,ETH
3797,Gross capital formation (% of GDP),1984,22.9708751670419,European Union
3798,Gross capital formation (% of GDP),1984,,Fragile and conflict affected situations
3799,Gross capital formation (% of GDP),1984,27.2388757905767,FIN
3800,Gross capital formation (% of GDP),1984,19.0721449854936,FJI
3801,Gross capital formation (% of GDP),1984,21.4105351250654,FRA
3802,Gross capital formation (% of GDP),1984,,FRO
3803,Gross capital formation (% of GDP),1984,,FSM
3804,Gross capital formation (% of GDP),1984,32.9649145354068,GAB
3805,Gross capital formation (% of GDP),1984,22.2069082796746,GBR
3806,Gross capital formation (% of GDP),1984,32.7332242225859,GEO
3807,Gross capital formation (% of GDP),1984,6.87682260192711,GHA
3808,Gross capital formation (% of GDP),1984,,GIB
3809,Gross capital formation (% of GDP),1984,,GIN
3810,Gross capital formation (% of GDP),1984,18.313404657017,GMB
3811,Gross capital formation (% of GDP),1984,37.7245564040505,GNB
3812,Gross capital formation (% of GDP),1984,,GNQ
3813,Gross capital formation (% of GDP),1984,27.5092775896972,GRC
3814,Gross capital formation (% of GDP),1984,,GRD
3815,Gross capital formation (% of GDP),1984,,GRL
3816,Gross capital formation (% of GDP),1984,11.5723335631221,GTM
3817,Gross capital formation (% of GDP),1984,,GUM
3818,Gross capital formation (% of GDP),1984,27.4203230655248,GUY
3819,Gross capital formation (% of GDP),1984,25.3666805246596,High income
3820,Gross capital formation (% of GDP),1984,24.417921157898,HKG
3821,Gross capital formation (% of GDP),1984,15.9633549814081,HND
3822,Gross capital formation (% of GDP),1984,,Heavily indebted poor countries (HIPC)
3823,Gross capital formation (% of GDP),1984,,HRV
3824,Gross capital formation (% of GDP),1984,,HTI
3825,Gross capital formation (% of GDP),1984,,HUN
3826,Gross capital formation (% of GDP),1984,24.4698095875646,IBRD only
3827,Gross capital formation (% of GDP),1984,23.4201218101537,IDA & IBRD total
3828,Gross capital formation (% of GDP),1984,16.5705189012085,IDA total
3829,Gross capital formation (% of GDP),1984,,IDA blend
3830,Gross capital formation (% of GDP),1984,24.8846749403824,IDN
3831,Gross capital formation (% of GDP),1984,,IDA only
3832,Gross capital formation (% of GDP),1984,,IMN
3833,Gross capital formation (% of GDP),1984,23.2914173032296,IND
3834,Gross capital formation (% of GDP),1984,,Not classified
3835,Gross capital formation (% of GDP),1984,22.328918086108,IRL
3836,Gross capital formation (% of GDP),1984,33.0452680891605,IRN
3837,Gross capital formation (% of GDP),1984,18.5569277501735,IRQ
3838,Gross capital formation (% of GDP),1984,25.7939808522458,ISL
3839,Gross capital formation (% of GDP),1984,25.7288130980917,ISR
3840,Gross capital formation (% of GDP),1984,23.9352377367696,ITA
3841,Gross capital formation (% of GDP),1984,23.1222946652197,JAM
3842,Gross capital formation (% of GDP),1984,29.9104571398649,JOR
3843,Gross capital formation (% of GDP),1984,31.3228030967555,JPN
3844,Gross capital formation (% of GDP),1984,,KAZ
3845,Gross capital formation (% of GDP),1984,19.8110319511085,KEN
3846,Gross capital formation (% of GDP),1984,,KGZ
3847,Gross capital formation (% of GDP),1984,,KHM
3848,Gross capital formation (% of GDP),1984,,KIR
3849,Gross capital formation (% of GDP),1984,,KNA
3850,Gross capital formation (% of GDP),1984,32.2979770025435,KOR
3851,Gross capital formation (% of GDP),1984,21.0241311251046,KWT
3852,Gross capital formation (% of GDP),1984,18.8355033305185,Latin America & Caribbean (
3853,Gross capital formation (% of GDP),1984,6.17886196946263,LAO
3854,Gross capital formation (% of GDP),1984,,LBN
3855,Gross capital formation (% of GDP),1984,,LBR
3856,Gross capital formation (% of GDP),1984,,LBY
3857,Gross capital formation (% of GDP),1984,,LCA
3858,Gross capital formation (% of GDP),1984,18.38312025934,Latin America & Caribbean
3859,Gross capital formation (% of GDP),1984,,Least developed countries: UN classification
3860,Gross capital formation (% of GDP),1984,,Low income
3861,Gross capital formation (% of GDP),1984,,LIE
3862,Gross capital formation (% of GDP),1984,25.8270133857141,LKA
3863,Gross capital formation (% of GDP),1984,21.9295203299474,Lower middle income
3864,Gross capital formation (% of GDP),1984,23.2203620781323,Low & middle income
3865,Gross capital formation (% of GDP),1984,,LSO
3866,Gross capital formation (% of GDP),1984,24.8859903572115,Late-demographic dividend
3867,Gross capital formation (% of GDP),1984,,LTU
3868,Gross capital formation (% of GDP),1984,21.0731540050789,LUX
3869,Gross capital formation (% of GDP),1984,,LVA
3870,Gross capital formation (% of GDP),1984,22.2497853258277,MAC
3871,Gross capital formation (% of GDP),1984,,MAF
3872,Gross capital formation (% of GDP),1984,31.1128523022278,MAR
3873,Gross capital formation (% of GDP),1984,,MCO
3874,Gross capital formation (% of GDP),1984,,MDA
3875,Gross capital formation (% of GDP),1984,26.8216361350768,MDG
3876,Gross capital formation (% of GDP),1984,,MDV
3877,Gross capital formation (% of GDP),1984,29.2138028481201,AFG
3878,Gross capital formation (% of GDP),1984,18.9307417598047,MEX
3879,Gross capital formation (% of GDP),1984,,MHL
3880,Gross capital formation (% of GDP),1984,23.6815125433854,Middle income
3881,Gross capital formation (% of GDP),1984,,MKD
3882,Gross capital formation (% of GDP),1984,,MLI
3883,Gross capital formation (% of GDP),1984,26.5117277892307,MLT
3884,Gross capital formation (% of GDP),1984,,MMR
3885,Gross capital formation (% of GDP),1984,27.4446263173379,AFG
3886,Gross capital formation (% of GDP),1984,,MNE
3887,Gross capital formation (% of GDP),1984,57.8003324002949,MNG
3888,Gross capital formation (% of GDP),1984,,MNP
3889,Gross capital formation (% of GDP),1984,,MOZ
3890,Gross capital formation (% of GDP),1984,17.0818112684686,MRT
3891,Gross capital formation (% of GDP),1984,21.7475778503756,MUS
3892,Gross capital formation (% of GDP),1984,,MWI
3893,Gross capital formation (% of GDP),1984,33.5600251414205,MYS
3894,Gross capital formation (% of GDP),1984,24.7612552894578,North America
3895,Gross capital formation (% of GDP),1984,13.1959780349119,NAM
3896,Gross capital formation (% of GDP),1984,14.5467192498755,NCL
3897,Gross capital formation (% of GDP),1984,3.14800294788405,NER
3898,Gross capital formation (% of GDP),1984,,NGA
3899,Gross capital formation (% of GDP),1984,22.2285149275129,NIC
3900,Gross capital formation (% of GDP),1984,20.8366168248828,NLD
3901,Gross capital formation (% of GDP),1984,27.7318622824718,NOR
3902,Gross capital formation (% of GDP),1984,18.6620976592,NPL
3903,Gross capital formation (% of GDP),1984,,NRU
3904,Gross capital formation (% of GDP),1984,29.0175900442743,NZL
3905,Gross capital formation (% of GDP),1984,25.0837019475815,OECD members
3906,Gross capital formation (% of GDP),1984,29.9714431061078,OMN
3907,Gross capital formation (% of GDP),1984,,Other small states
3908,Gross capital formation (% of GDP),1984,18.2707562136436,PAK
3909,Gross capital formation (% of GDP),1984,18.6268153905487,PAN
3910,Gross capital formation (% of GDP),1984,23.4446143317988,PER
3911,Gross capital formation (% of GDP),1984,19.8310631674001,PHL
3912,Gross capital formation (% of GDP),1984,,PLW
3913,Gross capital formation (% of GDP),1984,26.9956826526711,PNG
3914,Gross capital formation (% of GDP),1984,,POL
3915,Gross capital formation (% of GDP),1984,,Pre-demographic dividend
3916,Gross capital formation (% of GDP),1984,13.7533528853078,PRI
3917,Gross capital formation (% of GDP),1984,,PRK
3918,Gross capital formation (% of GDP),1984,23.0583842511206,PRT
3919,Gross capital formation (% of GDP),1984,22.3012356215448,PRY
3920,Gross capital formation (% of GDP),1984,,PSE
3921,Gross capital formation (% of GDP),1984,20.9510814902231,Pacific island small states
3922,Gross capital formation (% of GDP),1984,25.2980150458052,Post-demographic dividend
3923,Gross capital formation (% of GDP),1984,,PYF
3924,Gross capital formation (% of GDP),1984,,QAT
3925,Gross capital formation (% of GDP),1984,,ROU
3926,Gross capital formation (% of GDP),1984,,RUS
3927,Gross capital formation (% of GDP),1984,15.8065743010376,RWA
3928,Gross capital formation (% of GDP),1984,23.2676904691703,South Asia
3929,Gross capital formation (% of GDP),1984,32.8289345712808,SAU
3930,Gross capital formation (% of GDP),1984,13.2529322112517,SDN
3931,Gross capital formation (% of GDP),1984,16.4708770266329,SEN
3932,Gross capital formation (% of GDP),1984,46.9276594521021,SGP
3933,Gross capital formation (% of GDP),1984,3.45917470767682,SLB
3934,Gross capital formation (% of GDP),1984,12.7056237406118,SLE
3935,Gross capital formation (% of GDP),1984,11.9604496664021,SLV
3936,Gross capital formation (% of GDP),1984,,SMR
3937,Gross capital formation (% of GDP),1984,24.226945503028,SOM
3938,Gross capital formation (% of GDP),1984,,SRB
3939,Gross capital formation (% of GDP),1984,21.0049823350556,Sub-Saharan Africa (
3940,Gross capital formation (% of GDP),1984,,SSD
3941,Gross capital formation (% of GDP),1984,,Sub-Saharan Africa
3942,Gross capital formation (% of GDP),1984,,Small states
3943,Gross capital formation (% of GDP),1984,,STP
3944,Gross capital formation (% of GDP),1984,,SUR
3945,Gross capital formation (% of GDP),1984,,SVK
3946,Gross capital formation (% of GDP),1984,,SVN
3947,Gross capital formation (% of GDP),1984,23.9586547259304,SWE
3948,Gross capital formation (% of GDP),1984,,SWZ
3949,Gross capital formation (% of GDP),1984,,SXM
3950,Gross capital formation (% of GDP),1984,21.8271959682585,SYC
3951,Gross capital formation (% of GDP),1984,,SYR
3952,Gross capital formation (% of GDP),1984,,TCA
3953,Gross capital formation (% of GDP),1984,4.83039724539578,TCD
3954,Gross capital formation (% of GDP),1984,30.4453581744944,East Asia & Pacific (IDA & IBRD countries)
3955,Gross capital formation (% of GDP),1984,,Europe & Central Asia (IDA & IBRD countries)
3956,Gross capital formation (% of GDP),1984,15.0414276608504,TGO
3957,Gross capital formation (% of GDP),1984,29.4731136833054,THA
3958,Gross capital formation (% of GDP),1984,,TJK
3959,Gross capital formation (% of GDP),1984,,TKM
3960,Gross capital formation (% of GDP),1984,18.268520838466,Latin America & the Caribbean (IDA & IBRD countries)
3961,Gross capital formation (% of GDP),1984,,TLS
3962,Gross capital formation (% of GDP),1984,27.2601752725735,AFG
3963,Gross capital formation (% of GDP),1984,23.9376596413107,TON
3964,Gross capital formation (% of GDP),1984,23.2676904691703,South Asia (IDA & IBRD)
3965,Gross capital formation (% of GDP),1984,,Sub-Saharan Africa (IDA & IBRD countries)
3966,Gross capital formation (% of GDP),1984,,TTO
3967,Gross capital formation (% of GDP),1984,35.8991953090886,TUN
3968,Gross capital formation (% of GDP),1984,16.1803146778439,TUR
3969,Gross capital formation (% of GDP),1984,,TUV
3970,Gross capital formation (% of GDP),1984,,TZA
3971,Gross capital formation (% of GDP),1984,8.13983536390445,UGA
3972,Gross capital formation (% of GDP),1984,,UKR
3973,Gross capital formation (% of GDP),1984,24.5733091545312,Upper middle income
3974,Gross capital formation (% of GDP),1984,12.1267005046183,URY
3975,Gross capital formation (% of GDP),1984,25.0957929846174,USA
3976,Gross capital formation (% of GDP),1984,,UZB
3977,Gross capital formation (% of GDP),1984,,VCT
3978,Gross capital formation (% of GDP),1984,16.9369298596431,VEN
3979,Gross capital formation (% of GDP),1984,,VGB
3980,Gross capital formation (% of GDP),1984,,VIR
3981,Gross capital formation (% of GDP),1984,,VNM
3982,Gross capital formation (% of GDP),1984,18.6370928367162,VUT
3983,Gross capital formation (% of GDP),1984,25.0441415667489,World
3984,Gross capital formation (% of GDP),1984,,WSM
3985,Gross capital formation (% of GDP),1984,,XKX
3986,Gross capital formation (% of GDP),1984,,YEM
3987,Gross capital formation (% of GDP),1984,23.8013849065947,ZAF
