,indicator,year,Gross capital formation (% of GDP),country
13165,Gross capital formation (% of GDP),2019,,LBR
13166,Gross capital formation (% of GDP),2019,13.7553442934446,LBY
13167,Gross capital formation (% of GDP),2019,,LCA
13168,Gross capital formation (% of GDP),2019,18.757728085802,Latin America & Caribbean
13169,Gross capital formation (% of GDP),2019,30.0968590993941,Least developed countries: UN classification
13170,Gross capital formation (% of GDP),2019,22.2191247667467,Low income
13171,Gross capital formation (% of GDP),2019,,LIE
13172,Gross capital formation (% of GDP),2019,34.1087160599303,LKA
13173,Gross capital formation (% of GDP),2019,28.7515924386429,Lower middle income
13174,Gross capital formation (% of GDP),2019,33.5837049990696,Low & middle income
13175,Gross capital formation (% of GDP),2019,26.7945041312681,LSO
13176,Gross capital formation (% of GDP),2019,35.5064791344133,Late-demographic dividend
13177,Gross capital formation (% of GDP),2019,19.5803862338798,LTU
13178,Gross capital formation (% of GDP),2019,18.653116084379,LUX
13179,Gross capital formation (% of GDP),2019,23.3384745378809,LVA
13180,Gross capital formation (% of GDP),2019,14.140009897872,MAC
13181,Gross capital formation (% of GDP),2019,,MAF
13182,Gross capital formation (% of GDP),2019,30.594933523466,MAR
13183,Gross capital formation (% of GDP),2019,,MCO
13184,Gross capital formation (% of GDP),2019,25.1036618823408,MDA
13185,Gross capital formation (% of GDP),2019,22.6840481290776,MDG
13186,Gross capital formation (% of GDP),2019,43.161162875967,MDV
13187,Gross capital formation (% of GDP),2019,26.2673782680187,AFG
13188,Gross capital formation (% of GDP),2019,22.1485426373991,MEX
13189,Gross capital formation (% of GDP),2019,53.1513954486904,MHL
13190,Gross capital formation (% of GDP),2019,33.6780846237251,Middle income
13191,Gross capital formation (% of GDP),2019,34.2601160992835,MKD
13192,Gross capital formation (% of GDP),2019,26.5074433150938,MLI
13193,Gross capital formation (% of GDP),2019,20.9696312107855,MLT
13194,Gross capital formation (% of GDP),2019,,MMR
13195,Gross capital formation (% of GDP),2019,25.977873503945,AFG
13196,Gross capital formation (% of GDP),2019,31.9777923076597,MNE
13197,Gross capital formation (% of GDP),2019,35.591845156927,MNG
13198,Gross capital formation (% of GDP),2019,,MNP
13199,Gross capital formation (% of GDP),2019,40.8461199313593,MOZ
13200,Gross capital formation (% of GDP),2019,40.5222920920855,MRT
13201,Gross capital formation (% of GDP),2019,19.4359392940552,MUS
13202,Gross capital formation (% of GDP),2019,,MWI
13203,Gross capital formation (% of GDP),2019,21.0482403944815,MYS
13204,Gross capital formation (% of GDP),2019,21.770366070851,North America
13205,Gross capital formation (% of GDP),2019,15.3291127102813,NAM
13206,Gross capital formation (% of GDP),2019,,NCL
13207,Gross capital formation (% of GDP),2019,30.6723209374769,NER
13208,Gross capital formation (% of GDP),2019,,NGA
13209,Gross capital formation (% of GDP),2019,17.831076630152,NIC
13210,Gross capital formation (% of GDP),2019,21.7580356895369,NLD
13211,Gross capital formation (% of GDP),2019,29.611444403947,NOR
13212,Gross capital formation (% of GDP),2019,41.3787409108185,NPL
13213,Gross capital formation (% of GDP),2019,,NRU
13214,Gross capital formation (% of GDP),2019,23.7676954815243,NZL
13215,Gross capital formation (% of GDP),2019,22.7149109104103,OECD members
13216,Gross capital formation (% of GDP),2019,26.8649178662351,OMN
13217,Gross capital formation (% of GDP),2019,24.3539870070816,Other small states
13218,Gross capital formation (% of GDP),2019,15.4996449690024,PAK
13219,Gross capital formation (% of GDP),2019,38.0674659280543,PAN
13220,Gross capital formation (% of GDP),2019,20.8336395514866,PER
13221,Gross capital formation (% of GDP),2019,26.4018084647284,PHL
13222,Gross capital formation (% of GDP),2019,34.2474115206837,PLW
13223,Gross capital formation (% of GDP),2019,,PNG
13224,Gross capital formation (% of GDP),2019,20.7076794491101,POL
13225,Gross capital formation (% of GDP),2019,,Pre-demographic dividend
13226,Gross capital formation (% of GDP),2019,15.3486659868501,PRI
13227,Gross capital formation (% of GDP),2019,,PRK
13228,Gross capital formation (% of GDP),2019,18.76826598288,PRT
13229,Gross capital formation (% of GDP),2019,21.6853116218616,PRY
13230,Gross capital formation (% of GDP),2019,26.8012957072402,PSE
13231,Gross capital formation (% of GDP),2019,23.5613614646942,Pacific island small states
13232,Gross capital formation (% of GDP),2019,22.3949484427056,Post-demographic dividend
13233,Gross capital formation (% of GDP),2019,25.4985138057167,PYF
13234,Gross capital formation (% of GDP),2019,43.7354058328665,QAT
13235,Gross capital formation (% of GDP),2019,24.252537482587,ROU
13236,Gross capital formation (% of GDP),2019,22.6615137722235,RUS
13237,Gross capital formation (% of GDP),2019,27.0287152007204,RWA
13238,Gross capital formation (% of GDP),2019,30.5798864359341,South Asia
13239,Gross capital formation (% of GDP),2019,25.5522842268021,SAU
13240,Gross capital formation (% of GDP),2019,14.3050078362201,SDN
13241,Gross capital formation (% of GDP),2019,31.9656603434826,SEN
13242,Gross capital formation (% of GDP),2019,24.5014074011136,SGP
13243,Gross capital formation (% of GDP),2019,22.695330210065,SLB
13244,Gross capital formation (% of GDP),2019,16.0195395367507,SLE
13245,Gross capital formation (% of GDP),2019,18.3447949008115,SLV
13246,Gross capital formation (% of GDP),2019,24.0244731514119,SMR
13247,Gross capital formation (% of GDP),2019,16.0795381553317,SOM
13248,Gross capital formation (% of GDP),2019,24.9266250234247,SRB
13249,Gross capital formation (% of GDP),2019,21.8489366072135,Sub-Saharan Africa (
13250,Gross capital formation (% of GDP),2019,,SSD
13251,Gross capital formation (% of GDP),2019,23.0265532267196,Sub-Saharan Africa
13252,Gross capital formation (% of GDP),2019,23.9016129031294,Small states
13253,Gross capital formation (% of GDP),2019,,STP
13254,Gross capital formation (% of GDP),2019,,SUR
13255,Gross capital formation (% of GDP),2019,24.0619105210669,SVK
13256,Gross capital formation (% of GDP),2019,20.8345240702316,SVN
13257,Gross capital formation (% of GDP),2019,24.4595597883993,SWE
13258,Gross capital formation (% of GDP),2019,16.2313994688745,SWZ
13259,Gross capital formation (% of GDP),2019,,SXM
13260,Gross capital formation (% of GDP),2019,22.0855945287218,SYC
13261,Gross capital formation (% of GDP),2019,,SYR
13262,Gross capital formation (% of GDP),2019,,TCA
13263,Gross capital formation (% of GDP),2019,24.2909930911624,TCD
13264,Gross capital formation (% of GDP),2019,40.4678691772625,East Asia & Pacific (IDA & IBRD countries)
13265,Gross capital formation (% of GDP),2019,23.257362330016,Europe & Central Asia (IDA & IBRD countries)
13266,Gross capital formation (% of GDP),2019,18.6014498059603,TGO
13267,Gross capital formation (% of GDP),2019,23.8147525746375,THA
13268,Gross capital formation (% of GDP),2019,35.3886623401905,TJK
13269,Gross capital formation (% of GDP),2019,,TKM
13270,Gross capital formation (% of GDP),2019,18.9566899917019,Latin America & the Caribbean (IDA & IBRD countries)
13271,Gross capital formation (% of GDP),2019,26.7767826487754,TLS
13272,Gross capital formation (% of GDP),2019,25.9694707689901,AFG
13273,Gross capital formation (% of GDP),2019,27.4240031635846,TON
13274,Gross capital formation (% of GDP),2019,30.5798864359341,South Asia (IDA & IBRD)
13275,Gross capital formation (% of GDP),2019,23.0265532267195,Sub-Saharan Africa (IDA & IBRD countries)
13276,Gross capital formation (% of GDP),2019,20.7784776677143,TTO
13277,Gross capital formation (% of GDP),2019,19.8025035516995,TUN
13278,Gross capital formation (% of GDP),2019,24.8780736162612,TUR
13279,Gross capital formation (% of GDP),2019,,TUV
13280,Gross capital formation (% of GDP),2019,39.7264057276571,TZA
13281,Gross capital formation (% of GDP),2019,25.5294607796946,UGA
13282,Gross capital formation (% of GDP),2019,14.8903574828309,UKR
13283,Gross capital formation (% of GDP),2019,34.865807245395,Upper middle income
13284,Gross capital formation (% of GDP),2019,14.1208503918774,URY
13285,Gross capital formation (% of GDP),2019,21.6698091948266,USA
13286,Gross capital formation (% of GDP),2019,39.1565362701328,UZB
13287,Gross capital formation (% of GDP),2019,,VCT
13288,Gross capital formation (% of GDP),2019,,VEN
13289,Gross capital formation (% of GDP),2019,,VGB
13290,Gross capital formation (% of GDP),2019,,VIR
13291,Gross capital formation (% of GDP),2019,31.9799606565797,VNM
13292,Gross capital formation (% of GDP),2019,24.4374127501163,VUT
13293,Gross capital formation (% of GDP),2019,26.4922102984619,World
13294,Gross capital formation (% of GDP),2019,33.6506492980512,WSM
13295,Gross capital formation (% of GDP),2019,34.5581995450224,XKX
13296,Gross capital formation (% of GDP),2019,,YEM
13297,Gross capital formation (% of GDP),2019,15.8207933783179,ZAF
13298,Gross capital formation (% of GDP),2019,39.2619086467844,ZMB
13299,Gross capital formation (% of GDP),2019,13.7994019768446,ZWE
13300,Gross capital formation (% of GDP),2020,24.1787830427285,ABW
13301,Gross capital formation (% of GDP),2020,20.3632847886198,Africa Eastern and Southern
13302,Gross capital formation (% of GDP),2020,11.5,AFG
13303,Gross capital formation (% of GDP),2020,,Africa Western and Central
13304,Gross capital formation (% of GDP),2020,26.4904004984611,AGO
13305,Gross capital formation (% of GDP),2020,26.2183527297829,ALB
13306,Gross capital formation (% of GDP),2020,,AND
13307,Gross capital formation (% of GDP),2020,24.5589654069151,Arab World
13308,Gross capital formation (% of GDP),2020,23.3288630345764,ARE
13309,Gross capital formation (% of GDP),2020,14.4151557410245,ARG
13310,Gross capital formation (% of GDP),2020,19.663832943599,ARM
13311,Gross capital formation (% of GDP),2020,,ASM
13312,Gross capital formation (% of GDP),2020,,ATG
13313,Gross capital formation (% of GDP),2020,22.4277286299436,AUS
13314,Gross capital formation (% of GDP),2020,25.6530737541266,AUT
13315,Gross capital formation (% of GDP),2020,23.6659543305763,AZE
13316,Gross capital formation (% of GDP),2020,11.4459869190333,BDI
13317,Gross capital formation (% of GDP),2020,24.068567845367,BEL
13318,Gross capital formation (% of GDP),2020,25.6338435081567,BEN
13319,Gross capital formation (% of GDP),2020,17.1615174265995,BFA
13320,Gross capital formation (% of GDP),2020,31.3079413414304,BGD
13321,Gross capital formation (% of GDP),2020,20.1337042876266,BGR
13322,Gross capital formation (% of GDP),2020,37.2956675002815,BHR
13323,Gross capital formation (% of GDP),2020,23.0710591323143,BHS
13324,Gross capital formation (% of GDP),2020,23.1065336178264,BIH
13325,Gross capital formation (% of GDP),2020,27.4548359346196,BLR
13326,Gross capital formation (% of GDP),2020,18.5769880314267,BLZ
13327,Gross capital formation (% of GDP),2020,12.2379040805742,BMU
13328,Gross capital formation (% of GDP),2020,15.7781295148662,BOL
13329,Gross capital formation (% of GDP),2020,16.1158206039466,BRA
13330,Gross capital formation (% of GDP),2020,,BRB
13331,Gross capital formation (% of GDP),2020,40.5878302385858,BRN
13332,Gross capital formation (% of GDP),2020,39.0705723424763,BTN
13333,Gross capital formation (% of GDP),2020,32.7272598321924,BWA
13334,Gross capital formation (% of GDP),2020,25.9999999979092,CAF
13335,Gross capital formation (% of GDP),2020,22.6747176119532,CAN
13336,Gross capital formation (% of GDP),2020,21.8960877121734,Central Europe and the Baltics
13337,Gross capital formation (% of GDP),2020,29.5787498388343,CHE
13338,Gross capital formation (% of GDP),2020,,Channel Islands
13339,Gross capital formation (% of GDP),2020,21.0582071011998,CHL
13340,Gross capital formation (% of GDP),2020,42.5723735094229,CHN
13341,Gross capital formation (% of GDP),2020,21.7428934104601,CIV
13342,Gross capital formation (% of GDP),2020,17.6605439792144,CMR
13343,Gross capital formation (% of GDP),2020,24.602280952328,COD
13344,Gross capital formation (% of GDP),2020,23.7315670324983,COG
13345,Gross capital formation (% of GDP),2020,19.1281469366662,COL
13346,Gross capital formation (% of GDP),2020,11.8017625319814,COM
13347,Gross capital formation (% of GDP),2020,28.9619236573871,CPV
13348,Gross capital formation (% of GDP),2020,16.1630546691397,CRI
13349,Gross capital formation (% of GDP),2020,,Caribbean small states
13350,Gross capital formation (% of GDP),2020,9.87528853731377,CUB
13351,Gross capital formation (% of GDP),2020,,CUW
13352,Gross capital formation (% of GDP),2020,,CYM
13353,Gross capital formation (% of GDP),2020,20.6514604375024,CYP
13354,Gross capital formation (% of GDP),2020,24.7302051809802,CZE
13355,Gross capital formation (% of GDP),2020,21.6667343069671,DEU
13356,Gross capital formation (% of GDP),2020,-0.248727784664231,DJI
13357,Gross capital formation (% of GDP),2020,,DMA
13358,Gross capital formation (% of GDP),2020,22.7626532555055,DNK
13359,Gross capital formation (% of GDP),2020,24.879515915457,DOM
13360,Gross capital formation (% of GDP),2020,42.9493576825015,DZA
13361,Gross capital formation (% of GDP),2020,40.2279178686315,East Asia & Pacific (
13362,Gross capital formation (% of GDP),2020,25.5338389725745,Early-demographic dividend
13363,Gross capital formation (% of GDP),2020,35.0224953494369,East Asia & Pacific
13364,Gross capital formation (% of GDP),2020,27.4258365672406,Europe & Central Asia (
13365,Gross capital formation (% of GDP),2020,22.4061001961332,Europe & Central Asia
13366,Gross capital formation (% of GDP),2020,17.5849129748726,ECU
13367,Gross capital formation (% of GDP),2020,18.8180606572831,EGY
13368,Gross capital formation (% of GDP),2020,22.0175809483354,Euro area
13369,Gross capital formation (% of GDP),2020,,ERI
13370,Gross capital formation (% of GDP),2020,20.6266482703898,ESP
13371,Gross capital formation (% of GDP),2020,29.6577202670176,EST
13372,Gross capital formation (% of GDP),2020,30.5789686594943,ETH
13373,Gross capital formation (% of GDP),2020,22.1230227905263,European Union
13374,Gross capital formation (% of GDP),2020,,Fragile and conflict affected situations
13375,Gross capital formation (% of GDP),2020,24.9836073895773,FIN
13376,Gross capital formation (% of GDP),2020,16.722344711204,FJI
13377,Gross capital formation (% of GDP),2020,22.8044182138435,FRA
13378,Gross capital formation (% of GDP),2020,28.2573453493859,FRO
13379,Gross capital formation (% of GDP),2020,,FSM
13380,Gross capital formation (% of GDP),2020,19.8634691073054,GAB
13381,Gross capital formation (% of GDP),2020,17.5811486266132,GBR
13382,Gross capital formation (% of GDP),2020,24.6056865974412,GEO
13383,Gross capital formation (% of GDP),2020,18.2236669857819,GHA
13384,Gross capital formation (% of GDP),2020,,GIB
13385,Gross capital formation (% of GDP),2020,31.5164009990609,GIN
13386,Gross capital formation (% of GDP),2020,32.34205468872,GMB
13387,Gross capital formation (% of GDP),2020,24.9484511008743,GNB
13388,Gross capital formation (% of GDP),2020,6.98846405853807,GNQ
13389,Gross capital formation (% of GDP),2020,13.5410023084822,GRC
13390,Gross capital formation (% of GDP),2020,,GRD
13391,Gross capital formation (% of GDP),2020,33.0152180796327,GRL
13392,Gross capital formation (% of GDP),2020,13.5006830736214,GTM
