,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
10850,2003,72.183339,308.773098,0.18947924746576733,KNA
10851,2004,72.391736,288.733221,0.20046173657280628,KNA
10852,2005,70.005795,332.012687,0.1741357627433656,KNA
10853,2006,80.282598,394.968741,0.16892661085169502,KNA
10854,2007,71.297067,431.474773,0.14180799584956866,KNA
10855,2008,103.337125,522.940724,0.1650020436855655,KNA
10856,2009,72.832371,491.169604,0.12913495737315459,KNA
10857,2010,56.526211,455.266437,0.11044748536520596,KNA
10858,2011,91.290071,412.729486,0.18112406499337483,KNA
10859,2012,92.891802,373.491793,0.19917467723108917,KNA
10860,2013,89.499314,413.54575,0.1779151022541392,KNA
10861,2014,97.945734,438.966234,0.18242419584135625,KNA
10862,2015,74.668853,472.000166,0.13658877749573003,KNA
10863,2016,73.396073,559.395493,0.11598775480518968,KNA
10864,2017,60.323898,514.129839,0.10501088967587308,KNA
10865,2018,81.859832,480.395961,0.14559179828672747,KNA
10866,2019,64.926605,477.62531,0.11966892606028309,KNA
10867,2020,54.178363,404.038135,0.1182374777784627,KNA
10868,2021,65.034147,379.180743,0.14640244724799747,KNA
10869,2022,43.843186,507.083245,0.07958083608444629,KNA
10870,1981,33.7036363636363,32.3807,0.5100094548605035,LCA
10871,1982,33.7645454545454,26.983,0.5558174441765693,LCA
10872,1983,39.3527272727273,21.4291,0.6474423201552021,LCA
10873,1984,41.6566101020807,25.3696632318681,0.6214967359819128,LCA
10874,1985,56.8432266003888,36.5069514395243,0.6089246726030316,LCA
10875,1986,102.709279509715,63.3954969771234,0.6183403131568185,LCA
10876,1987,78.0129759811556,77.6080677925535,0.5013009429148634,LCA
10877,1988,143.482763779474,182.926193922604,0.4395797369949463,LCA
10878,1989,120.911795856913,197.053810756825,0.3802669010167369,LCA
10879,1990,145.773528958279,197.785011974526,0.42430477368568803,LCA
10880,1991,116.988078203855,220.056023391567,0.34710020929036783,LCA
10881,1992,124.016111111111,306.338592592593,0.2881718499735399,LCA
10882,1993,119.620148148148,300.185518518518,0.2849417186241289,LCA
10883,1994,94.3552655555555,302.635444814815,0.23767625561698216,LCA
10884,1995,108.965788518519,306.566654074074,0.26223172332504024,LCA
10885,1996,79.5504377777777,312.601956296296,0.20285592789917128,LCA
10886,1997,62.0154474074075,332.216734814815,0.15730691253523882,LCA
10887,1998,62.1662962962963,335.202962962963,0.15644465405346458,LCA
10888,1999,55.6440740740741,354.548888888889,0.13565340973218568,LCA
10889,2000,45.427511,349.575986,0.115005338800836,LCA
10890,2001,52.961161,390.393165,0.11945560896590866,LCA
10891,2002,74.822977,449.20282,0.1427849114077107,LCA
10892,2003,74.87409,595.596061,0.1116740094817435,LCA
10893,2004,89.657308,600.493038,0.12990982112758373,LCA
10894,2005,72.185153,697.723829,0.09375803463480051,LCA
10895,2006,113.208939,822.52907,0.12098358505388018,LCA
10896,2007,60.34676,869.947952,0.06486843278971578,LCA
10897,2008,220.233974,934.395424,0.19073996763072196,LCA
10898,2009,408.612143,863.613522,0.3211789812462241,LCA
10899,2010,339.617908,918.659329,0.2699070586460907,LCA
10900,2011,180.830174,981.044154,0.15563660341069174,LCA
10901,2012,103.148234,901.168647,0.10270486930110657,LCA
10902,2013,188.629809,1398.277849,0.11886627936355953,LCA
10903,2014,199.071636,932.510622,0.1759232566546656,LCA
10904,2015,251.556084,824.787121,0.23371363597729036,LCA
10905,2016,156.718662,948.552904,0.1417919964838759,LCA
10906,2017,176.123057,914.69296,0.16145991097965331,LCA
10907,2018,162.26064,974.169403,0.1427810193856341,LCA
10908,2019,127.970207,885.768071,0.1262359425279589,LCA
10909,2020,84.192151,778.081425,0.09763972055198407,LCA
10910,2021,147.811987,1303.025538,0.1018804548772613,LCA
10911,2022,105.474144,2129.20713,0.047198741595576646,LCA
10912,1977,9.995,30.344,0.2477751059768462,VCT
10913,1978,16.413,36.181,0.3120698178499449,VCT
10914,1979,14.792,46.327,0.242019666552136,VCT
10915,1980,15.4366666723839,57.0988889100366,0.212815171103826,VCT
10916,1981,24.0437037126087,58.0240740955644,0.29297373896011836,VCT
10917,1982,32.0885185304032,64.8244444684535,0.33110656755775547,VCT
10918,1983,41.0029629781492,70.2425926186084,0.36858068403897915,VCT
10919,1984,17.8875754214385,20.7145964704939,0.46338261669615755,VCT
10920,1985,29.1421542093627,27.7410465049094,0.512315654594501,VCT
10921,1986,63.521111123779,86.9748148303546,0.42207860924513146,VCT
10922,1987,51.5440740740741,97.8303703703703,0.3450662144102197,VCT
10923,1988,83.6190296296296,121.937162962963,0.4067940185843026,VCT
10924,1989,74.3350774074074,127.345227777778,0.3685787630039135,VCT
10925,1990,82.6170375389978,135.63,0.3785482656287385,VCT
10926,1991,67.0396296296296,138.359259259259,0.32638749894063435,VCT
10927,1992,78.4785185185185,124.474444444444,0.3866832854903443,VCT
10928,1993,57.448017037037,134.763075185185,0.2988798220376342,VCT
10929,1994,49.7708170370371,129.86604962963,0.27706348902974065,VCT
10930,1995,43.4767892592593,135.381821851852,0.24307909465007788,VCT
10931,1996,51.6469681481482,145.112781851852,0.26248746579596766,VCT
10932,1997,46.0644588888889,172.126883703704,0.21111955378954014,VCT
10933,1998,49.6464525925926,192.154877037037,0.2053191877341483,VCT
10934,1999,49.4039503703704,200.762101851852,0.1974846304345279,VCT
10935,2000,51.293844,161.49002,0.24106077893199646,VCT
10936,2001,56.146434,171.827208,0.24628476128832472,VCT
10937,2002,42.278852,178.485001,0.1915116601991903,VCT
10938,2003,43.588411,201.090884,0.17814507353390896,VCT
10939,2004,88.31637,225.222959,0.2816755725084811,VCT
10940,2005,44.005817,240.52841,0.15465913350382274,VCT
10941,2006,41.948736,359.729595,0.10443365440093903,VCT
10942,2007,61.141202,442.707161,0.12134841847248395,VCT
10943,2008,62.393001,511.082559,0.1087980122465899,VCT
10944,2009,81.599259,449.446559,0.1536576623601243,VCT
10945,2010,65.842778,504.96788,0.11534959461110833,VCT
10946,2011,43.920768,513.465149,0.07879777127558824,VCT
10947,2012,53.496389,546.392108,0.08917722087943286,VCT
10948,2013,54.913027,509.667202,0.09726346084995478,VCT
10949,2014,80.298121,483.685069,0.14237679849996945,VCT
10950,2015,54.706516,460.31913,0.10622095506288634,VCT
10951,2016,53.716673,471.540125,0.10226744937816112,VCT
10952,2017,125.975067,454.906534,0.21686875050463164,VCT
10953,2018,135.342488,490.247738,0.21634367414173764,VCT
10954,2019,119.261183,471.503065,0.20187610100603112,VCT
10955,2020,140.764251,460.359839,0.23416837445326805,VCT
10956,2021,58.367019,546.636496,0.09647385106514629,VCT
10957,2022,62.223904,651.660667,0.08716241606515965,VCT
10958,1948,1856.7,2846.08,0.3948090278516112,Sub-Saharan Africa (SSA)
10959,1949,1907.0,2812.32,0.40408363916835477,Sub-Saharan Africa (SSA)
10960,1950,2155.4,2142.93,0.5014505633583276,Sub-Saharan Africa (SSA)
10961,1951,2760.7,3177.31,0.4649200658132943,Sub-Saharan Africa (SSA)
10962,1952,2846.4,3362.43,0.4584438614038394,Sub-Saharan Africa (SSA)
10963,1953,2916.4,3287.51,0.47009063638898696,Sub-Saharan Africa (SSA)
10964,1954,2605.7,3009.8,0.4640192324815243,Sub-Saharan Africa (SSA)
10965,1955,2691.2,3334.5,0.44662030967356486,Sub-Saharan Africa (SSA)
10966,1956,2895.6,3422.7,0.45828783058734157,Sub-Saharan Africa (SSA)
10967,1957,3011.6,3798.2,0.44224499985315285,Sub-Saharan Africa (SSA)
10968,1958,2621.4,3363.2,0.43802426227316776,Sub-Saharan Africa (SSA)
10969,1959,2811.3,3300.602,0.4599713804311653,Sub-Saharan Africa (SSA)
10970,1960,3143.29,4040.82,0.4375336680535236,Sub-Saharan Africa (SSA)
10971,1961,3462.7,4051.1,0.46084537783811125,Sub-Saharan Africa (SSA)
10972,1962,3491.201,4091.6,0.46041047364951293,Sub-Saharan Africa (SSA)
10973,1963,4284.018,4852.609,0.4688839765484571,Sub-Saharan Africa (SSA)
10974,1964,6664.339,6361.82727272727,0.5116116945285005,Sub-Saharan Africa (SSA)
10975,1965,6859.311,7212.187,0.48746132074921944,Sub-Saharan Africa (SSA)
10976,1966,7607.905,7072.703,0.5182281959984218,Sub-Saharan Africa (SSA)
10977,1967,7492.217,7446.81536363636,0.5015195641611351,Sub-Saharan Africa (SSA)
10978,1968,8322.516,7702.62563636364,0.5193411820532596,Sub-Saharan Africa (SSA)
10979,1969,9511.993,8629.29172727273,0.5243285215462238,Sub-Saharan Africa (SSA)
10980,1970,10236.402,10336.9393636364,0.49755661071628116,Sub-Saharan Africa (SSA)
10981,1971,9790.878,11352.1218181818,0.4630789426380447,Sub-Saharan Africa (SSA)
10982,1972,12360.128,11835.0568181818,0.510850737156255,Sub-Saharan Africa (SSA)
10983,1973,17787.158,14744.5095454545,0.5467644096370743,Sub-Saharan Africa (SSA)
10984,1974,29480.933,21470.9462727273,0.5786034474253452,Sub-Saharan Africa (SSA)
10985,1975,26154.31,25534.8392727273,0.5059922704860569,Sub-Saharan Africa (SSA)
10986,1976,29234.394,25962.7971818182,0.5296355371363485,Sub-Saharan Africa (SSA)
10987,1977,34798.637,30599.3633636364,0.5321055201459841,Sub-Saharan Africa (SSA)
10988,1978,34910.727,35303.4483636364,0.4972034040020942,Sub-Saharan Africa (SSA)
10989,1979,51109.8301730762,35486.5731038342,0.5902073092994597,Sub-Saharan Africa (SSA)
10990,1980,43725.3176876376,39849.8443395485,0.5231855568932576,Sub-Saharan Africa (SSA)
10991,1981,57908.2574236864,64676.8932328742,0.4723921055163073,Sub-Saharan Africa (SSA)
10992,1982,48492.7272851826,52826.111313913,0.47861511201348744,Sub-Saharan Africa (SSA)
10993,1983,45958.9425485467,44360.1830233128,0.5088506145022512,Sub-Saharan Africa (SSA)
10994,1984,47655.2853096682,39869.0252531124,0.5444805563533732,Sub-Saharan Africa (SSA)
10995,1985,47937.1081084485,36541.1217742575,0.5674492490551339,Sub-Saharan Africa (SSA)
10996,1986,41909.4305236945,36429.137419188,0.5349782568689679,Sub-Saharan Africa (SSA)
10997,1987,47133.8285529623,41449.5912295471,0.532084092809756,Sub-Saharan Africa (SSA)
10998,1988,48792.8351512864,45642.411206552,0.5166803395249093,Sub-Saharan Africa (SSA)
10999,1989,51420.331436928,47498.1675630806,0.5198252294237049,Sub-Saharan Africa (SSA)
11000,1990,61676.4075518742,55458.4751333639,0.5265417622657248,Sub-Saharan Africa (SSA)
11001,1991,59496.1896026955,54847.2622446893,0.5203287870135807,Sub-Saharan Africa (SSA)
11002,1992,60811.3260471347,64640.3180073657,0.4847391718574547,Sub-Saharan Africa (SSA)
11003,1993,57706.1918245782,58664.9334414325,0.49588067222576593,Sub-Saharan Africa (SSA)
11004,1994,61259.295728095,61914.7596618121,0.4973392776114977,Sub-Saharan Africa (SSA)
11005,1995,68557.3243714165,73890.8390979918,0.4812791032306966,Sub-Saharan Africa (SSA)
11006,1996,79162.056269266,76612.5300394297,0.5081833830865837,Sub-Saharan Africa (SSA)
11007,1997,80323.6300416493,76900.5635801225,0.5108859405880036,Sub-Saharan Africa (SSA)
11008,1998,68363.1783031619,79121.1085988687,0.46352855439151647,Sub-Saharan Africa (SSA)
11009,1999,68463.0923147983,72960.8842230817,0.48409819884014266,Sub-Saharan Africa (SSA)
11010,2000,97235.305053,76532.342781,0.5595708192234308,Sub-Saharan Africa (SSA)
11011,2001,94103.974668,77134.39947,0.5495495687909425,Sub-Saharan Africa (SSA)
11012,2002,100703.838074,80754.218955,0.5549703315621077,Sub-Saharan Africa (SSA)
11013,2003,123087.259798,108071.709611,0.5324788396171474,Sub-Saharan Africa (SSA)
11014,2004,152655.06626,130143.089886,0.5398021979364988,Sub-Saharan Africa (SSA)
11015,2005,208057.041522,164032.829541,0.5591580360078466,Sub-Saharan Africa (SSA)
11016,2006,240872.193116,196882.260726,0.5502449855208983,Sub-Saharan Africa (SSA)
11017,2007,280679.177669,237484.226169,0.5416808203551795,Sub-Saharan Africa (SSA)
11018,2008,375627.763813,306909.597633,0.5503402231596642,Sub-Saharan Africa (SSA)
11019,2009,258408.211105,259796.423492,0.4986605557975378,Sub-Saharan Africa (SSA)
11020,2010,363709.996354,296037.223125,0.5512868953676235,Sub-Saharan Africa (SSA)
11021,2011,472266.49969,370027.066631,0.5606910922432693,Sub-Saharan Africa (SSA)
11022,2012,449373.680357,390694.603894,0.5349251826090053,Sub-Saharan Africa (SSA)
11023,2013,428288.191911,411873.335191,0.5097688695509661,Sub-Saharan Africa (SSA)
11024,2014,415191.046472,428325.273344,0.4922145982457903,Sub-Saharan Africa (SSA)
11025,2015,309961.974882,369958.57503,0.4558796978884039,Sub-Saharan Africa (SSA)
11026,2016,270186.802359,324935.266998,0.454002323676088,Sub-Saharan Africa (SSA)
11027,2017,307108.082123,343554.9036,0.47199255046258604,Sub-Saharan Africa (SSA)
11028,2018,353909.628674,365897.812043,0.49167264556402845,Sub-Saharan Africa (SSA)
11029,2019,331201.46624,363942.482081,0.4764501899785791,Sub-Saharan Africa (SSA)
11030,2020,281015.63193,324897.4703984,0.46378867010816316,Sub-Saharan Africa (SSA)
11031,2021,387027.102906,387394.588069,0.49976273575024915,Sub-Saharan Africa (SSA)
11032,2022,473278.71895,457195.098253,0.5086427046090063,Sub-Saharan Africa (SSA)
11033,1948,97.2,90.2,0.5186766275346851,SDN
11034,1949,105.6,88.2,0.544891640866873,SDN
11035,1950,92.9,75.7,0.5510083036773428,SDN
11036,1951,177.9,117.1,0.6030508474576272,SDN
11037,1952,120.7,174.0,0.4095690532745165,SDN
11038,1953,125.3,140.0,0.4722955145118733,SDN
11039,1954,115.7,135.9,0.4598569157392686,SDN
11040,1955,144.4,139.5,0.5086297992250793,SDN
11041,1956,191.7,127.4,0.6007521153243497,SDN
11042,1957,147.7,192.2,0.43453957046190056,SDN
11043,1958,123.6,168.3,0.4234326824254882,SDN
11044,1959,188.2,163.3,0.5354196301564722,SDN
11045,1960,181.7,180.5,0.5016565433462176,SDN
11046,1961,178.4,238.5,0.4279203645958264,SDN
11047,1962,226.6,256.3,0.469248291571754,SDN
11048,1963,225.9,284.0,0.44302804471464996,SDN
11049,1964,196.4,273.2,0.4182282793867121,SDN
11050,1965,195.1,207.9,0.48411910669975183,SDN
11051,1966,202.7,222.5,0.4767168391345249,SDN
11052,1967,214.1,213.2,0.5010531242686638,SDN
11053,1968,232.3,257.6,0.47417840375586856,SDN
11054,1969,240.193,255.983,0.48408830737480246,SDN
11055,1970,298.441,287.534,0.5093067110371603,SDN
11056,1971,328.519,331.492,0.49774776480998045,SDN
11057,1972,357.879,338.61,0.5138329535714132,SDN
11058,1973,436.698,436.056,0.5003678012360872,SDN
11059,1974,350.362,710.722,0.3301925201020843,SDN
11060,1975,439.413,1033.411,0.29834725669869583,SDN
11061,1976,554.234,981.013,0.36100640483257745,SDN
11062,1977,661.114,1078.527,0.3800289829913183,SDN
11063,1978,485.176,875.472,0.35657716029421277,SDN
11064,1979,589.824,918.647,0.3910078483444494,SDN
11065,1980,542.326,1575.934,0.2560242840822184,SDN
11066,1981,640.632,1550.976,0.2923113987537917,SDN
11067,1982,507.303,1274.539,0.2847070615688708,SDN
11068,1983,623.581,1354.528,0.315240970037546,SDN
11069,1984,680.004119644472,1277.90726532023,0.34731097886574236,SDN
11070,1985,392.160172405092,920.43643894971,0.2987667109701908,SDN
11071,1986,333.318,963.562,0.2570152982542718,SDN
11072,1987,497.82428434052,1055.33789032951,0.320523054488037,SDN
11073,1988,525.815109921041,1127.95963636852,0.3179484455792842,SDN
11074,1989,604.190304395894,1340.25606975699,0.31072613388945486,SDN
11075,1990,514.51843007232,1304.85815750267,0.2827993025666617,SDN
11076,1991,365.624499646065,1400.84445781779,0.2069804273101959,SDN
11077,1992,320.230814334034,1261.48625698412,0.20245770886645584,SDN
11078,1993,351.7216514894,1153.20111719606,0.23371408739906732,SDN
11079,1994,473.921935233711,1151.64443347325,0.29154265513667527,SDN
11080,1995,534.835518090179,1262.58868016083,0.29755664723475006,SDN
11081,1996,495.524991223816,1298.45237775413,0.276215854108641,SDN
11082,1997,509.559491395884,1510.65675318691,0.2522301722710461,SDN
11083,1998,541.634343857654,1604.82830410136,0.2523381174942283,SDN
11084,1999,705.573430969187,1576.99514025096,0.30911379393611066,SDN
11085,2000,1900.580403,1734.183236,0.5228896819059436,SDN
11086,2001,1821.377048,2022.206369,0.47387472844849154,SDN
11087,2002,1244.005191,2330.295934,0.34804151846607495,SDN
11088,2003,2561.87014,2576.086051,0.4986165791930163,SDN
11089,2004,3758.831148,4054.308139,0.4810910198739428,SDN
11090,2005,4819.991575,6575.621004,0.4229690630131065,SDN
11091,2006,5656.568008,8049.576,0.41270309174472236,SDN
11092,2007,8879.250003,8760.778975,0.5033580168192398,SDN
11093,2008,11670.502006,9332.468,0.5556596044590856,SDN
11094,2009,8257.105003,9656.017679,0.4609528528098092,SDN
11095,2010,11404.27951,10001.709365,0.5327611621493006,SDN
11096,2011,9688.841,9227.177994,0.5122029642216589,SDN
11097,2012,3364.97,9475.018,0.2620695595665666,SDN
11098,2013,4789.732,9918.068,0.32565931002597265,SDN
11099,2014,4350.209667,9211.3,0.32077620956799635,SDN
11100,2015,3168.355,9508.653,0.24992924197886443,SDN
11101,2016,2598.726,5662.298,0.31457674012325837,SDN
11102,2017,4100.380502,9163.003922,0.3091503926087214,SDN
11103,2018,3484.681535,7850.068332,0.30743347457055975,SDN
11104,2019,3744.06038,9290.52915,0.2872403746495268,SDN
11105,2020,3802.378142,9837.679399,0.278765549967118,SDN
11106,2021,5027.384617,9894.047103,0.33692374239541134,SDN
11107,2022,4357.419897,11094.75365,0.2819939786300149,SDN
11108,1948,13.9,19.4,0.41741741741741745,SUR
11109,1957,34.5,38.8,0.470668485675307,SUR
11110,1958,29.1,37.7,0.43562874251497,SUR
11111,1959,40.8,45.1,0.4749708963911524,SUR
11112,1960,43.9,54.2,0.4475025484199796,SUR
11113,1961,41.2,53.3,0.435978835978836,SUR
11114,1963,46.0,58.7,0.4393505253104107,SUR
11115,1964,,80.4,,SUR
11116,1965,56.8,94.0,0.37665782493368694,SUR
11117,1966,86.4,89.4,0.49146757679180886,SUR
11118,1967,104.965,102.315,0.5063923195677345,SUR
11119,1968,114.552,99.953,0.5340295098016363,SUR
11120,1969,130.378,110.06,0.5422520566632562,SUR
11121,1970,133.12,115.226,0.5360263503338085,SUR
11122,1971,155.78,125.708,0.5534161314159041,SUR
11123,1972,170.225,143.567,0.5424771823373444,SUR
11124,1973,178.003,157.035,0.5312919728508407,SUR
11125,1974,265.939,229.064,0.5372472490065717,SUR
11126,1975,273.552,253.433,0.5190887786179873,SUR
11127,1976,267.889,293.508,0.4771828135882451,SUR
11128,1977,299.951,395.63,0.4312236820729721,SUR
11129,1978,359.896,405.628,0.47013026371478883,SUR
11130,1979,386.817,426.15,0.4758089811763577,SUR
11131,1980,433.493,484.039,0.47245545659442945,SUR
11132,1981,436.128,554.536,0.44023806255198533,SUR
11133,1982,392.34,511.716,0.433977541214261,SUR
11134,1983,334.161,426.891,0.4390777502719919,SUR
11135,1984,344.84,388.17,0.47044378657862784,SUR
11136,1985,320.35,327.74,0.494298631362928,SUR
11137,1986,327.97893557423,326.918319327731,0.5008097577433408,SUR
11138,1987,301.001680672269,293.643697478992,0.5061868665456989,SUR
11139,1988,402.721176470588,350.642549019607,0.5345640662596907,SUR
11140,1989,528.407282913165,442.27731092437,0.5443655810216819,SUR
11141,1990,453.6918767507,483.27101262563,0.4842154175953443,SUR
11142,1991,359.32164797593,513.544993417518,0.41165698279213353,SUR
11143,1992,388.455952296234,552.695234837653,0.41274553717475443,SUR
11144,1993,1190.07332470649,1030.66477992246,0.5358908924135979,SUR
11145,1994,448.725324569599,432.034755788493,0.5094750938157416,SUR
11146,1995,477.175770444017,585.492264495561,0.44903559225920314,SUR
11147,1996,433.104,500.77,0.46377134388579183,SUR
11148,1997,701.32,658.141,0.5158809263377176,SUR
11149,1998,436.04,551.63,0.4414834914495732,SUR
11150,1999,586.628493369492,501.479201167312,0.5391272355804942,SUR
11151,2000,118.733574,666.146305,0.151276108837541,SUR
11152,2001,170.130799,209.549625,0.4480894674727818,SUR
11153,2002,178.089549,213.928677,0.45428895186113105,SUR
11154,2003,215.547149,270.592407,0.44338533316141016,SUR
11155,2004,262.198172,270.765753,0.49196232559267494,SUR
11156,2005,330.352122,339.712288,0.49301547294535464,SUR
11157,2006,395.564755,329.03342,0.5459091240465793,SUR
11158,2007,464.568418,380.606077,0.5496716012472668,SUR
11159,2008,615.324857,511.884321,0.5458834695542196,SUR
11160,2009,489.760257,506.298547,0.49169813572572973,SUR
11161,2010,740.084298,509.287446,0.5923651639747665,SUR
11162,2011,727.923408,496.413941,0.5945448030271598,SUR
11163,2012,711.794565,517.856983,0.57885875568385,SUR
11164,2013,652.706076,654.731265,0.49922551202398313,SUR
11165,2014,2384.484788,2323.271724,0.5065012988505214,SUR
11166,2015,730.698676,1768.775961,0.29234090443783123,SUR
11167,2016,989.693079,1137.63318,0.46522862904218026,SUR
11168,2017,1001.936898,1074.977144,0.4824161605817676,SUR
11169,2018,1794.446053,1694.02502,0.5143932729981964,SUR
11170,2019,1595.503231,1854.669456,0.46244155749413357,SUR
11171,2020,2004.396215,1868.684489,0.5175198680807039,SUR
11172,2021,2313.929302,1721.408511,0.5734165042008591,SUR
11173,2022,2879.136368,2237.628991,0.5626868081679413,SUR
11174,1948,1103.4,1358.4,0.44820862783329274,SWE
11175,1949,1134.5,1155.7,0.4953715832678369,SWE
11176,1950,1093.8,1158.5,0.4856369044976246,SWE
11177,1951,1770.0,1740.1,0.5042591379162987,SWE
11178,1952,1560.9,1703.5,0.47815831393211616,SWE
11179,1953,1474.8,1557.7,0.48633140972794725,SWE
11180,1954,1575.6,1735.9,0.4757964668579193,SWE
11181,1955,1717.9,1958.5,0.4672777717332173,SWE
11182,1956,1934.5,2172.7,0.4710021425788859,SWE
11183,1957,2126.6,2400.2,0.46977997702571356,SWE
11184,1958,2077.6,2340.8,0.4702154626108999,SWE
11185,1959,2196.1,2371.9,0.4807574430823117,SWE
11186,1960,2561.3,2835.5,0.47459605692262086,SWE
11187,1961,2733.1,2894.8,0.48563407310009066,SWE
11188,1962,2915.0,3084.5,0.4858738228185682,SWE
11189,1963,3190.5,3362.3,0.48689109998779145,SWE
11190,1964,3663.7,3838.8,0.4883305564811729,SWE
11191,1965,3961.3,4362.9,0.47587756180774127,SWE
11192,1966,4268.3,4568.3,0.4830251454179209,SWE
11193,1967,4524.2,4697.9,0.49058240530898606,SWE
11194,1968,4932.2,5117.2,0.49079547037634086,SWE
11195,1969,5689.0,5903.0,0.4907694962042788,SWE
11196,1970,6781.3,7005.2,0.4918797374242919,SWE
11197,1971,7459.6,7076.1,0.5131916591564217,SWE
11198,1972,8758.1,8061.7,0.5207017919356949,SWE
11199,1973,12163.5,10625.5,0.5337443503444644,SWE
11200,1974,15899.0,16456.4,0.49138629100551995,SWE
11201,1975,17341.2,18030.7,0.49025356285639166,SWE
11202,1976,18434.6,19156.9,0.490392774962425,SWE
11203,1977,19042.7,20114.3,0.4863166228260592,SWE
11204,1978,21784.5,20586.8,0.51413338745802,SWE
11205,1979,27529.4,28735.4,0.489282819809188,SWE
11206,1980,28278.1,31388.0,0.47393913796946674,SWE
11207,1981,26334.8,27066.0,0.49315366061931654,SWE
11208,1982,24758.5,26006.7,0.48770614515455474,SWE
11209,1983,25142.6,24545.3,0.5060105176511787,SWE
11210,1984,26923.0,24644.9,0.5220883534136546,SWE
11211,1985,27690.2,26365.4,0.5122540495341833,SWE
11212,1986,34205.4,29826.6,0.5341922788605697,SWE
11213,1987,41092.1,37574.6,0.5223569820521262,SWE
11214,1988,46232.9692978235,42072.4,0.5235578500543457,SWE
11215,1989,47704.7276933263,44843.8733595042,0.5154559566610252,SWE
11216,1990,53066.2127886503,49353.9826627485,0.5181225495105766,SWE
11217,1991,51189.2132217436,45406.2490545056,0.5299339328730555,SWE
11218,1992,51994.384946654,45535.7354169777,0.5331110507481989,SWE
11219,1993,46463.1089685392,39055.1855522583,0.5433119220734655,SWE
11220,1994,56866.991447608,48051.8159090821,0.542009510785598,SWE
11221,1995,79616.4271055265,64567.9491116527,0.5521848427294469,SWE
11222,1996,84466.8120231933,66584.114878776,0.5591942648456008,SWE
11223,1997,82701.4471959969,65437.2668391059,0.5582703193737731,SWE
11224,1998,84725.9763154563,68238.3777475219,0.5538935972009079,SWE
11225,1999,84793.4649120505,62695.1075536055,0.5749154900241197,SWE
11226,2000,85150.938339,69250.26679,0.5514914101082152,SWE
11227,2001,74278.22383,60844.88292,0.5497077858595047,SWE
11228,2002,80126.578826,64914.234114,0.5524416004145433,SWE
11229,2003,100657.116499,81388.976215,0.5529210487210808,SWE
11230,2004,121271.063616,98151.65006,0.5526823617497917,SWE
11231,2005,130210.417508,111579.867794,0.5385262577665809,SWE
11232,2006,147012.722718,127680.250478,0.5351892369416488,SWE
11233,2007,168070.673723,153428.540432,0.522771647093266,SWE
11234,2008,182861.846849,169064.973086,0.519601907245302,SWE
11235,2009,130171.847414,120098.989435,0.5201239147673394,SWE
11236,2010,156952.964697,148836.207572,0.5132718190522779,SWE
11237,2011,184430.587802,176987.308481,0.5102973308703724,SWE
11238,2012,169953.50515,164564.780764,0.5080544541403417,SWE
11239,2013,165993.320631,160616.824897,0.5082307543222644,SWE
11240,2014,163186.528286,162209.998495,0.5015005227631966,SWE
11241,2015,139246.880514,138397.104386,0.5015303341225024,SWE
11242,2016,138592.424715,140953.312159,0.4957772787551682,SWE
11243,2017,151914.302279,154126.552049,0.49638569534309784,SWE
11244,2018,164677.789302,170573.970077,0.4912063388035282,SWE
11245,2019,159075.600321,158834.343885,0.5003794414745386,SWE
11246,2020,154624.801887,149876.646272,0.5077966059664201,SWE
11247,2021,188305.622602,187092.027673,0.501616412526971,SWE
11248,2022,195264.455652,202515.530892,0.4908855705599986,SWE
11249,1948,792.1,1153.4,0.40714469288100746,CHE
11250,1949,796.7,874.3,0.47678037103530824,CHE
11251,1950,892.9,1037.8,0.4624747500906407,CHE
11252,1951,1070.4,1358.2,0.440747755908754,CHE
11253,1952,1087.3,1201.8,0.47499017080948847,CHE
11254,1953,1187.8,1172.0,0.5033477413340113,CHE
11255,1954,1212.0,1290.6,0.4842963318149125,CHE
11256,1955,1291.3,1478.9,0.4661396289076601,CHE
11257,1956,1424.5,1755.8,0.44791371883155673,CHE
11258,1957,1540.8,1954.6,0.4408079189792299,CHE
11259,1958,1536.7,1696.0,0.47536115321557837,CHE
11260,1959,1683.3,1912.8,0.46809043130057565,CHE
11261,1960,1885.3,2233.3,0.45775263439032676,CHE
11262,1961,2044.3,2691.2,0.4316967585260268,CHE
11263,1962,2224.8,3003.5,0.4255302870914064,CHE
11264,1963,2418.9,3236.0,0.42775292224442524,CHE
11265,1964,2646.4,3609.2,0.42304495172325596,CHE
11266,1965,2966.6,3697.8,0.4451413480583398,CHE
11267,1966,3286.7,3947.6,0.45432177266632573,CHE
11268,1967,3507.7,4117.4,0.46002019645643993,CHE
11269,1968,4013.0,4505.8,0.4710757383669062,CHE
11270,1969,4636.9,5286.1,0.4672881185125466,CHE
11271,1970,5156.0,6487.0,0.44284119213261186,CHE
11272,1971,5751.0,7215.4,0.44353097235932876,CHE
11273,1972,6872.0,8481.7,0.44757941082605496,CHE
11274,1973,9550.6,11670.1,0.4500605540816279,CHE
11275,1974,11934.0,14443.2,0.4524361948955916,CHE
11276,1975,12948.5,13296.4,0.4933720456164816,CHE
11277,1976,14843.4,14770.5,0.5012308409226748,CHE
11278,1977,17605.8,17929.3,0.4954481625210004,CHE
11279,1978,23574.7,23802.8,0.49759273916943697,CHE
