,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
7422,1999,84550.9577784211,65501.6488168421,0.5634754350284653,MYS
7423,2000,98154.120019,82205.151396,0.5442144407045812,MYS
7424,2001,88201.411005,73360.503785,0.54592947304224,MYS
7425,2002,93388.246266,79514.698222,0.5401194672684214,MYS
7426,2003,104968.905847,82743.369931,0.5592010720233483,MYS
7427,2004,126510.571081,104307.185877,0.5480972207178154,MYS
7428,2005,140972.902139,113608.718318,0.5537434394750856,MYS
7429,2006,160651.632776,130476.390748,0.551824694961927,MYS
7430,2007,176211.196904,146982.433746,0.5452186559172217,MYS
7431,2008,199514.709011,156895.569748,0.5597894362241703,MYS
7432,2009,157333.588075,123825.639388,0.5595889186873826,MYS
7433,2010,198746.157867,164735.365806,0.5467847604980292,MYS
7434,2011,228284.238981,187639.608817,0.5488606632911077,MYS
7435,2012,227764.363382,196590.825922,0.536730477493546,MYS
7436,2013,228391.406315,206116.157935,0.525632750972298,MYS
7437,2014,234246.397842,208958.6849,0.528528229849657,MYS
7438,2015,199956.088913,175965.932137,0.5319084217372959,MYS
7439,2016,189413.440013,168370.438996,0.5294074191873674,MYS
7440,2017,217836.720111,195079.497055,0.5275567077653082,MYS
7441,2018,247365.23198,217908.979553,0.5316547228460682,MYS
7442,2019,238103.532887,204835.3676,0.5375538988000631,MYS
7443,2020,233959.026511,190320.713975,0.5514263448992563,MYS
7444,2021,299037.704561,239208.479631,0.555577936906152,MYS
7445,2022,352337.923095,295275.988787,0.5440555192384418,MYS
7446,1981,9.41454545454546,38.5341,0.19634643200651614,MDV
7447,1982,11.8863636363636,68.5904829047467,0.14769917246063616,MDV
7448,1983,13.2853655184217,66.2256117090232,0.1670884446611477,MDV
7449,1984,13.1096415534539,70.8357171631093,0.1561687477888786,MDV
7450,1985,23.027,70.1245869191559,0.2471992239915848,MDV
7451,1986,24.541,78.4248138841457,0.2383412423429475,MDV
7452,1987,30.768,98.122291317152,0.23871464394700742,MDV
7453,1988,40.177,121.997055736989,0.24773999649585346,MDV
7454,1989,44.717,143.013137443827,0.23819830214197926,MDV
7455,1990,52.106,137.879,0.2742637576650789,MDV
7456,1991,53.65462,161.751,0.24908644444838535,MDV
7457,1992,39.648,189.28,0.1731898238747554,MDV
7458,1993,34.63156,191.277076371328,0.15329896437901472,MDV
7459,1994,47.86606,221.716851982138,0.1775559869431617,MDV
7460,1995,49.8044598496602,356.659752050195,0.12253098401177578,MDV
7461,1996,59.303313508921,300.135514018692,0.16498861271286883,MDV
7462,1997,70.2143585386577,348.848428207306,0.16755092735357036,MDV
7463,1998,74.6259133389973,353.971707731521,0.17411648985032255,MDV
7464,1999,63.9513169073917,402.159558198811,0.13720194126090812,MDV
7465,2000,76.174439,388.825423,0.16381604646583744,MDV
7466,2001,76.474664,391.451814,0.16343307676638893,MDV
7467,2002,90.706067,390.307764,0.1885726795244688,MDV
7468,2003,112.743863,469.973374,0.1934795400603535,MDV
7469,2004,122.864112,643.869969,0.16024344690633363,MDV
7470,2005,98.730182,741.149688,0.1175527423939807,MDV
7471,2006,136.69511,950.72172,0.12570626665765325,MDV
7472,2007,109.423994,1118.61668,0.0891045356369035,MDV
7473,2008,127.882935,1419.588926,0.08263990979284114,MDV
7474,2009,77.265827,990.45422,0.0723652489405774,MDV
7475,2010,74.711136,1123.048291,0.062375744507498665,MDV
7476,2011,123.139999,1441.008741,0.0787265276318926,MDV
7477,2012,166.558028,1600.084791,0.09427940170400682,MDV
7478,2013,173.766204,1763.489059,0.08969711287861397,MDV
7479,2014,157.939928,2026.235235,0.0723110173009508,MDV
7480,2015,158.870092,1934.29873,0.07589932084321863,MDV
7481,2016,151.993413,2170.188111,0.06545285604468533,MDV
7482,2017,213.281055,2402.621209,0.08153250139929541,MDV
7483,2018,181.64678,2959.822225,0.05782224166811412,MDV
7484,2019,158.047562,2887.506074,0.051894525885801866,MDV
7485,2020,162.799165,1837.869217,0.08137238858008804,MDV
7486,2021,151.28117,2573.061827,0.05552941394185249,MDV
7487,2022,159.010757,3515.661244,0.04327209529360115,MDV
7488,1961,14.0,0.5,0.9655172413793104,MLI
7489,1962,10.1,,,MLI
7490,1963,11.345,34.1,0.24964242490923094,MLI
7491,1964,16.4,36.3,0.3111954459203036,MLI
7492,1965,15.5,42.7,0.2663230240549828,MLI
7493,1966,13.0,37.5,0.25742574257425743,MLI
7494,1967,16.4,51.3,0.24224519940915806,MLI
7495,1968,12.65,32.3,0.2814238042269188,MLI
7496,1969,17.31,38.91,0.307897545357524,MLI
7497,1970,35.493,44.819,0.44193893814124907,MLI
7498,1971,36.111,59.43,0.37796338744622726,MLI
7499,1972,41.734,78.534,0.3470083480227492,MLI
7500,1973,52.283,126.288,0.2927855026852065,MLI
7501,1974,64.063,178.964,0.26360445547202577,MLI
7502,1975,36.538,190.072,0.16123736816557077,MLI
7503,1976,84.537,150.195,0.3601426307448495,MLI
7504,1977,124.594,158.751,0.4397254230708147,MLI
7505,1978,106.234,202.548,0.3440420749914179,MLI
7506,1979,106.222,304.455,0.2586509592696937,MLI
7507,1980,117.35,241.951,0.3266063829491151,MLI
7508,1981,106.242,287.435,0.26987098560495026,MLI
7509,1982,231.994,401.837,0.36601870214615567,MLI
7510,1983,99.2282818181819,342.2392,0.22476917531844168,MLI
7511,1984,129.088415967771,350.546938418306,0.2691386587483765,MLI
7512,1985,123.61255950723,299.352185392798,0.2922526309762462,MLI
7513,1986,211.720928710396,443.956541146943,0.3229040777571049,MLI
7514,1987,178.959,374.148,0.3235522240723766,MLI
7515,1988,158.222574213439,521.056365956903,0.23292724808126938,MLI
7516,1989,191.740807221392,564.224930955379,0.2536369011693971,MLI
7517,1990,252.262281085674,714.168821571526,0.261024588707958,MLI
7518,1991,266.605346826862,667.046222994025,0.2855512221524009,MLI
7519,1992,216.231789802548,737.7609990012,0.22665977388958067,MLI
7520,1993,219.704992237701,737.248872027269,0.22958786253134048,MLI
7521,1994,174.851624608617,712.335999395468,0.1970852837413024,MLI
7522,1995,241.068125089134,990.280861262144,0.1957756312476976,MLI
7523,1996,291.792929248588,1111.90181262557,0.20787491791769308,MLI
7524,1997,284.46834289255,1130.71056103523,0.2010122833961261,MLI
7525,1998,294.382275404253,1222.07205427296,0.1941253815846298,MLI
7526,1999,251.451816413755,1254.43046191637,0.1669797301105039,MLI
7527,2000,475.005242,711.31972,0.4004006129983127,MLI
7528,2001,729.376736,1041.312788,0.4119167850230078,MLI
7529,2002,855.257654,960.830657,0.47093395669127236,MLI
7530,2003,1009.054916,1326.724028,0.43199932022334386,MLI
7531,2004,991.779234,1410.636897,0.41282574704789976,MLI
7532,2005,1077.186245,1595.051327,0.40310272420643894,MLI
7533,2006,1529.173721,1908.910465,0.44477494973126286,MLI
7534,2007,1445.568192,2253.466783,0.39079603241653593,MLI
7535,2008,1265.400605,3625.365398,0.2587326002151406,MLI
7536,2009,1116.325793,3692.25959,0.23215264034753233,MLI
7537,2010,2059.039387,5123.08891,0.28668930738261356,MLI
7538,2011,2380.719347,3434.6529,0.40938382718804484,MLI
7539,2012,1889.812522,3454.944731,0.3535824795296835,MLI
7540,2013,1702.701376,3688.015813,0.31585804194559464,MLI
7541,2014,1748.283962,3860.83943,0.3116857733052345,MLI
7542,2015,2030.588436,3288.257574,0.38177236795016745,MLI
7543,2016,2852.932776,3897.325707,0.4226405230532859,MLI
7544,2017,1913.194546,4481.271356,0.299195362884273,MLI
7545,2018,3654.52778,4762.881797,0.4341629983155089,MLI
7546,2019,3654.833141,5190.918479,0.41317383734091334,MLI
7547,2020,4606.031826,6689.195727,0.4077856603054131,MLI
7548,2021,4602.19461,7863.254788,0.3691960444473339,MLI
7549,2022,4587.10699,8648.848341,0.3465641032541499,MLI
7550,1958,10.1,76.3,0.11689814814814815,MLT
7551,1959,11.1,72.99,0.13200142704245452,MLT
7552,1960,10.5,78.91,0.11743652835253328,MLT
7553,1961,13.4,81.21,0.14163407673607442,MLT
7554,1962,12.1,77.73,0.13469887565401314,MLT
7555,1963,14.0,82.17,0.14557554330872413,MLT
7556,1964,19.3,93.24,0.1714945797049938,MLT
7557,1965,23.6,95.49,0.19816945167520364,MLT
7558,1966,28.5,106.93,0.2104408181348298,MLT
7559,1967,27.15,109.53,0.19863915715539945,MLT
7560,1968,32.8,119.41,0.21549175481243021,MLT
7561,1969,38.26,143.52,0.21047419958191219,MLT
7562,1970,38.54,158.38,0.19571399553118018,MLT
7563,1971,45.11,154.61,0.22586621269777685,MLT
7564,1972,67.16,172.69,0.2800083385449239,MLT
7565,1973,98.47,237.35,0.29322255970460365,MLT
7566,1974,133.95,356.36,0.27319450959596986,MLT
7567,1975,166.01,371.76,0.30870074567194156,MLT
7568,1976,228.91,421.83,0.3517687555705812,MLT
7569,1977,288.68,511.42,0.36080489938757654,MLT
7570,1978,342.47,571.96,0.3745174589635073,MLT
7571,1979,424.29,753.67,0.36019049882848314,MLT
7572,1980,485.71,940.04,0.34066982290022796,MLT
7573,1981,449.56,860.47,0.3431677137164798,MLT
7574,1982,410.94,789.19,0.34241290526859586,MLT
7575,1983,363.34,732.54,0.33155089973354746,MLT
7576,1984,394.45,716.39,0.35509164236073604,MLT
7577,1985,399.32,756.33,0.34553714359884047,MLT
7578,1986,498.35,885.16,0.36020700970719405,MLT
7579,1987,604.64,1137.67,0.3470335359379215,MLT
7580,1988,697.69,1349.57,0.34079208307689307,MLT
7581,1989,844.098693830228,1477.74020304855,0.36354748598834324,MLT
7582,1990,1126.53278538973,1951.3717975525,0.3660064030681727,MLT
7583,1991,1290.94640401556,2113.47273022576,0.37919725894833134,MLT
7584,1992,1539.25126414917,2344.66716870303,0.3963140036951815,MLT
7585,1993,1354.11771698479,2173.30935776197,0.38388255470370125,MLT
7586,1994,1556.62524160517,2440.91435326063,0.3893958282750735,MLT
7587,1995,1913.3847513449,2942.40624419455,0.394041826162317,MLT
7588,1996,1740.47331595482,2805.37731095907,0.3828707669473955,MLT
7589,1997,1643.83975768282,2552.91656264883,0.3916929247759886,MLT
7590,1998,1844.71098624452,3722.58108404236,0.33134798084151224,MLT
7591,1999,1983.84136554387,2845.83042997941,0.41076111370191504,MLT
7592,2000,2440.384072,3396.921714,0.4180668550640153,MLT
7593,2001,1822.40919,2530.604394,0.4186546067070578,MLT
7594,2002,2024.192711,2646.798936,0.4333539564987366,MLT
7595,2003,2255.89371,3227.980913,0.4113685788034837,MLT
7596,2004,2496.877656,3638.587147,0.406958190808808,MLT
7597,2005,2368.234868,3707.243841,0.38980218373439124,MLT
7598,2006,2782.830032,4304.743859,0.39263506452239116,MLT
7599,2007,3060.820563,4807.316782,0.3890146331704636,MLT
7600,2008,2949.274034,5302.27013,0.3574208627358684,MLT
7601,2009,2347.864328,4464.702452,0.3446372569723272,MLT
7602,2010,2868.927677,5049.428902,0.36231352407248046,MLT
7603,2011,3363.300287,6199.567646,0.3517041446733529,MLT
7604,2012,3526.339003,6566.245621,0.34939900277025415,MLT
7605,2013,3352.00563,6024.773303,0.3574794344573038,MLT
7606,2014,2822.965503,6689.56777,0.29676274678718806,MLT
7607,2015,2417.05505,6009.733122,0.28682992863535334,MLT
7608,2016,3116.253101,6434.767073,0.3262743711381883,MLT
7609,2017,2700.277659,5991.524462,0.310669481588397,MLT
7610,2018,3016.88483,6768.397381,0.3083084130786343,MLT
7611,2019,2979.023159,7387.900003,0.28735846812481664,MLT
7612,2020,2783.648395,5717.063511,0.3274606204493575,MLT
7613,2021,2932.945067,6918.826657,0.2977073717466497,MLT
7614,2022,3085.789408,8518.705223,0.26591329533271424,MLT
7615,2000,5.078233,75.762197,0.06281798600032187,MHL
7616,2001,102.699522,254.508887,0.28750589127368503,MHL
7617,2002,130.565066,438.583865,0.22940404328019376,MHL
7618,2003,274.675852,180.587229,0.6033343432915,MHL
7619,2004,648.091814,287.939945,0.6923822912722345,MHL
7620,2005,1105.842462,710.135471,0.6089514866368148,MHL
7621,2006,807.095047,428.007949,0.6534637593899901,MHL
7622,2007,1307.752194,1346.036652,0.4927868304108472,MHL
7623,2008,1283.955264,2202.663643,0.368252251894302,MHL
7624,2009,390.336041,351.361522,0.5262738621132561,MHL
7625,2010,206.794381,695.657306,0.229147315007457,MHL
7626,2011,262.235534,492.248235,0.34756948363192686,MHL
7627,2012,251.502961,467.286007,0.34989819292830326,MHL
7628,2013,414.982785,804.494582,0.3402956022225216,MHL
7629,2014,379.064603,1916.112947,0.1651569844781725,MHL
7630,2015,467.900695,1741.446534,0.21178232595506608,MHL
7631,2016,208.015495,4665.413906,0.04268359667984857,MHL
7632,2017,601.045829,15046.076736,0.03841254687583512,MHL
7633,2018,683.07184,13709.03841,0.047461548593959665,MHL
7634,2019,932.515163,12334.32108,0.07028918921736328,MHL
7635,2020,713.87856,13570.152906,0.04997738640517778,MHL
7636,2021,1533.557582,14884.193804,0.093408503146644,MHL
7637,2022,1319.78929,17683.676264,0.06944992671203595,MHL
7638,1962,2.7,35.7,0.0703125,MRT
7639,1963,15.4,29.9,0.33995584988962474,MRT
7640,1964,45.9,16.3,0.7379421221864951,MRT
7641,1966,68.7,23.0,0.7491821155943293,MRT
7642,1967,72.323,37.085,0.6610394121088038,MRT
7643,1968,71.758,35.298,0.6702847108055597,MRT
7644,1969,77.798,45.174,0.632648082490323,MRT
7645,1970,90.084,55.857,0.6172631405842087,MRT
7646,1971,89.827,62.911,0.5881116683471042,MRT
7647,1972,106.892,70.956,0.6010300931132202,MRT
7648,1973,153.776,115.685,0.5706799870853296,MRT
7649,1974,181.315,120.029,0.6016877721142615,MRT
7650,1981,261.163913782588,264.899937121253,0.49644907806129795,MRT
7651,1982,233.406158124832,275.76870555551,0.45840078679014185,MRT
7652,1983,292.051968500063,226.770702805266,0.5629128884543084,MRT
7653,1984,291.023169233334,207.590433438708,0.5836647208855862,MRT
7654,1985,373.4,242.267,0.606496693829619,MRT
7655,1986,421.39,294.957,0.5882484326729923,MRT
7656,1987,427.843,381.879,0.5283825806881869,MRT
7657,1988,507.616608904587,446.884807281344,0.531813363811402,MRT
7658,1989,450.944865203309,351.275938880928,0.5621206317605766,MRT
7659,1990,469.132466598023,388.115198054808,0.5472542952776812,MRT
7660,1991,524.289291336821,480.505542626366,0.5217874073544745,MRT
7661,1992,448.051917939739,600.171814147062,0.42743920426964427,MRT
7662,1993,420.05737936813,574.146543713065,0.42250625813898,MRT
7663,1994,433.813003398037,556.929969512303,0.43786634400615226,MRT
7664,1995,575.279070580518,654.100166715627,0.46794272518036606,MRT
7665,1996,565.659845503965,612.336754919047,0.48018801183368415,MRT
7666,1997,527.11526521569,632.551003169888,0.45454048253857565,MRT
7667,1998,500.103400860118,586.389873051818,0.46029129942009483,MRT
7668,1999,525.264141792179,603.491653790886,0.46534790239624063,MRT
7669,2000,336.193539,304.747664,0.5245310138065816,MRT
7670,2001,348.47842,335.638549,0.5093842658359787,MRT
7671,2002,320.782833,308.096355,0.5100865780280838,MRT
7672,2003,319.671169,339.209023,0.4851734395439224,MRT
7673,2004,436.50217,1252.233785,0.2584786382427678,MRT
7674,2005,830.815699,999.202756,0.45399307134309747,MRT
7675,2006,849.60996,839.318272,0.5030468103395408,MRT
7676,2007,810.305283,1211.926849,0.40069845107178825,MRT
7677,2008,1168.828317,1500.64372,0.43784999460550633,MRT
7678,2009,985.055715,1311.658324,0.42889785070016717,MRT
7679,2010,1726.249227,1709.376859,0.5024555012067166,MRT
7680,2011,2464.844517,2527.041188,0.4937702228500842,MRT
7681,2012,2628.971369,3116.10558,0.45760420484143455,MRT
7682,2013,2493.525623,4203.963966,0.3723075026641896,MRT
7683,2014,2145.867155,4506.723269,0.3225611405834534,MRT
7684,2015,1836.084837,4573.426485,0.2864625311913912,MRT
7685,2016,1626.858994,2465.92657,0.3974943149501394,MRT
7686,2017,1995.568025,3673.430215,0.3520142255327284,MRT
7687,2018,2067.081686,3253.986078,0.38847122000305356,MRT
7688,2019,2283.289502,3639.696244,0.3854963695534782,MRT
7689,2020,2850.530861,2810.925371,0.503497818262388,MRT
7690,2021,3292.916201,3947.133932,0.4548195303221666,MRT
7691,2022,3806.932719,5272.13348,0.41930884030995486,MRT
7692,1948,32.9,40.1,0.4506849315068493,MUS
7693,1951,49.1,21.0,0.7004279600570614,MUS
7694,1952,51.0,45.8,0.5268595041322314,MUS
7695,1953,57.0,50.6,0.5297397769516728,MUS
7696,1954,56.0,43.5,0.5628140703517588,MUS
7697,1955,52.7,51.2,0.507218479307026,MUS
7698,1956,61.8,46.7,0.5695852534562211,MUS
7699,1957,69.1,54.7,0.5581583198707593,MUS
7700,1958,60.0,62.0,0.4918032786885246,MUS
7701,1959,59.2,58.5,0.5029736618521665,MUS
7702,1960,38.8,68.4,0.3619402985074627,MUS
7703,1961,60.4,65.9,0.47822644497228817,MUS
7704,1962,60.2,65.3,0.4796812749003984,MUS
7705,1963,83.0,68.1,0.5493050959629384,MUS
7706,1964,78.1,79.8,0.49461684610512985,MUS
7707,1965,65.8,75.0,0.4673295454545454,MUS
7708,1966,73.2,68.9,0.5151301900070372,MUS
7709,1967,,75.5,,MUS
7710,1968,66.3,70.2,0.4857142857142857,MUS
7711,1969,65.024,64.037,0.5038237732545076,MUS
7712,1970,70.934,72.725,0.4937664886989329,MUS
7713,1971,67.434,83.071,0.44805155974884553,MUS
7714,1972,104.726,120.161,0.46568276512203904,MUS
7715,1973,131.398,170.992,0.4345315651972618,MUS
7716,1974,310.145,308.858,0.5010395749293622,MUS
7717,1975,295.237,331.361,0.47117450103575187,MUS
7718,1976,261.824,358.665,0.42196396712915135,MUS
7719,1977,306.351,446.238,0.4070628191483001,MUS
7720,1978,314.555,496.639,0.3877679075535569,MUS
7721,1979,371.11,566.224,0.39592077103785844,MUS
7722,1980,429.136,613.659,0.41152479634060385,MUS
7723,1981,317.299,553.856,0.3642279502499555,MUS
7724,1982,358.652,462.856,0.4365776109301431,MUS
7725,1983,358.514,439.831,0.4490715167001735,MUS
7726,1984,365.891,471.503,0.43694007838604054,MUS
7727,1985,425.266,522.116,0.4488854548640358,MUS
7728,1986,646.134,675.678,0.48882443191618785,MUS
7729,1987,860.742,993.083,0.4643059619974917,MUS
7730,1988,980.74636889801,1298.06198593884,0.43037685324276687,MUS
7731,1989,966.375441810038,1323.56123481671,0.42200967898971903,MUS
7732,1990,1179.31362259445,1619.43353988215,0.42137197614909955,MUS
7733,1991,1171.32882956028,1556.95885111727,0.42932746346946415,MUS
7734,1992,1271.65296358666,1623.95821341465,0.4391656496172189,MUS
7735,1993,1275.38350608638,1717.58596216857,0.426126467247256,MUS
7736,1994,1314.67249183851,1922.45518372862,0.40612315101479135,MUS
7737,1995,1510.72826427679,1975.05893044243,0.4333965844402269,MUS
7738,1996,1766.9312572199,2292.94891557494,0.4352175882086531,MUS
7739,1997,1595.3239108505,2264.29776591265,0.4133368616035988,MUS
7740,1998,1704.13289319188,2184.44460280377,0.43824069211601135,MUS
7741,1999,1554.8400518943,2248.46116052791,0.4088132822128143,MUS
7742,2000,1486.320829,2088.148905,0.41581575439351587,MUS
7743,2001,1522.639947,1996.274195,0.43270164759819824,MUS
7744,2002,1741.334082,2165.877295,0.44567183957603435,MUS
7745,2003,1809.321517,2387.603304,0.4311064872896373,MUS
7746,2004,1916.619056,2773.95955,0.40861036920868093,MUS
7747,2005,2003.359986,3161.383542,0.387891475179559,MUS
7748,2006,2111.336232,3638.441741,0.3672030888696022,MUS
7749,2007,2049.299151,3865.887531,0.3464470795547413,MUS
7750,2008,2033.498993,4566.22161,0.30811895159253305,MUS
7751,2009,1713.572617,3614.748586,0.3215970944160064,MUS
7752,2010,1955.621961,4235.456199,0.31587744661908773,MUS
7753,2011,2171.767482,5119.464809,0.29786014151280593,MUS
7754,2012,2234.728419,5298.143316,0.2966635431500547,MUS
7755,2013,2273.928117,5174.019237,0.30530937034332856,MUS
7756,2014,2574.244965,5392.496245,0.3231239596145988,MUS
7757,2015,2403.160087,4690.03026,0.33879819509092896,MUS
7758,2016,2193.210173,4654.321076,0.3202921013789155,MUS
7759,2017,2085.121199,5251.115102,0.28422219697527706,MUS
7760,2018,2001.297463,5680.539899,0.26052327961275057,MUS
7761,2019,1888.044723,5610.437906,0.2517902376272878,MUS
7762,2020,1671.169879,4526.701774,0.2696360900263386,MUS
7763,2021,1807.234401,5266.310825,0.255492026029212,MUS
7764,2022,1646.555859,4780.637725,0.2561858200597806,MUS
7765,1948,474.9,523.6,0.47561342013019525,MEX
7766,1949,461.0,453.6,0.5040454843647496,MEX
7767,1950,498.2,504.2,0.4970071827613727,MEX
7768,1951,624.6,770.4,0.447741935483871,MEX
7769,1952,589.8,735.6,0.4449977365323675,MEX
7770,1953,494.0,803.4,0.3807615230460922,MEX
7771,1954,500.7,793.9,0.38676038930943923,MEX
7772,1955,621.3,881.3,0.41348329562092373,MEX
7773,1956,659.1,1068.7,0.38146776247250835,MEX
7774,1957,585.7,1152.5,0.33695777240823843,MEX
7775,1958,735.5,1126.0,0.3951114692452323,MEX
7776,1959,749.8,1001.2,0.42821245002855507,MEX
7777,1960,764.4,1183.1,0.3925032092426187,MEX
7778,1961,825.6,1136.2,0.4208380059129371,MEX
7779,1962,930.7,1139.0,0.4496786973957579,MEX
7780,1963,971.0,1234.7,0.4402230584394977,MEX
7781,1964,1054.4,1486.5,0.41497107324176474,MEX
7782,1965,1141.5,1553.0,0.42364074967526444,MEX
7783,1966,1222.7,1604.1,0.4325385595019103,MEX
7784,1967,1142.9,1748.0,0.39534401051575635,MEX
7785,1968,1253.0,1959.1,0.3900874817097849,MEX
7786,1969,1429.5,2076.8,0.4076947209308958,MEX
7787,1970,1312.7,2329.8,0.3603843514070007,MEX
7788,1971,1396.2,2252.2,0.3826883017213025,MEX
7789,1972,1694.9,2719.5,0.38394798840159483,MEX
7790,1973,2261.4,3811.7,0.3723633729067527,MEX
7791,1974,2992.82,6057.2,0.3306976117179852,MEX
7792,1975,2916.4,6581.4,0.3070605824506728,MEX
7793,1976,3468.9,6035.7,0.3649706457925636,MEX
7794,1977,4170.6,5485.9,0.4318956143530265,MEX
7795,1978,5953.6,7559.9,0.4405668405668406,MEX
7796,1979,8983.0,12085.9,0.42636302797013603,MEX
7797,1980,15562.2,19455.9,0.44440446511946674,MEX
7798,1981,19380.6,24127.7,0.445446041330045,MEX
7799,1982,21208.9,15071.7,0.5845796376024652,MEX
7800,1983,22312.7,9020.0,0.7121218407606111,MEX
7801,1984,24382.8,11360.3,0.6821680268359488,MEX
7802,1985,22105.6,14788.4,0.5991651759093619,MEX
7803,1986,16120.7578801506,12659.0409787841,0.560141436678106,MEX
7804,1987,20535.776,14033.7978,0.5940419201812666,MEX
7805,1988,20409.467,21519.8885,0.48675842394000063,MEX
7806,1989,23047.189,25076.8408,0.4789122834430627,MEX
7807,1990,27167.344,33021.2421,0.45137036372416134,MEX
7808,1991,42709.768,54857.3795,0.4377474292768475,MEX
7809,1992,46200.572,68343.3014,0.40334389460239783,MEX
7810,1993,51761.602,71903.9651,0.418561150155434,MEX
7811,1994,60889.73,87283.8054,0.410935258010993,MEX
7812,1995,79548.952,79699.6904,0.4995267199841447,MEX
7813,1996,96013.318,98419.0922,0.4938133405908888,MEX
7814,1997,110439.421,120789.0057,0.47762043177885793,MEX
7815,1998,117493.758,137709.1606,0.4603934729451797,MEX
7816,1999,136391.122642,156172.2383782,0.46619345008339197,MEX
7817,2000,166119.224,184919.37864,0.4732220979422025,MEX
7818,2001,158779.149,178493.63002,0.4707736849127232,MEX
7819,2002,161044.558,178785.93668,0.4738967235758137,MEX
7820,2003,164765.331,180771.4407,0.47683877518845263,MEX
7821,2004,187996.605,208607.44986,0.4740158419871986,MEX
7822,2005,214230.869,235113.37314,0.47676335626273175,MEX
7823,2006,249923.226,271365.10178,0.4794337656942041,MEX
7824,2007,271873.615,298767.78188,0.47643514208130994,MEX
7825,2008,291340.039,327079.5307,0.471104171462962,MEX
7826,2009,229700.39,248427.63352,0.48041607833177274,MEX
7827,2010,298450.754,319553.3187,0.4829268401033306,MEX
7828,2011,349375.639,371859.48616,0.4844129560696228,MEX
7829,2012,370728.607,392995.08904,0.4854224229551509,MEX
7830,2013,380002.56,404080.90506,0.4846455472325529,MEX
7831,2014,396906.534,423980.72072,0.4835091929102768,MEX
7832,2015,380547.555,418939.93736,0.47598937899161503,MEX
7833,2016,373948.264,410309.05802,0.4768183267155568,MEX
7834,2017,409410.812,445611.02136,0.4788308275019462,MEX
7835,2018,450707.311,492160.06276,0.478017718656075,MEX
7836,2019,460598.221,482497.96878,0.4883894410679845,MEX
7837,2020,417167.585,405947.09442,0.5068158732073073,MEX
7838,2021,494945.068,536041.25164,0.4800694815939216,MEX
7839,2022,577692.071,642102.12956,0.4735979813109335,MEX
7840,2000,6.396851,1.641656,0.7957760066639241,FSM
7841,2001,6.580588,1.615083,0.8029346224366498,FSM
7842,2002,12.340127,7.148459,0.6331976573364533,FSM
7843,2003,11.593599,147.343393,0.07294462323786774,FSM
7844,2004,10.691607,184.228818,0.05485113732950254,FSM
7845,2005,3.411885,166.664608,0.020060885192405748,FSM
7846,2006,5.847903,192.813351,0.0294365553536675,FSM
7847,2007,12.023408,206.615934,0.054991969377588046,FSM
7848,2008,4.874631,226.779534,0.021042708211181958,FSM
7849,2009,6.51779,246.556848,0.025754417951592605,FSM
7850,2010,6.602423,211.812688,0.030228783025914356,FSM
7851,2011,8.371243,247.668043,0.03269515054029638,FSM
7852,2012,51.541886,268.000068,0.16129927652629927,FSM
7853,2013,24.180585,244.262662,0.09007708433805378,FSM
7854,2014,20.339333,330.004398,0.05805536449002423,FSM
7855,2015,19.58064,327.233026,0.05645867484356859,FSM
7856,2016,51.902927,413.194439,0.11159583088243076,FSM
7857,2017,126.497784,893.29951,0.12404208634819146,FSM
7858,2018,232.693379,748.215645,0.2372221819829032,FSM
7859,2019,255.212834,706.038678,0.26550058003965976,FSM
7860,2020,181.130711,749.202285,0.19469449302430203,FSM
7861,2021,279.760042,711.464824,0.28223670692296776,FSM
7862,2022,276.802635,794.439274,0.2583941429797068,FSM
7863,1948,1248.5,1018.5,0.550727834142038,Middle East
7864,1949,592.7,996.3,0.37300188797986156,Middle East
7865,1950,795.2,1210.0,0.39656892080590467,Middle East
7866,1951,861.0,1321.2,0.3945559527082761,Middle East
7867,1952,794.9,1086.6,0.4224820621844273,Middle East
7868,1953,907.7,1045.7,0.4646769734821337,Middle East
7869,1954,1068.9,1353.8,0.4412019647500723,Middle East
7870,1955,1121.2,1636.3,0.40660018132366277,Middle East
7871,1956,1096.2,1712.5,0.390287321536654,Middle East
7872,1957,1259.5,2005.5,0.38575803981623275,Middle East
7873,1958,1479.8,2182.8,0.4040299240976355,Middle East
7874,1959,1392.5,2611.5,0.3477772227772228,Middle East
7875,1960,1554.4,2648.3,0.36985747257715273,Middle East
7876,1961,1498.4,2714.0,0.3557117082898111,Middle East
7877,1962,1598.7,2434.1,0.3964243205713152,Middle East
7878,1963,2086.8,3335.6,0.3848480377692535,Middle East
7879,1964,4847.0,4048.4,0.5448883692695101,Middle East
7880,1965,5338.9,4074.8,0.5671415065277201,Middle East
7881,1966,5851.3,5117.8,0.5334348305695089,Middle East
7882,1967,6599.18,4971.11,0.5703556263499013,Middle East
7883,1968,7892.99,5470.95,0.5906184852670695,Middle East
7884,1969,6617.53,5887.57,0.5291864919113002,Middle East
7885,1970,7368.15,4842.927,0.6033988648175751,Middle East
7886,1971,9300.961,5649.124,0.6221343223132176,Middle East
7887,1972,9017.021,7012.214,0.5625359538368487,Middle East
7888,1973,18169.407,13932.798,0.5659862616913698,Middle East
7889,1974,54710.892,22794.549,0.7058974349942736,Middle East
7890,1975,49726.264,36361.28,0.5776243773431381,Middle East
