,year,v2x_regime,v2x_polyarchy,v2x_liberal,country
6367,2003,2.0,0.514,0.629,KEN
6368,2004,2.0,0.514,0.629,KEN
6369,2005,2.0,0.514,0.639,KEN
6370,2006,2.0,0.514,0.639,KEN
6371,2007,1.0,0.514,0.633,KEN
6372,2008,1.0,0.41,0.641,KEN
6373,2009,1.0,0.415,0.646,KEN
6374,2010,1.0,0.426,0.771,KEN
6375,2011,1.0,0.43,0.771,KEN
6376,2012,1.0,0.432,0.763,KEN
6377,2013,2.0,0.519,0.755,KEN
6378,2014,2.0,0.535,0.753,KEN
6379,2015,2.0,0.535,0.753,KEN
6380,2016,2.0,0.533,0.758,KEN
6381,2017,1.0,0.51,0.763,KEN
6382,2018,1.0,0.493,0.751,KEN
6383,2019,1.0,0.497,0.754,KEN
6384,2020,1.0,0.498,0.759,KEN
6385,2021,1.0,0.511,0.81,KEN
6386,2022,2.0,0.548,0.801,KEN
6387,2023,2.0,0.566,0.791,KEN
6394,1950,0.0,0.097,0.042,PRK
6395,1951,0.0,0.097,0.042,PRK
6396,1952,0.0,0.097,0.042,PRK
6397,1953,0.0,0.097,0.042,PRK
6398,1954,0.0,0.096,0.042,PRK
6399,1955,0.0,0.096,0.041,PRK
6400,1956,0.0,0.096,0.041,PRK
6401,1957,0.0,0.095,0.04,PRK
6402,1958,0.0,0.093,0.039,PRK
6403,1959,0.0,0.093,0.039,PRK
6404,1960,0.0,0.093,0.037,PRK
6405,1961,0.0,0.093,0.037,PRK
6406,1962,0.0,0.092,0.037,PRK
6407,1963,0.0,0.09,0.037,PRK
6408,1964,0.0,0.09,0.037,PRK
6409,1965,0.0,0.09,0.037,PRK
6410,1966,0.0,0.09,0.037,PRK
6411,1967,0.0,0.09,0.037,PRK
6412,1968,0.0,0.088,0.037,PRK
6413,1969,0.0,0.088,0.037,PRK
6414,1970,0.0,0.088,0.037,PRK
6415,1971,0.0,0.088,0.037,PRK
6416,1972,0.0,0.087,0.037,PRK
6417,1973,0.0,0.087,0.034,PRK
6418,1974,0.0,0.087,0.034,PRK
6419,1975,0.0,0.087,0.034,PRK
6420,1976,0.0,0.087,0.034,PRK
6421,1977,0.0,0.087,0.034,PRK
6422,1978,0.0,0.086,0.034,PRK
6423,1979,0.0,0.086,0.034,PRK
6424,1980,0.0,0.086,0.034,PRK
6425,1981,0.0,0.086,0.034,PRK
6426,1982,0.0,0.087,0.034,PRK
6427,1983,0.0,0.087,0.034,PRK
6428,1984,0.0,0.087,0.034,PRK
6429,1985,0.0,0.087,0.034,PRK
6430,1986,0.0,0.086,0.034,PRK
6431,1987,0.0,0.084,0.034,PRK
6432,1988,0.0,0.084,0.034,PRK
6433,1989,0.0,0.084,0.034,PRK
6434,1990,0.0,0.086,0.034,PRK
6435,1991,0.0,0.087,0.034,PRK
6436,1992,0.0,0.084,0.034,PRK
6437,1993,0.0,0.084,0.034,PRK
6438,1994,0.0,0.084,0.034,PRK
6439,1995,0.0,0.084,0.033,PRK
6440,1996,0.0,0.084,0.033,PRK
6441,1997,0.0,0.084,0.033,PRK
6442,1998,0.0,0.083,0.033,PRK
6443,1999,0.0,0.083,0.033,PRK
6444,2000,0.0,0.083,0.033,PRK
6445,2001,0.0,0.083,0.033,PRK
6446,2002,0.0,0.083,0.033,PRK
6447,2003,0.0,0.084,0.033,PRK
6448,2004,0.0,0.085,0.033,PRK
6449,2005,0.0,0.085,0.033,PRK
6450,2006,0.0,0.085,0.033,PRK
6451,2007,0.0,0.085,0.033,PRK
6452,2008,0.0,0.085,0.033,PRK
6453,2009,0.0,0.085,0.033,PRK
6454,2010,0.0,0.085,0.033,PRK
6455,2011,0.0,0.085,0.033,PRK
6456,2012,0.0,0.085,0.033,PRK
6457,2013,0.0,0.085,0.033,PRK
6458,2014,0.0,0.084,0.033,PRK
6459,2015,0.0,0.084,0.033,PRK
6460,2016,0.0,0.084,0.033,PRK
6461,2017,0.0,0.084,0.033,PRK
6462,2018,0.0,0.084,0.033,PRK
6463,2019,0.0,0.083,0.035,PRK
6464,2020,0.0,0.084,0.034,PRK
6465,2021,0.0,0.084,0.033,PRK
6466,2022,0.0,0.083,0.033,PRK
6467,2023,0.0,0.083,0.033,PRK
6630,1950,1.0,0.254,0.378,KOR
6631,1951,1.0,0.253,0.373,KOR
6632,1952,1.0,0.254,0.373,KOR
6633,1953,1.0,0.258,0.388,KOR
6634,1954,1.0,0.264,0.382,KOR
6635,1955,1.0,0.265,0.382,KOR
6636,1956,1.0,0.262,0.382,KOR
6637,1957,1.0,0.26,0.382,KOR
6638,1958,1.0,0.264,0.376,KOR
6639,1959,1.0,0.264,0.376,KOR
6640,1960,1.0,0.336,0.529,KOR
6641,1961,1.0,0.219,0.339,KOR
6642,1962,1.0,0.164,0.328,KOR
6643,1963,1.0,0.175,0.328,KOR
6644,1964,1.0,0.275,0.332,KOR
6645,1965,1.0,0.275,0.331,KOR
6646,1966,1.0,0.275,0.331,KOR
6647,1967,1.0,0.277,0.331,KOR
6648,1968,1.0,0.277,0.331,KOR
6649,1969,1.0,0.277,0.331,KOR
6650,1970,1.0,0.279,0.331,KOR
6651,1971,1.0,0.278,0.331,KOR
6652,1972,1.0,0.235,0.275,KOR
6653,1973,1.0,0.21,0.268,KOR
6654,1974,1.0,0.213,0.268,KOR
6655,1975,1.0,0.213,0.268,KOR
6656,1976,1.0,0.212,0.268,KOR
6657,1977,1.0,0.212,0.268,KOR
6658,1978,1.0,0.212,0.268,KOR
6659,1979,1.0,0.211,0.268,KOR
6660,1980,1.0,0.202,0.293,KOR
6661,1981,1.0,0.21,0.288,KOR
6662,1982,1.0,0.222,0.321,KOR
6663,1983,1.0,0.228,0.323,KOR
6664,1984,1.0,0.244,0.323,KOR
6665,1985,1.0,0.306,0.325,KOR
6666,1986,1.0,0.314,0.332,KOR
6667,1987,1.0,0.387,0.462,KOR
6668,1988,2.0,0.626,0.734,KOR
6669,1989,2.0,0.653,0.746,KOR
6670,1990,2.0,0.655,0.747,KOR
6671,1991,2.0,0.655,0.747,KOR
6672,1992,2.0,0.659,0.774,KOR
6673,1993,3.0,0.732,0.836,KOR
6674,1994,3.0,0.737,0.836,KOR
6675,1995,3.0,0.737,0.836,KOR
6676,1996,3.0,0.747,0.836,KOR
6677,1997,3.0,0.754,0.863,KOR
6678,1998,3.0,0.819,0.918,KOR
6679,1999,3.0,0.827,0.918,KOR
6680,2000,3.0,0.842,0.918,KOR
6681,2001,3.0,0.845,0.918,KOR
6682,2002,3.0,0.845,0.923,KOR
6683,2003,3.0,0.845,0.922,KOR
6684,2004,3.0,0.845,0.922,KOR
6685,2005,3.0,0.846,0.922,KOR
6686,2006,3.0,0.846,0.922,KOR
6687,2007,3.0,0.843,0.92,KOR
6688,2008,3.0,0.77,0.879,KOR
6689,2009,3.0,0.768,0.879,KOR
6690,2010,3.0,0.769,0.879,KOR
6691,2011,3.0,0.769,0.879,KOR
6692,2012,3.0,0.756,0.879,KOR
6693,2013,3.0,0.718,0.853,KOR
6694,2014,3.0,0.71,0.853,KOR
6695,2015,3.0,0.714,0.854,KOR
6696,2016,3.0,0.729,0.868,KOR
6697,2017,3.0,0.859,0.936,KOR
6698,2018,3.0,0.864,0.93,KOR
6699,2019,3.0,0.852,0.933,KOR
6700,2020,3.0,0.858,0.929,KOR
6701,2021,3.0,0.861,0.913,KOR
6702,2022,3.0,0.81,0.905,KOR
6703,2023,3.0,0.733,0.866,KOR
6705,1999,0.0,0.221,0.406,XKX
6706,2000,0.0,0.241,0.424,XKX
6707,2001,0.0,0.251,0.44,XKX
6708,2002,1.0,0.489,0.641,XKX
6709,2003,2.0,0.525,0.666,XKX
6710,2004,2.0,0.525,0.668,XKX
6711,2005,2.0,0.516,0.666,XKX
6712,2006,2.0,0.516,0.666,XKX
6713,2007,2.0,0.516,0.665,XKX
6714,2008,2.0,0.512,0.655,XKX
6715,2009,2.0,0.511,0.678,XKX
6716,2010,2.0,0.532,0.689,XKX
6717,2011,2.0,0.502,0.705,XKX
6718,2012,2.0,0.505,0.706,XKX
6719,2013,2.0,0.516,0.646,XKX
6720,2014,2.0,0.588,0.643,XKX
6721,2015,2.0,0.646,0.641,XKX
6722,2016,2.0,0.653,0.645,XKX
6723,2017,2.0,0.578,0.622,XKX
6724,2018,2.0,0.662,0.675,XKX
6725,2019,2.0,0.678,0.695,XKX
6726,2020,2.0,0.664,0.699,XKX
6727,2021,2.0,0.668,0.703,XKX
6728,2022,2.0,0.672,0.732,XKX
6729,2023,2.0,0.675,0.7,XKX
6763,1950,1.0,0.321,0.464,LBN
6764,1951,1.0,0.312,0.464,LBN
6765,1952,1.0,0.308,0.464,LBN
6766,1953,1.0,0.373,0.464,LBN
6767,1954,1.0,0.384,0.464,LBN
6768,1955,1.0,0.384,0.464,LBN
6769,1956,1.0,0.384,0.464,LBN
6770,1957,1.0,0.36,0.464,LBN
6771,1958,1.0,0.341,0.464,LBN
6772,1959,1.0,0.338,0.484,LBN
6773,1960,1.0,0.37,0.484,LBN
6774,1961,1.0,0.389,0.484,LBN
6775,1962,1.0,0.39,0.484,LBN
6776,1963,1.0,0.39,0.484,LBN
6777,1964,1.0,0.388,0.484,LBN
6778,1965,1.0,0.387,0.484,LBN
6779,1966,1.0,0.387,0.484,LBN
6780,1967,1.0,0.387,0.484,LBN
6781,1968,1.0,0.384,0.484,LBN
6782,1969,1.0,0.383,0.484,LBN
6783,1970,1.0,0.393,0.468,LBN
6784,1971,1.0,0.393,0.468,LBN
6785,1972,1.0,0.372,0.468,LBN
6786,1973,1.0,0.363,0.468,LBN
6787,1974,1.0,0.363,0.468,LBN
6788,1975,1.0,0.355,0.447,LBN
6789,1976,1.0,0.342,0.437,LBN
6790,1977,1.0,0.342,0.437,LBN
6791,1978,1.0,0.342,0.437,LBN
6792,1979,1.0,0.342,0.437,LBN
6793,1980,1.0,0.342,0.437,LBN
6794,1981,1.0,0.342,0.437,LBN
6795,1982,1.0,0.342,0.419,LBN
6796,1983,1.0,0.342,0.419,LBN
6797,1984,1.0,0.342,0.419,LBN
6798,1985,1.0,0.342,0.419,LBN
6799,1986,1.0,0.342,0.419,LBN
6800,1987,1.0,0.342,0.419,LBN
6801,1988,1.0,0.329,0.419,LBN
6802,1989,1.0,0.3,0.419,LBN
6803,1990,1.0,0.341,0.44,LBN
6804,1991,1.0,0.333,0.44,LBN
6805,1992,1.0,0.333,0.44,LBN
6806,1993,1.0,0.315,0.458,LBN
6807,1994,1.0,0.309,0.458,LBN
6808,1995,1.0,0.309,0.458,LBN
6809,1996,1.0,0.311,0.458,LBN
6810,1997,1.0,0.314,0.458,LBN
6811,1998,1.0,0.314,0.458,LBN
6812,1999,1.0,0.314,0.458,LBN
6813,2000,1.0,0.325,0.463,LBN
6814,2001,1.0,0.352,0.464,LBN
6815,2002,1.0,0.353,0.464,LBN
6816,2003,1.0,0.353,0.464,LBN
6817,2004,1.0,0.358,0.464,LBN
6818,2005,1.0,0.402,0.471,LBN
6819,2006,1.0,0.444,0.487,LBN
6820,2007,1.0,0.444,0.495,LBN
6821,2008,1.0,0.451,0.492,LBN
6822,2009,1.0,0.468,0.501,LBN
6823,2010,1.0,0.473,0.502,LBN
6824,2011,1.0,0.489,0.505,LBN
6825,2012,1.0,0.486,0.512,LBN
6826,2013,1.0,0.493,0.55,LBN
6827,2014,1.0,0.493,0.553,LBN
6828,2015,1.0,0.487,0.539,LBN
6829,2016,1.0,0.483,0.545,LBN
6830,2017,1.0,0.474,0.556,LBN
6831,2018,1.0,0.444,0.566,LBN
6832,2019,1.0,0.427,0.555,LBN
6833,2020,1.0,0.44,0.543,LBN
6834,2021,1.0,0.435,0.529,LBN
6835,2022,1.0,0.41,0.524,LBN
6836,2023,1.0,0.362,0.541,LBN
6874,1950,0.0,0.145,0.354,NGA
6875,1951,0.0,0.145,0.354,NGA
6876,1952,0.0,0.151,0.354,NGA
6877,1953,0.0,0.182,0.354,NGA
6878,1954,0.0,0.184,0.38,NGA
6879,1955,0.0,0.179,0.385,NGA
6880,1956,0.0,0.179,0.385,NGA
6881,1957,0.0,0.19,0.385,NGA
6882,1958,0.0,0.211,0.385,NGA
6883,1959,0.0,0.181,,NGA
6884,1960,0.0,0.25,0.546,NGA
6885,1961,0.0,0.249,0.547,NGA
6886,1962,0.0,0.249,0.547,NGA
6887,1963,0.0,0.249,0.547,NGA
6888,1964,0.0,0.249,0.525,NGA
6889,1965,0.0,0.233,0.525,NGA
6890,1966,0.0,0.214,0.292,NGA
6891,1967,0.0,0.182,0.235,NGA
6892,1968,0.0,0.182,0.235,NGA
6893,1969,0.0,0.182,0.235,NGA
6894,1970,0.0,0.182,0.236,NGA
6895,1971,0.0,0.182,0.245,NGA
6896,1972,0.0,0.182,0.264,NGA
6897,1973,0.0,0.18,0.264,NGA
6898,1974,0.0,0.18,0.264,NGA
6899,1975,0.0,0.182,0.262,NGA
6900,1976,0.0,0.182,0.262,NGA
6901,1977,0.0,0.19,0.262,NGA
6902,1978,0.0,0.201,0.267,NGA
6903,1979,1.0,0.265,0.365,NGA
6904,1980,1.0,0.382,0.561,NGA
6905,1981,1.0,0.382,0.569,NGA
6906,1982,1.0,0.382,0.569,NGA
6907,1983,1.0,0.312,0.537,NGA
6908,1984,0.0,0.187,0.265,NGA
6909,1985,0.0,0.19,0.268,NGA
6910,1986,0.0,0.193,0.27,NGA
6911,1987,0.0,0.193,0.27,NGA
6912,1988,0.0,0.193,0.27,NGA
6913,1989,0.0,0.201,0.27,NGA
6914,1990,0.0,0.203,0.273,NGA
6915,1991,0.0,0.204,0.274,NGA
6916,1992,0.0,0.222,0.285,NGA
6917,1993,1.0,0.23,0.409,NGA
6918,1994,0.0,0.194,0.267,NGA
6919,1995,0.0,0.191,0.265,NGA
6920,1996,0.0,0.191,0.264,NGA
6921,1997,0.0,0.201,0.264,NGA
6922,1998,0.0,0.222,0.28,NGA
6923,1999,1.0,0.379,0.513,NGA
6924,2000,1.0,0.475,0.614,NGA
6925,2001,1.0,0.475,0.614,NGA
6926,2002,1.0,0.475,0.614,NGA
6927,2003,1.0,0.43,0.614,NGA
6928,2004,1.0,0.413,0.614,NGA
6929,2005,1.0,0.413,0.614,NGA
6930,2006,1.0,0.416,0.613,NGA
6931,2007,1.0,0.41,0.629,NGA
6932,2008,1.0,0.416,0.634,NGA
6933,2009,1.0,0.414,0.634,NGA
6934,2010,1.0,0.428,0.653,NGA
6935,2011,1.0,0.49,0.648,NGA
6936,2012,2.0,0.505,0.645,NGA
6937,2013,2.0,0.523,0.676,NGA
6938,2014,2.0,0.532,0.683,NGA
6939,2015,2.0,0.561,0.675,NGA
6940,2016,2.0,0.557,0.665,NGA
6941,2017,2.0,0.556,0.649,NGA
6942,2018,2.0,0.556,0.649,NGA
6943,2019,2.0,0.525,0.639,NGA
6944,2020,2.0,0.513,0.613,NGA
6945,2021,1.0,0.491,0.601,NGA
6946,2022,1.0,0.492,0.572,NGA
6947,2023,1.0,0.49,0.564,NGA
6999,1950,1.0,0.342,0.629,PHL
7000,1951,1.0,0.346,0.629,PHL
7001,1952,1.0,0.346,0.628,PHL
7002,1953,1.0,0.348,0.628,PHL
7003,1954,1.0,0.366,0.628,PHL
7004,1955,1.0,0.373,0.636,PHL
7005,1956,1.0,0.373,0.636,PHL
7006,1957,1.0,0.374,0.636,PHL
7007,1958,1.0,0.382,0.636,PHL
7008,1959,1.0,0.382,0.636,PHL
7009,1960,1.0,0.406,0.635,PHL
7010,1961,1.0,0.403,0.635,PHL
7011,1962,1.0,0.395,0.635,PHL
7012,1963,1.0,0.395,0.635,PHL
7013,1964,1.0,0.395,0.635,PHL
7014,1965,1.0,0.404,0.622,PHL
7015,1966,1.0,0.388,0.631,PHL
7016,1967,1.0,0.388,0.632,PHL
7017,1968,1.0,0.389,0.601,PHL
7018,1969,1.0,0.384,0.596,PHL
7019,1970,1.0,0.353,0.58,PHL
7020,1971,1.0,0.33,0.5,PHL
7021,1972,0.0,0.141,0.191,PHL
7022,1973,0.0,0.078,0.126,PHL
7023,1974,0.0,0.078,0.126,PHL
7024,1975,0.0,0.078,0.126,PHL
7025,1976,0.0,0.078,0.126,PHL
7026,1977,1.0,0.078,0.126,PHL
7027,1978,1.0,0.156,0.147,PHL
7028,1979,1.0,0.167,0.16,PHL
7029,1980,1.0,0.167,0.16,PHL
7030,1981,0.0,0.173,0.16,PHL
7031,1982,0.0,0.176,0.16,PHL
7032,1983,0.0,0.179,0.16,PHL
7033,1984,0.0,0.18,0.16,PHL
7034,1985,0.0,0.184,0.16,PHL
7035,1986,1.0,0.236,0.343,PHL
7036,1987,1.0,0.437,0.52,PHL
7037,1988,2.0,0.562,0.719,PHL
7038,1989,2.0,0.562,0.719,PHL
7039,1990,2.0,0.579,0.726,PHL
7040,1991,2.0,0.579,0.727,PHL
7041,1992,2.0,0.558,0.744,PHL
7042,1993,2.0,0.551,0.717,PHL
7043,1994,2.0,0.551,0.718,PHL
7044,1995,2.0,0.556,0.718,PHL
7045,1996,2.0,0.559,0.718,PHL
7046,1997,2.0,0.559,0.718,PHL
7047,1998,2.0,0.589,0.705,PHL
7048,1999,2.0,0.581,0.725,PHL
7049,2000,2.0,0.588,0.729,PHL
7050,2001,2.0,0.547,0.718,PHL
7051,2002,2.0,0.535,0.697,PHL
7052,2003,2.0,0.534,0.697,PHL
7053,2004,1.0,0.493,0.672,PHL
7054,2005,1.0,0.47,0.689,PHL
7055,2006,1.0,0.47,0.688,PHL
7056,2007,1.0,0.468,0.702,PHL
7057,2008,1.0,0.466,0.704,PHL
7058,2009,1.0,0.467,0.699,PHL
7059,2010,2.0,0.529,0.748,PHL
7060,2011,2.0,0.553,0.754,PHL
7061,2012,2.0,0.553,0.754,PHL
7062,2013,2.0,0.551,0.753,PHL
7063,2014,2.0,0.55,0.753,PHL
7064,2015,2.0,0.549,0.753,PHL
7065,2016,2.0,0.52,0.657,PHL
7066,2017,2.0,0.508,0.614,PHL
7067,2018,1.0,0.482,0.583,PHL
7068,2019,1.0,0.45,0.572,PHL
7069,2020,1.0,0.425,0.583,PHL
7070,2021,1.0,0.432,0.566,PHL
7071,2022,1.0,0.43,0.588,PHL
7072,2023,1.0,0.434,0.605,PHL
7110,1950,0.0,0.053,0.344,TZA
7111,1951,0.0,0.058,0.344,TZA
7112,1952,0.0,0.058,0.344,TZA
7113,1953,0.0,0.058,0.356,TZA
7114,1954,0.0,0.065,0.351,TZA
7115,1955,0.0,0.071,0.351,TZA
7116,1956,0.0,0.074,0.351,TZA
7117,1957,0.0,0.074,0.357,TZA
7118,1958,0.0,0.111,0.357,TZA
7119,1959,0.0,0.157,0.357,TZA
7120,1960,0.0,0.167,0.371,TZA
7121,1961,0.0,0.215,0.586,TZA
7122,1962,1.0,0.248,0.722,TZA
7123,1963,1.0,0.326,0.722,TZA
7124,1964,1.0,0.327,0.711,TZA
7125,1965,1.0,0.271,0.694,TZA
7126,1966,1.0,0.255,0.685,TZA
7127,1967,1.0,0.248,0.694,TZA
7128,1968,1.0,0.247,0.694,TZA
7129,1969,1.0,0.247,0.694,TZA
7130,1970,1.0,0.246,0.691,TZA
7131,1971,1.0,0.246,0.691,TZA
7132,1972,1.0,0.246,0.683,TZA
7133,1973,1.0,0.246,0.693,TZA
7134,1974,1.0,0.246,0.693,TZA
7135,1975,1.0,0.246,0.693,TZA
7136,1976,1.0,0.243,0.693,TZA
7137,1977,1.0,0.243,0.693,TZA
7138,1978,1.0,0.243,0.693,TZA
7139,1979,1.0,0.243,0.693,TZA
7140,1980,1.0,0.245,0.693,TZA
7141,1981,1.0,0.249,0.693,TZA
7142,1982,1.0,0.252,0.693,TZA
7143,1983,1.0,0.252,0.693,TZA
7144,1984,1.0,0.252,0.693,TZA
7145,1985,1.0,0.259,0.692,TZA
7146,1986,1.0,0.266,0.693,TZA
7147,1987,1.0,0.268,0.699,TZA
7148,1988,1.0,0.268,0.702,TZA
7149,1989,1.0,0.268,0.702,TZA
7150,1990,1.0,0.288,0.743,TZA
7151,1991,1.0,0.297,0.755,TZA
7152,1992,1.0,0.396,0.754,TZA
7153,1993,1.0,0.406,0.754,TZA
7154,1994,1.0,0.42,0.758,TZA
7155,1995,1.0,0.477,0.791,TZA
7156,1996,1.0,0.494,0.789,TZA
7157,1997,1.0,0.494,0.789,TZA
7158,1998,1.0,0.494,0.789,TZA
7159,1999,1.0,0.494,0.789,TZA
7160,2000,1.0,0.48,0.79,TZA
7161,2001,1.0,0.445,0.793,TZA
7162,2002,1.0,0.445,0.793,TZA
7163,2003,1.0,0.445,0.793,TZA
7164,2004,1.0,0.445,0.793,TZA
7165,2005,1.0,0.43,0.797,TZA
7166,2006,1.0,0.466,0.806,TZA
7167,2007,1.0,0.465,0.806,TZA
7168,2008,1.0,0.467,0.806,TZA
7169,2009,1.0,0.465,0.806,TZA
7170,2010,1.0,0.468,0.809,TZA
7171,2011,1.0,0.483,0.811,TZA
7172,2012,1.0,0.483,0.81,TZA
7173,2013,1.0,0.477,0.797,TZA
7174,2014,1.0,0.476,0.798,TZA
7175,2015,1.0,0.457,0.813,TZA
7176,2016,1.0,0.411,0.785,TZA
7177,2017,1.0,0.401,0.785,TZA
7178,2018,1.0,0.39,0.761,TZA
7179,2019,1.0,0.385,0.764,TZA
7180,2020,1.0,0.386,0.779,TZA
7181,2021,1.0,0.365,0.79,TZA
7182,2022,1.0,0.39,0.8,TZA
7183,2023,1.0,0.419,0.809,TZA
7235,1950,0.0,0.075,0.181,TWN
7236,1951,0.0,0.076,0.188,TWN
7237,1952,0.0,0.078,0.196,TWN
7238,1953,0.0,0.078,0.2,TWN
7239,1954,0.0,0.078,0.201,TWN
7240,1955,0.0,0.078,0.203,TWN
7241,1956,0.0,0.078,0.203,TWN
7242,1957,0.0,0.078,0.203,TWN
7243,1958,0.0,0.078,0.203,TWN
7244,1959,0.0,0.078,0.203,TWN
7245,1960,0.0,0.082,0.218,TWN
7246,1961,0.0,0.082,0.221,TWN
7247,1962,0.0,0.082,0.22,TWN
7248,1963,0.0,0.082,0.22,TWN
7249,1964,0.0,0.082,0.223,TWN
7250,1965,0.0,0.082,0.223,TWN
7251,1966,0.0,0.082,0.223,TWN
7252,1967,0.0,0.082,0.221,TWN
7253,1968,0.0,0.082,0.221,TWN
7254,1969,0.0,0.083,0.221,TWN
7255,1970,0.0,0.113,0.238,TWN
7256,1971,0.0,0.112,0.229,TWN
7257,1972,0.0,0.113,0.227,TWN
7258,1973,0.0,0.112,0.231,TWN
7259,1974,0.0,0.113,0.239,TWN
7260,1975,0.0,0.113,0.252,TWN
7261,1976,0.0,0.117,0.273,TWN
7262,1977,0.0,0.118,0.273,TWN
7263,1978,0.0,0.119,0.252,TWN
7264,1979,0.0,0.119,0.25,TWN
7265,1980,0.0,0.128,0.282,TWN
7266,1981,0.0,0.131,0.297,TWN
7267,1982,0.0,0.133,0.321,TWN
7268,1983,0.0,0.134,0.327,TWN
7269,1984,0.0,0.139,0.337,TWN
7270,1985,0.0,0.139,0.337,TWN
7271,1986,0.0,0.157,0.382,TWN
7272,1987,0.0,0.201,0.388,TWN
7273,1988,0.0,0.224,0.506,TWN
7274,1989,0.0,0.242,0.57,TWN
7275,1990,0.0,0.265,0.628,TWN
7276,1991,0.0,0.266,0.665,TWN
7277,1992,0.0,0.295,0.703,TWN
7278,1993,0.0,0.322,0.714,TWN
7279,1994,0.0,0.324,0.721,TWN
7280,1995,0.0,0.326,0.724,TWN
7281,1996,2.0,0.509,0.724,TWN
7282,1997,2.0,0.649,0.729,TWN
7283,1998,2.0,0.662,0.729,TWN
7284,1999,2.0,0.658,0.729,TWN
7285,2000,3.0,0.774,0.872,TWN
7286,2001,3.0,0.786,0.872,TWN
7287,2002,3.0,0.795,0.872,TWN
7288,2003,3.0,0.791,0.872,TWN
7289,2004,3.0,0.777,0.872,TWN
7290,2005,3.0,0.774,0.871,TWN
7291,2006,3.0,0.776,0.871,TWN
7292,2007,3.0,0.777,0.871,TWN
7293,2008,3.0,0.796,0.86,TWN
7294,2009,3.0,0.796,0.833,TWN
7295,2010,3.0,0.804,0.822,TWN
7296,2011,3.0,0.804,0.822,TWN
7297,2012,3.0,0.806,0.835,TWN
7298,2013,3.0,0.802,0.839,TWN
7299,2014,3.0,0.804,0.84,TWN
7300,2015,3.0,0.804,0.84,TWN
7301,2016,3.0,0.838,0.865,TWN
7302,2017,3.0,0.843,0.865,TWN
7303,2018,3.0,0.844,0.865,TWN
7304,2019,3.0,0.835,0.864,TWN
7305,2020,3.0,0.824,0.873,TWN
7306,2021,3.0,0.824,0.86,TWN
7307,2022,3.0,0.827,0.883,TWN
7308,2023,3.0,0.823,0.88,TWN
7471,1950,0.0,0.135,0.354,THA
7472,1951,0.0,0.132,0.359,THA
7473,1952,0.0,0.12,0.355,THA
7474,1953,0.0,0.123,0.355,THA
7475,1954,0.0,0.124,0.355,THA
7476,1955,0.0,0.135,0.355,THA
7477,1956,0.0,0.138,0.355,THA
7478,1957,0.0,0.146,0.332,THA
7479,1958,0.0,0.127,0.303,THA
7480,1959,0.0,0.108,0.285,THA
7481,1960,0.0,0.11,0.284,THA
7482,1961,0.0,0.11,0.284,THA
7483,1962,0.0,0.11,0.284,THA
7484,1963,0.0,0.11,0.284,THA
7485,1964,0.0,0.11,0.288,THA
7486,1965,0.0,0.11,0.288,THA
7487,1966,0.0,0.11,0.288,THA
7488,1967,0.0,0.113,0.288,THA
7489,1968,0.0,0.126,0.288,THA
7490,1969,0.0,0.151,0.343,THA
7491,1970,0.0,0.153,0.357,THA
7492,1971,0.0,0.149,0.353,THA
7493,1972,0.0,0.114,0.348,THA
7494,1973,0.0,0.126,0.387,THA
7495,1974,0.0,0.178,0.517,THA
7496,1975,1.0,0.279,0.524,THA
7497,1976,1.0,0.234,0.352,THA
7498,1977,0.0,0.122,0.344,THA
7499,1978,0.0,0.125,0.366,THA
7500,1979,0.0,0.143,0.371,THA
7501,1980,1.0,0.252,0.513,THA
7502,1981,1.0,0.29,0.514,THA
7503,1982,1.0,0.298,0.512,THA
7504,1983,1.0,0.323,0.525,THA
7505,1984,1.0,0.336,0.527,THA
7506,1985,1.0,0.337,0.529,THA
7507,1986,1.0,0.334,0.537,THA
7508,1987,1.0,0.333,0.535,THA
7509,1988,1.0,0.354,0.596,THA
7510,1989,1.0,0.368,0.596,THA
7511,1990,1.0,0.377,0.596,THA
7512,1991,0.0,0.211,0.471,THA
7513,1992,1.0,0.275,0.54,THA
7514,1993,1.0,0.417,0.664,THA
7515,1994,1.0,0.421,0.667,THA
7516,1995,1.0,0.427,0.667,THA
7517,1996,1.0,0.406,0.605,THA
7518,1997,1.0,0.481,0.677,THA
7519,1998,2.0,0.508,0.72,THA
7520,1999,2.0,0.508,0.72,THA
7521,2000,2.0,0.507,0.743,THA
7522,2001,2.0,0.55,0.72,THA
7523,2002,2.0,0.544,0.715,THA
7524,2003,2.0,0.539,0.689,THA
7525,2004,2.0,0.538,0.684,THA
7526,2005,2.0,0.514,0.666,THA
7527,2006,1.0,0.236,0.487,THA
7528,2007,0.0,0.186,0.593,THA
7529,2008,1.0,0.401,0.764,THA
7530,2009,1.0,0.416,0.744,THA
7531,2010,1.0,0.414,0.732,THA
7532,2011,1.0,0.466,0.764,THA
7533,2012,1.0,0.497,0.782,THA
7534,2013,1.0,0.432,0.729,THA
7535,2014,0.0,0.158,0.378,THA
7536,2015,0.0,0.152,0.338,THA
7537,2016,0.0,0.155,0.344,THA
7538,2017,0.0,0.15,0.337,THA
7539,2018,0.0,0.168,0.356,THA
7540,2019,0.0,0.206,0.581,THA
7541,2020,0.0,0.198,0.575,THA
7542,2021,0.0,0.203,0.569,THA
7543,2022,0.0,0.208,0.583,THA
7544,2023,1.0,0.289,0.636,THA
